week_start,plant_id,raw_material_id,raw_material_requirement,raw_material_name,unit,unit_cost,lead_time_days,safety_stock_days,moq,opening_inventory,safety_stock,projected_inventory_before_receipt,planned_order_quantity,ending_inventory,purchase_cost
2025-10-27,P01,RM007,3203.9247100000002,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-769.3572100000001,3500.0,2730.64279,29750.0
2025-11-03,P01,RM007,3266.85585,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-536.21306,3000.0,2463.78694,25500.0
2025-11-10,P01,RM007,3184.50473,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-720.7177900000002,3500.0,2779.28221,29750.0
2025-11-17,P01,RM007,3223.55513,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-444.27292000000034,3000.0,2555.7270799999997,25500.0
2025-11-24,P01,RM007,3235.62914,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-679.9020600000003,3000.0,2320.0979399999997,25500.0
2025-12-01,P01,RM007,3193.2895,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-873.1915600000002,3500.0,2626.80844,29750.0
2025-12-08,P01,RM007,3204.8419,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-578.0334600000001,3000.0,2421.96654,25500.0
2025-12-15,P01,RM007,3220.75196,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-798.7854200000002,3500.0,2701.21458,29750.0
2025-12-22,P01,RM007,3283.05893,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-581.8443500000003,3000.0,2418.1556499999997,25500.0
2025-12-29,P01,RM007,1914.950402,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,503.20524799999976,2000.0,2503.2052479999998,17000.0
2025-06-30,P01,RM008,331.5835338,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,268.4164662,0.0,268.4164662,0.0
2025-07-07,P01,RM008,374.4555828,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-106.0391166,400.0,293.9608834,880.0000000000001
2025-07-14,P01,RM008,375.8410054,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-81.88012199999997,400.0,318.119878,880.0000000000001
2025-07-21,P01,RM008,371.3036024,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-53.18372439999996,300.0,246.81627560000004,660.0
2025-07-28,P01,RM008,353.1577914,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-106.34151579999997,400.0,293.65848420000003,880.0000000000001
2025-08-04,P01,RM008,337.5614734,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-43.90298919999998,300.0,256.0970108,660.0
2025-08-11,P01,RM008,342.542102,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-86.44509119999998,400.0,313.5549088,880.0000000000001
2025-08-18,P01,RM008,334.71092880000003,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-21.156020000000012,300.0,278.84398,660.0
2025-08-25,P01,RM008,343.8344754,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-64.99049539999999,400.0,335.0095046,880.0000000000001
2025-09-01,P01,RM008,336.0877148,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-1.078210200000001,300.0,298.9217898,660.0
2025-09-08,P01,RM008,342.27994060000003,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-43.35815080000003,300.0,256.64184919999997,660.0
2025-09-15,P01,RM008,339.8509902,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-83.20914100000005,400.0,316.79085899999995,880.0000000000001
2025-09-22,P01,RM008,341.0589178,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-24.268058800000063,300.0,275.73194119999994,660.0
2025-09-29,P01,RM008,342.961267,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-67.22932580000008,400.0,332.7706741999999,880.0000000000001
2025-10-06,P01,RM008,336.8442378,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-4.073563600000057,300.0,295.92643639999994,660.0
2025-10-13,P01,RM008,337.66493019999996,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-41.738493800000015,300.0,258.2615062,660.0
2025-10-20,P01,RM008,350.28222700000003,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-92.02072080000005,400.0,307.97927919999995,880.0000000000001
2025-10-27,P01,RM008,339.5545392,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-31.57526000000007,300.0,268.42473999999993,660.0
2025-11-03,P01,RM008,346.81754839999996,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-78.39280840000004,400.0,321.60719159999996,880.0000000000001
2025-11-10,P01,RM008,337.5058568,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-15.898665200000039,300.0,284.10133479999996,660.0
2025-11-17,P01,RM008,341.8790404,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-57.77770560000005,400.0,342.22229439999995,880.0000000000001
2025-11-24,P01,RM008,342.5676268,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-0.3453324000000748,300.0,299.6546675999999,660.0
2025-12-01,P01,RM008,338.645084,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-38.99041640000007,300.0,261.0095835999999,660.0
2025-12-08,P01,RM008,339.7119128,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-78.70232920000007,400.0,321.29767079999993,880.0000000000001
2025-12-15,P01,RM008,341.192909,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-19.89523820000005,300.0,280.10476179999995,660.0
2025-12-22,P01,RM008,347.99778860000004,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,-67.89302680000009,400.0,332.1069731999999,880.0000000000001
2025-12-29,P01,RM008,203.4421535,Shrink Film,kg,2.2,7,5,100,600,242.62791482275134,128.66481969999992,200.0,328.66481969999995,440.00000000000006
2025-06-30,P02,RM001,28117.209498,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-6117.209498,26500.0,20382.790502,17225.0
2025-07-07,P02,RM001,30870.857835,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-10488.067332999999,31000.0,20511.932667,20150.0
2025-07-14,P02,RM001,31117.688415,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-10605.755748,31000.0,20394.244252,20150.0
2025-07-21,P02,RM001,30914.027559,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-10519.783306999998,31000.0,20480.216693000002,20150.0
2025-07-28,P02,RM001,30000.435723000002,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-9520.21903,30000.0,20479.78097,19500.0
2025-08-04,P02,RM001,28302.20334,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-7822.42237,28500.0,20677.57763,18525.0
2025-08-11,P02,RM001,28926.243924,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-8248.666293999999,28500.0,20251.333706,18525.0
2025-08-18,P02,RM001,28487.4163032,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-8236.082597199998,28500.0,20263.9174028,18525.0
2025-08-25,P02,RM001,28204.932891,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-7941.015488199999,28500.0,20558.9845118,18525.0
2025-09-01,P02,RM001,28181.540178,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-7622.555666199998,28000.0,20377.444333800002,18200.0
2025-09-08,P02,RM001,28097.11314,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-7719.668806199999,28000.0,20280.3311938,18200.0
2025-09-15,P02,RM001,28159.354302,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-7879.023108199999,28500.0,20620.9768918,18525.0
2025-09-22,P02,RM001,28062.552072,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-7441.575180199998,28000.0,20558.424819800002,18200.0
2025-09-29,P02,RM001,28763.624856,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-8205.200036199996,28500.0,20294.799963800004,18525.0
2025-10-06,P02,RM001,28267.160022,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-7972.360058199996,28500.0,20527.639941800004,18525.0
2025-10-13,P02,RM001,28228.623147,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-7700.983205199995,28000.0,20299.016794800005,18200.0
2025-10-20,P02,RM001,28812.039453,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-8513.022658199996,29000.0,20486.977341800004,18850.0
2025-10-27,P02,RM001,28631.342301,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-8144.3649591999965,28500.0,20355.635040800003,18525.0
2025-11-03,P02,RM001,28433.108493,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-8077.473452199996,28500.0,20422.526547800004,18525.0
2025-11-10,P02,RM001,28441.564911,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-8019.038363199998,28500.0,20480.961636800002,18525.0
2025-11-17,P02,RM001,28518.692535000002,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-8037.7308981999995,28500.0,20462.2691018,18525.0
2025-11-24,P02,RM001,28114.507797,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-7652.238695199998,28000.0,20347.761304800002,18200.0
2025-12-01,P02,RM001,28168.407945,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-7820.646640199997,28500.0,20679.353359800003,18525.0
2025-12-08,P02,RM001,28348.925052,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-7669.571692199996,28000.0,20330.428307800004,18200.0
2025-12-15,P02,RM001,28244.017941000002,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-7913.5896331999975,28500.0,20586.410366800003,18525.0
2025-12-22,P02,RM001,29337.785772,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,-8751.375405199997,29000.0,20248.624594800003,18850.0
2025-12-29,P02,RM001,17317.667502,Sugar,kg,0.65,7,5,500,22000,20239.921770031746,2930.957092800003,17500.0,20430.957092800003,11375.0
2025-06-30,P02,RM002,5628.1683834,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,-1628.1683833999996,7400.0,5771.8316166,33300.0
2025-07-07,P02,RM002,6178.7280559,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,-406.89643929999966,6100.0,5693.1035607,27450.0
2025-07-14,P02,RM002,6227.2134135,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,-534.1098527999993,6300.0,5765.890147200001,28350.0
2025-07-21,P02,RM002,6188.3819384,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,-422.49179119999917,6100.0,5677.508208800001,27450.0
2025-07-28,P02,RM002,6007.9610566,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,-330.4528477999993,6100.0,5769.547152200001,27450.0
2025-08-04,P02,RM002,5664.731212799999,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,104.8159394000013,5600.0,5704.815939400001,25200.0
2025-08-11,P02,RM002,5789.749178499999,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,-84.93323909999799,5800.0,5715.066760900002,26100.0
2025-08-18,P02,RM002,5701.8502375,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,13.216523400002188,5700.0,5713.216523400002,25650.0
2025-08-25,P02,RM002,5645.4297078,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,67.78681560000223,5700.0,5767.786815600002,25650.0
2025-09-01,P02,RM002,5641.8295207,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,125.95729490000213,5600.0,5725.957294900002,25200.0
2025-09-08,P02,RM002,5624.251552199999,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,101.7057427000027,5600.0,5701.705742700003,25200.0
2025-09-15,P02,RM002,5639.0944378,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,62.611304900002324,5700.0,5762.611304900002,25650.0
2025-09-22,P02,RM002,5619.4208927,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,143.19041220000236,5600.0,5743.190412200002,25200.0
2025-09-29,P02,RM002,5758.8581532,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,-15.667740999997477,5700.0,5684.3322590000025,25650.0
2025-10-06,P02,RM002,5658.0978206,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,26.234438400002546,5700.0,5726.234438400003,25650.0
2025-10-13,P02,RM002,5650.8939448,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,75.34049360000245,5600.0,5675.340493600002,25200.0
2025-10-20,P02,RM002,5768.2050017,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,-92.86450809999769,5800.0,5707.135491900002,26100.0
2025-10-27,P02,RM002,5733.221095399999,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,-26.085603499996978,5700.0,5673.914396500003,25650.0
2025-11-03,P02,RM002,5692.2877019,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,-18.373305399996752,5700.0,5681.626694600003,25650.0
2025-11-10,P02,RM002,5694.5936999,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,-12.967005299996345,5700.0,5687.032994700004,25650.0
2025-11-17,P02,RM002,5711.1344356,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,-24.101440899996305,5700.0,5675.898559100004,25650.0
2025-11-24,P02,RM002,5631.5487919,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,44.34976720000395,5700.0,5744.349767200004,25650.0
2025-12-01,P02,RM002,5640.2968682,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,104.05289900000389,5600.0,5704.052899000004,25200.0
2025-12-08,P02,RM002,5676.4869926,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,27.56590640000377,5700.0,5727.565906400004,25650.0
2025-12-15,P02,RM002,5656.7643388999995,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,70.80156750000424,5700.0,5770.801567500004,25650.0
2025-12-22,P02,RM002,5875.200992,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,-104.3994244999958,5800.0,5695.600575500004,26100.0
2025-12-29,P02,RM002,3467.8406628499997,Beverage Concentrate,kg,4.5,14,7,100,4000,5673.0459291611105,2227.7599126500045,3500.0,5727.7599126500045,15750.0
2025-06-30,P02,RM003,252.3417076,CO2,kg,1.8,5,3,100,220,109.0714735763492,-32.34170760000001,200.0,167.6582924,360.0
2025-07-07,P02,RM003,277.07313045,CO2,kg,1.8,5,3,100,220,109.0714735763492,-109.41483805000001,300.0,190.58516194999999,540.0
2025-07-14,P02,RM003,279.31205075,CO2,kg,1.8,5,3,100,220,109.0714735763492,-88.72688880000004,200.0,111.27311119999996,360.0
2025-07-21,P02,RM003,277.65567235000003,CO2,kg,1.8,5,3,100,220,109.0714735763492,-166.38256115000007,300.0,133.61743884999993,540.0
2025-07-28,P02,RM003,269.24353575000004,CO2,kg,1.8,5,3,100,220,109.0714735763492,-135.6260969000001,300.0,164.3739030999999,540.0
2025-08-04,P02,RM003,254.25993880000001,CO2,kg,1.8,5,3,100,220,109.0714735763492,-89.88603570000012,200.0,110.11396429999988,360.0
2025-08-11,P02,RM003,259.6169215,CO2,kg,1.8,5,3,100,220,109.0714735763492,-149.5029572000001,300.0,150.4970427999999,540.0
2025-08-18,P02,RM003,255.83366186,CO2,kg,1.8,5,3,100,220,109.0714735763492,-105.33661906000012,300.0,194.66338093999988,540.0
2025-08-25,P02,RM003,253.27498485,CO2,kg,1.8,5,3,100,220,109.0714735763492,-58.61160391000013,200.0,141.38839608999987,360.0
2025-09-01,P02,RM003,253.0369815,CO2,kg,1.8,5,3,100,220,109.0714735763492,-111.64858541000012,300.0,188.35141458999988,540.0
2025-09-08,P02,RM003,252.4984191,CO2,kg,1.8,5,3,100,220,109.0714735763492,-64.14700451000013,200.0,135.85299548999987,360.0
2025-09-15,P02,RM003,252.9699604,CO2,kg,1.8,5,3,100,220,109.0714735763492,-117.11696491000012,300.0,182.88303508999988,540.0
2025-09-22,P02,RM003,252.186909,CO2,kg,1.8,5,3,100,220,109.0714735763492,-69.30387391000014,200.0,130.69612608999986,360.0
2025-09-29,P02,RM003,258.3980396,CO2,kg,1.8,5,3,100,220,109.0714735763492,-127.70191351000014,300.0,172.29808648999986,540.0
2025-10-06,P02,RM003,253.8064803,CO2,kg,1.8,5,3,100,220,109.0714735763492,-81.50839381000014,200.0,118.49160618999986,360.0
2025-10-13,P02,RM003,253.57184915000002,CO2,kg,1.8,5,3,100,220,109.0714735763492,-135.08024296000016,300.0,164.91975703999984,540.0
2025-10-20,P02,RM003,258.92399715,CO2,kg,1.8,5,3,100,220,109.0714735763492,-94.00424011000015,300.0,205.99575988999985,540.0
2025-10-27,P02,RM003,257.20648135,CO2,kg,1.8,5,3,100,220,109.0714735763492,-51.210721460000144,200.0,148.78927853999986,360.0
2025-11-03,P02,RM003,255.39137545,CO2,kg,1.8,5,3,100,220,109.0714735763492,-106.60209691000014,300.0,193.39790308999986,540.0
2025-11-10,P02,RM003,255.49776275,CO2,kg,1.8,5,3,100,220,109.0714735763492,-62.099859660000135,200.0,137.90014033999987,360.0
2025-11-17,P02,RM003,256.29442535000004,CO2,kg,1.8,5,3,100,220,109.0714735763492,-118.39428501000017,300.0,181.60571498999983,540.0
2025-11-24,P02,RM003,252.43646885,CO2,kg,1.8,5,3,100,220,109.0714735763492,-70.83075386000019,200.0,129.1692461399998,360.0
2025-12-01,P02,RM003,253.08044844999998,CO2,kg,1.8,5,3,100,220,109.0714735763492,-123.91120231000016,300.0,176.08879768999984,540.0
2025-12-08,P02,RM003,254.7135446,CO2,kg,1.8,5,3,100,220,109.0714735763492,-78.62474691000017,200.0,121.37525308999983,360.0
2025-12-15,P02,RM003,253.82364335,CO2,kg,1.8,5,3,100,220,109.0714735763492,-132.44839026000017,300.0,167.55160973999983,540.0
2025-12-22,P02,RM003,263.5077295,CO2,kg,1.8,5,3,100,220,109.0714735763492,-95.95611976000015,300.0,204.04388023999985,540.0
2025-12-29,P02,RM003,155.54671555,CO2,kg,1.8,5,3,100,220,109.0714735763492,48.49716468999986,100.0,148.49716468999986,180.0
2025-06-30,P02,RM004,185477.67504,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-35477.67504,175000.0,139522.32496,367500.0
2025-07-07,P02,RM004,205423.96764,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-65901.64267999999,205000.0,139098.35732,430500.0
2025-07-14,P02,RM004,206492.69928,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-67394.34195999999,205000.0,137605.65804,430500.0
2025-07-21,P02,RM004,207354.624,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-69748.96596,210000.0,140251.03404,441000.0
2025-07-28,P02,RM004,200267.13744,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-60016.10339999999,200000.0,139983.8966,420000.0
2025-08-04,P02,RM004,189878.62188,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-49894.725279999984,190000.0,140105.27472000002,399000.0
2025-08-11,P02,RM004,192037.76327999998,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-51932.48855999997,190000.0,138067.51144000003,399000.0
2025-08-18,P02,RM004,189804.087072,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-51736.575631999964,190000.0,138263.42436800004,399000.0
2025-08-25,P02,RM004,188748.5526,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-50485.12823199996,190000.0,139514.87176800004,399000.0
2025-09-01,P02,RM004,187748.15412,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-48233.28235199995,185000.0,136766.71764800005,388500.0
2025-09-08,P02,RM004,188447.90868,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-51681.191031999944,190000.0,138318.80896800006,399000.0
2025-09-15,P02,RM004,188668.57056,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-50349.76159199994,190000.0,139650.23840800006,399000.0
2025-09-22,P02,RM004,189541.5558,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-49891.31739199994,190000.0,140108.68260800006,399000.0
2025-09-29,P02,RM004,191843.71188,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-51735.02927199993,190000.0,138264.97072800007,399000.0
2025-10-06,P02,RM004,188163.52487999998,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-49898.55415199991,190000.0,140101.4458480001,399000.0
2025-10-13,P02,RM004,189271.63992000002,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-49170.194071999926,185000.0,135829.80592800007,388500.0
2025-10-20,P02,RM004,193038.88212,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-57209.07619199992,195000.0,137790.92380800008,409500.0
2025-10-27,P02,RM004,191228.26788,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-53437.34407199992,190000.0,136562.65592800008,399000.0
2025-11-03,P02,RM004,189594.2178,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-53031.56187199993,190000.0,136968.43812800007,399000.0
2025-11-10,P02,RM004,190281.6564,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-53313.21827199994,190000.0,136686.78172800006,399000.0
2025-11-17,P02,RM004,191468.37888,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-54781.597151999944,195000.0,140218.40284800006,409500.0
2025-11-24,P02,RM004,189066.45744,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-48848.05459199994,185000.0,136151.94540800006,388500.0
2025-12-01,P02,RM004,189394.57259999998,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-53242.62719199993,190000.0,136757.37280800007,399000.0
2025-12-08,P02,RM004,191050.14444,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-54292.77163199993,190000.0,135707.22836800007,399000.0
2025-12-15,P02,RM004,189897.28716,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-54190.05879199994,190000.0,135809.94120800006,399000.0
2025-12-22,P02,RM004,195214.46904,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,-59404.527831999934,195000.0,135595.47216800007,409500.0
2025-12-29,P02,RM004,115868.100576,PET Bottle,unit,2.1,10,5,5000,150000,135324.67270920635,19727.37159200007,120000.0,139727.37159200007,252000.0
2025-06-30,P02,RM005,185477.67504,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-35477.67504,175000.0,139522.32496,61249.99999999999
2025-07-07,P02,RM005,205423.96764,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-65901.64267999999,205000.0,139098.35732,71750.0
2025-07-14,P02,RM005,206492.69928,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-67394.34195999999,205000.0,137605.65804,71750.0
2025-07-21,P02,RM005,207354.624,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-69748.96596,210000.0,140251.03404,73500.0
2025-07-28,P02,RM005,200267.13744,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-60016.10339999999,200000.0,139983.8966,70000.0
2025-08-04,P02,RM005,189878.62188,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-49894.725279999984,190000.0,140105.27472000002,66500.0
2025-08-11,P02,RM005,192037.76327999998,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-51932.48855999997,190000.0,138067.51144000003,66500.0
2025-08-18,P02,RM005,189804.087072,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-51736.575631999964,190000.0,138263.42436800004,66500.0
2025-08-25,P02,RM005,188748.5526,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-50485.12823199996,190000.0,139514.87176800004,66500.0
2025-09-01,P02,RM005,187748.15412,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-48233.28235199995,185000.0,136766.71764800005,64749.99999999999
2025-09-08,P02,RM005,188447.90868,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-51681.191031999944,190000.0,138318.80896800006,66500.0
2025-09-15,P02,RM005,188668.57056,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-50349.76159199994,190000.0,139650.23840800006,66500.0
2025-09-22,P02,RM005,189541.5558,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-49891.31739199994,190000.0,140108.68260800006,66500.0
2025-09-29,P02,RM005,191843.71188,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-51735.02927199993,190000.0,138264.97072800007,66500.0
2025-10-06,P02,RM005,188163.52487999998,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-49898.55415199991,190000.0,140101.4458480001,66500.0
2025-10-13,P02,RM005,189271.63992000002,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-49170.194071999926,185000.0,135829.80592800007,64749.99999999999
2025-10-20,P02,RM005,193038.88212,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-57209.07619199992,195000.0,137790.92380800008,68250.0
2025-10-27,P02,RM005,191228.26788,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-53437.34407199992,190000.0,136562.65592800008,66500.0
2025-11-03,P02,RM005,189594.2178,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-53031.56187199993,190000.0,136968.43812800007,66500.0
2025-11-10,P02,RM005,190281.6564,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-53313.21827199994,190000.0,136686.78172800006,66500.0
2025-11-17,P02,RM005,191468.37888,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-54781.597151999944,195000.0,140218.40284800006,68250.0
2025-11-24,P02,RM005,189066.45744,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-48848.05459199994,185000.0,136151.94540800006,64749.99999999999
2025-12-01,P02,RM005,189394.57259999998,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-53242.62719199993,190000.0,136757.37280800007,66500.0
2025-12-08,P02,RM005,191050.14444,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-54292.77163199993,190000.0,135707.22836800007,66500.0
2025-12-15,P02,RM005,189897.28716,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-54190.05879199994,190000.0,135809.94120800006,66500.0
2025-12-22,P02,RM005,195214.46904,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,-59404.527831999934,195000.0,135595.47216800007,68250.0
2025-12-29,P02,RM005,115868.100576,Cap,unit,0.35,10,5,5000,150000,135324.67270920635,19727.37159200007,120000.0,139727.37159200007,42000.0
2025-06-30,P02,RM006,185477.67504,Label,unit,0.12,7,5,10000,150000,135324.67270920635,-35477.67504,180000.0,144522.32496,21600.0
2025-07-07,P02,RM006,205423.96764,Label,unit,0.12,7,5,10000,150000,135324.67270920635,-60901.64267999999,200000.0,139098.35732,24000.0
2025-07-14,P02,RM006,206492.69928,Label,unit,0.12,7,5,10000,150000,135324.67270920635,-67394.34195999999,210000.0,142605.65804,25200.0
2025-07-21,P02,RM006,207354.624,Label,unit,0.12,7,5,10000,150000,135324.67270920635,-64748.96596,210000.0,145251.03404,25200.0
2025-07-28,P02,RM006,200267.13744,Label,unit,0.12,7,5,10000,150000,135324.67270920635,-55016.10339999999,200000.0,144983.8966,24000.0
2025-08-04,P02,RM006,189878.62188,Label,unit,0.12,7,5,10000,150000,135324.67270920635,-44894.725279999984,190000.0,145105.27472000002,22800.0
2025-08-11,P02,RM006,192037.76327999998,Label,unit,0.12,7,5,10000,150000,135324.67270920635,-46932.48855999997,190000.0,143067.51144000003,22800.0
2025-08-18,P02,RM006,189804.087072,Label,unit,0.12,7,5,10000,150000,135324.67270920635,-46736.575631999964,190000.0,143263.42436800004,22800.0
2025-08-25,P02,RM006,188748.5526,Label,unit,0.12,7,5,10000,150000,135324.67270920635,-45485.12823199996,190000.0,144514.87176800004,22800.0
