plant_id,sku,region,production_cases,total_cost,week_start
P03,EN250,East,145.44989,5527.0958200000005,2025-09-01
P03,EN500,East,104.30486,6049.68188,2025-09-01
P03,WT1000,East,757.32396,12874.50732,2025-09-01
P01,BB250,North,254.09403,5081.8806,2025-09-08
P01,BB500,North,384.90382,10392.40314,2025-09-08
P01,BB1000,North,475.22202,19484.10282,2025-09-08
P01,LM250,North,193.74557,3681.16583,2025-09-08
P01,LM500,North,287.32594,7183.1485,2025-09-08
P01,OR500,North,234.01833,6084.47658,2025-09-08
P01,OR1000,North,353.34903,14133.961200000002,2025-09-08
P01,EN250,North,161.56504,5977.906480000001,2025-09-08
P01,EN500,North,112.10372,6389.91204,2025-09-08
P01,WT1000,North,768.86552,12301.84832,2025-09-08
P02,BB250,Central,228.59433,4800.480930000001,2025-09-08
P02,BB250,South,297.50234,5652.54446,2025-09-08
P02,BB250,West,305.23716,6715.21752,2025-09-08
P02,BB500,Central,337.91138,9461.51864,2025-09-08
P02,BB500,South,414.37192,10773.66992,2025-09-08
P02,BB500,West,423.13341,12270.868890000002,2025-09-08
P02,BB1000,Central,421.46395,17701.4859,2025-09-08
P02,BB1000,South,528.73247,21149.2988,2025-09-08
P02,BB1000,West,540.38893,23236.72399,2025-09-08
P02,LM250,Central,183.76609,3675.3217999999997,2025-09-08
P02,LM250,South,246.76388,4441.74984,2025-09-08
P02,LM250,West,248.30326,5214.36846,2025-09-08
P02,LM500,Central,248.84934,6470.08284,2025-09-08
P02,LM500,South,352.95157,8470.83768,2025-09-08
P02,LM500,West,337.93821,9124.331670000001,2025-09-08
P02,OR500,Central,216.2707,5839.3089,2025-09-08
P02,OR500,South,298.74692,7468.673,2025-09-08
P02,OR500,West,285.90494,8005.338320000001,2025-09-08
P02,OR1000,Central,307.68887,12615.24367,2025-09-08
P02,OR1000,South,393.20167,15334.865129999998,2025-09-08
P02,OR1000,West,407.05319,17096.233979999997,2025-09-08
P02,EN250,Central,144.04586,5473.74268,2025-09-08
P02,EN250,South,181.698,6541.128000000001,2025-09-08
P02,EN250,West,192.80349,7519.33611,2025-09-08
P02,EN500,Central,103.94755,6028.9579,2025-09-08
P02,EN500,South,127.91111,7163.0221599999995,2025-09-08
P02,EN500,West,130.72304,7712.65936,2025-09-08
P02,WT1000,Central,732.28528,12448.84976,2025-09-08
P02,WT1000,South,877.26995,13159.04925,2025-09-08
P02,WT1000,West,881.15908,15860.863440000001,2025-09-08
P03,BB250,East,238.22172,5002.65612,2025-09-08
P03,BB500,East,340.47616,9533.33248,2025-09-08
P03,BB1000,East,406.83954,17087.26068,2025-09-08
P03,LM250,East,178.54526,3570.9052,2025-09-08
P03,LM500,East,252.97959,6577.46934,2025-09-08
P03,OR500,East,216.65571,5849.70417,2025-09-08
P03,OR1000,East,306.6048,12570.7968,2025-09-08
P03,EN250,East,141.851,5390.338,2025-09-08
P03,EN500,East,100.63677,5836.9326599999995,2025-09-08
P03,WT1000,East,735.58263,12504.90471,2025-09-08
P01,BB250,North,248.98691,4979.7382,2025-09-15
P01,BB500,North,391.76413,10577.631510000001,2025-09-15
P01,BB1000,North,460.12492,18865.12172,2025-09-15
P01,LM250,North,194.50955,3695.68145,2025-09-15
P01,LM500,North,288.22753,7205.68825,2025-09-15
P01,OR500,North,234.42979,6095.17454,2025-09-15
P01,OR1000,North,346.24143,13849.6572,2025-09-15
P01,EN250,North,156.07997,5774.95889,2025-09-15
P01,EN500,North,113.19966,6452.38062,2025-09-15
P01,WT1000,North,769.65669,12314.50704,2025-09-15
P02,BB250,Central,232.1057,4874.219700000001,2025-09-15
P02,BB250,South,291.59254,5540.25826,2025-09-15
P02,BB250,West,313.14702,6889.23444,2025-09-15
P02,BB500,Central,325.65162,9118.245359999999,2025-09-15
P02,BB500,South,413.98925,10763.720500000001,2025-09-15
P02,BB500,West,431.70332,12519.39628,2025-09-15
P02,BB1000,Central,413.69259,17375.08878,2025-09-15
P02,BB1000,South,534.28805,21371.522,2025-09-15
P02,BB1000,West,554.49404,23843.243720000002,2025-09-15
P02,LM250,Central,184.70574,3694.1148,2025-09-15
P02,LM250,South,236.92304,4264.61472,2025-09-15
P02,LM250,West,249.40522,5237.509620000001,2025-09-15
P02,LM500,Central,248.1198,6451.1148,2025-09-15
P02,LM500,South,343.78422,8250.82128,2025-09-15
P02,LM500,West,348.12981,9399.50487,2025-09-15
P02,OR500,Central,217.97528,5885.33256,2025-09-15
P02,OR500,South,285.87501,7146.875249999999,2025-09-15
P02,OR500,West,292.56697,8191.8751600000005,2025-09-15
P02,OR1000,Central,309.68074,12696.91034,2025-09-15
P02,OR1000,South,389.46315,15189.06285,2025-09-15
P02,OR1000,West,408.12557,17141.27394,2025-09-15
P02,EN250,Central,146.67006,5573.462280000001,2025-09-15
P02,EN250,South,192.88033,6943.691879999999,2025-09-15
P02,EN250,West,190.26454,7420.31706,2025-09-15
P02,EN500,Central,103.76223,6018.20934,2025-09-15
P02,EN500,South,132.24991,7405.99496,2025-09-15
P02,EN500,West,130.6157,7706.326300000001,2025-09-15
P02,WT1000,Central,721.26079,12261.433430000001,2025-09-15
P02,WT1000,South,877.44708,13161.7062,2025-09-15
P02,WT1000,West,889.69425,16014.496500000001,2025-09-15
P03,BB250,East,241.1168,5063.4528,2025-09-15
P03,BB500,East,338.39309,9475.006519999999,2025-09-15
P03,BB1000,East,413.64463,17373.07446,2025-09-15
P03,LM250,East,179.46535,3589.307,2025-09-15
P03,LM500,East,253.89143,6601.177180000001,2025-09-15
P03,OR500,East,227.00967,6129.26109,2025-09-15
P03,OR1000,East,329.14678,13495.017979999999,2025-09-15
P03,EN250,East,141.8567,5390.5545999999995,2025-09-15
P03,EN500,East,101.73208,5900.460639999999,2025-09-15
P03,WT1000,East,746.41342,12689.02814,2025-09-15
P01,BB250,North,252.04418,5040.8836,2025-09-22
P01,BB500,North,381.4125,10298.1375,2025-09-22
P01,BB1000,North,464.19118,19031.838379999997,2025-09-22
P01,LM250,North,195.95514,3723.14766,2025-09-22
P01,LM500,North,286.50238,7162.5595,2025-09-22
P01,OR500,North,232.75284,6051.57384,2025-09-22
P01,OR1000,North,355.57422,14222.9688,2025-09-22
P01,EN250,North,158.39748,5860.70676,2025-09-22
P01,EN500,North,114.86933,6547.55181,2025-09-22
P01,WT1000,North,771.84684,12349.54944,2025-09-22
P02,BB250,Central,248.04186,5208.87906,2025-09-22
P02,BB250,South,291.6141,5540.6679,2025-09-22
P02,BB250,West,315.29875,6936.572499999999,2025-09-22
P02,BB500,Central,327.96454,9183.00712,2025-09-22
P02,BB500,South,437.92138,11385.95588,2025-09-22
P02,BB500,West,424.16909,12300.90361,2025-09-22
P02,BB1000,Central,413.10366,17350.35372,2025-09-22
P02,BB1000,South,514.94014,20597.605600000003,2025-09-22
P02,BB1000,West,532.18269,22883.85567,2025-09-22
P02,LM250,Central,188.59543,3771.9085999999998,2025-09-22
P02,LM250,South,240.08634,4321.55412,2025-09-22
P02,LM250,West,238.08024,4999.68504,2025-09-22
P02,LM500,Central,255.95347,6654.79022,2025-09-22
P02,LM500,South,338.21119,8117.06856,2025-09-22
P02,LM500,West,335.89662,9069.20874,2025-09-22
P02,OR500,Central,216.4308,5843.6316,2025-09-22
P02,OR500,South,283.63703,7090.925749999999,2025-09-22
P02,OR500,West,285.4192,7991.7375999999995,2025-09-22
P02,OR1000,Central,309.30725,12681.59725,2025-09-22
P02,OR1000,South,401.03042,15640.18638,2025-09-22
P02,OR1000,West,420.56325,17663.6565,2025-09-22
P02,EN250,Central,141.85203,5390.3771400000005,2025-09-22
P02,EN250,South,186.29702,6706.69272,2025-09-22
P02,EN250,West,190.58478,7432.80642,2025-09-22
P02,EN500,Central,108.26292,6279.24936,2025-09-22
P02,EN500,South,133.13764,7455.70784,2025-09-22
P02,EN500,West,131.06693,7732.948870000001,2025-09-22
P02,WT1000,Central,717.78838,12202.40246,2025-09-22
P02,WT1000,South,895.28769,13429.31535,2025-09-22
P02,WT1000,West,953.88345,17169.9021,2025-09-22
P03,BB250,East,235.60454,4947.695339999999,2025-09-22
P03,BB500,East,342.7148,9596.0144,2025-09-22
P03,BB1000,East,411.5782,17286.2844,2025-09-22
P03,LM250,East,181.12106,3622.4211999999998,2025-09-22
P03,LM500,East,263.9798,6863.4748,2025-09-22
P03,OR500,East,219.65181,5930.598870000001,2025-09-22
P03,OR1000,East,325.09288,13328.808079999999,2025-09-22
P03,EN250,East,148.97699,5661.12562,2025-09-22
P03,EN500,East,102.56154,5948.56932,2025-09-22
P03,WT1000,East,717.83277,12203.15709,2025-09-22
P01,BB250,North,253.77758,5075.5516,2025-09-29
P01,BB500,North,379.63022,10250.015940000001,2025-09-29
P01,BB1000,North,458.66349,18805.203090000003,2025-09-29
P01,LM250,North,203.08692,3858.65148,2025-09-29
P01,LM500,North,289.63073,7240.768250000001,2025-09-29
P01,OR500,North,244.27303,6351.09878,2025-09-29
P01,OR1000,North,358.06733,14322.693200000002,2025-09-29
P01,EN250,North,161.74422,5984.53614,2025-09-29
P01,EN500,North,116.07445,6616.24365,2025-09-29
P01,WT1000,North,770.8669,12333.8704,2025-09-29
P02,BB250,Central,238.20221,5002.24641,2025-09-29
P02,BB250,South,302.08466,5739.608539999999,2025-09-29
P02,BB250,West,312.88894,6883.55668,2025-09-29
P02,BB500,Central,343.00939,9604.26292,2025-09-29
P02,BB500,South,422.8042,10992.9092,2025-09-29
P02,BB500,West,429.85902,12465.91158,2025-09-29
P02,BB1000,Central,417.02464,17515.03488,2025-09-29
P02,BB1000,South,534.89832,21395.932800000002,2025-09-29
P02,BB1000,West,553.16484,23786.08812,2025-09-29
P02,LM250,Central,187.97997,3759.5994,2025-09-29
P02,LM250,South,236.57852,4258.41336,2025-09-29
P02,LM250,West,250.69662,5264.62902,2025-09-29
P02,LM500,Central,260.84806,6782.0495599999995,2025-09-29
P02,LM500,South,346.44248,8314.61952,2025-09-29
P02,LM500,West,365.58482,9870.79014,2025-09-29
P02,OR500,Central,219.79967,5934.59109,2025-09-29
P02,OR500,South,290.28237,7257.05925,2025-09-29
P02,OR500,West,297.38769,8326.85532,2025-09-29
P02,OR1000,Central,322.45054,13220.47214,2025-09-29
P02,OR1000,South,422.5919,16481.0841,2025-09-29
P02,OR1000,West,414.74382,17419.24044,2025-09-29
P02,EN250,Central,150.97,5736.86,2025-09-29
P02,EN250,South,195.8186,7049.4696,2025-09-29
P02,EN250,West,190.4255,7426.5945,2025-09-29
P02,EN500,Central,108.17802,6274.32516,2025-09-29
P02,EN500,South,135.7115,7599.844,2025-09-29
P02,EN500,West,134.87052,7957.36068,2025-09-29
P02,WT1000,Central,731.49014,12435.33238,2025-09-29
P02,WT1000,South,880.31114,13204.6671,2025-09-29
P02,WT1000,West,869.45513,15650.192340000001,2025-09-29
P03,BB250,East,240.76931,5056.15551,2025-09-29
P03,BB500,East,351.13684,9831.83152,2025-09-29
P03,BB1000,East,424.01372,17808.57624,2025-09-29
P03,LM250,East,188.22463,3764.4925999999996,2025-09-29
P03,LM500,East,265.706,6908.356000000001,2025-09-29
P03,OR500,East,223.54407,6035.689890000001,2025-09-29
P03,OR1000,East,321.8432,13195.5712,2025-09-29
P03,EN250,East,146.3121,5559.859799999999,2025-09-29
P03,EN500,East,107.90825,6258.6785,2025-09-29
P03,WT1000,East,727.08958,12360.52286,2025-09-29
P01,BB250,North,256.5054,5130.108,2025-10-06
P01,BB500,North,378.0186,10206.502199999999,2025-10-06
P01,BB1000,North,442.77891,18153.93531,2025-10-06
P01,LM250,North,197.55683,3753.57977,2025-10-06
P01,LM500,North,291.55818,7288.9545,2025-10-06
P01,OR500,North,242.11163,6294.9023799999995,2025-10-06
P01,OR1000,North,345.62805,13825.122,2025-10-06
P01,EN250,North,159.15408,5888.70096,2025-10-06
P01,EN500,North,114.1929,6508.9953,2025-10-06
P01,WT1000,North,754.91639,12078.66224,2025-10-06
P02,BB250,Central,238.16091,5001.37911,2025-10-06
P02,BB250,South,293.34812,5573.61428,2025-10-06
P02,BB250,West,301.99421,6643.87262,2025-10-06
P02,BB500,Central,335.48861,9393.68108,2025-10-06
P02,BB500,South,415.66524,10807.29624,2025-10-06
P02,BB500,West,428.09156,12414.65524,2025-10-06
P02,BB1000,Central,406.85645,17087.9709,2025-10-06
P02,BB1000,South,525.24276,21009.7104,2025-10-06
P02,BB1000,West,545.00709,23435.304869999996,2025-10-06
P02,LM250,Central,181.88782,3637.7564,2025-10-06
P02,LM250,South,234.20444,4215.6799200000005,2025-10-06
P02,LM250,West,239.25932,5024.44572,2025-10-06
P02,LM500,Central,259.23113,6740.00938,2025-10-06
P02,LM500,South,330.92396,7942.17504,2025-10-06
P02,LM500,West,342.75729,9254.44683,2025-10-06
P02,OR500,Central,221.23171,5973.25617,2025-10-06
P02,OR500,South,281.50249,7037.562250000001,2025-10-06
P02,OR500,West,290.04329,8121.21212,2025-10-06
P02,OR1000,Central,318.35107,13052.39387,2025-10-06
P02,OR1000,South,422.73574,16486.69386,2025-10-06
P02,OR1000,West,417.07838,17517.29196,2025-10-06
P02,EN250,Central,147.55723,5607.17474,2025-10-06
P02,EN250,South,191.84901,6906.564359999999,2025-10-06
P02,EN250,West,184.40099,7191.63861,2025-10-06
P02,EN500,Central,103.60304,6008.97632,2025-10-06
P02,EN500,South,131.61435,7370.4036,2025-10-06
P02,EN500,West,130.98025,7727.834750000001,2025-10-06
P02,WT1000,Central,726.67749,12353.51733,2025-10-06
P02,WT1000,South,874.75495,13121.32425,2025-10-06
P02,WT1000,West,875.99987,15767.997659999999,2025-10-06
P03,BB250,East,241.02708,5061.56868,2025-10-06
P03,BB500,East,342.09325,9578.611,2025-10-06
P03,BB1000,East,410.99102,17261.62284,2025-10-06
P03,LM250,East,184.16227,3683.2454000000002,2025-10-06
P03,LM500,East,270.94801,7044.64826,2025-10-06
P03,OR500,East,229.31602,6191.53254,2025-10-06
P03,OR1000,East,312.94973,12830.93893,2025-10-06
P03,EN250,East,144.00938,5472.35644,2025-10-06
P03,EN500,East,104.42169,6056.45802,2025-10-06
P03,WT1000,East,711.04079,12087.69343,2025-10-06
P01,BB250,North,253.51509,5070.301799999999,2025-10-13
P01,BB500,North,367.87791,9932.70357,2025-10-13
P01,BB1000,North,445.0791,18248.2431,2025-10-13
P01,LM250,North,201.99784,3837.95896,2025-10-13
P01,LM500,North,287.32132,7183.033,2025-10-13
P01,OR500,North,236.03859,6137.00334,2025-10-13
P01,OR1000,North,344.50564,13780.225600000002,2025-10-13
P01,EN250,North,160.93508,5954.59796,2025-10-13
P01,EN500,North,114.50643,6526.86651,2025-10-13
P01,WT1000,North,775.20413,12403.26608,2025-10-13
P02,BB250,Central,238.41781,5006.77401,2025-10-13
P02,BB250,South,299.82044,5696.588360000001,2025-10-13
P02,BB250,West,302.85888,6662.89536,2025-10-13
P02,BB500,Central,340.8184,9542.9152,2025-10-13
P02,BB500,South,420.77706,10940.20356,2025-10-13
P02,BB500,West,418.0135,12122.391500000002,2025-10-13
P02,BB1000,Central,406.71702,17082.11484,2025-10-13
P02,BB1000,South,536.09762,21443.9048,2025-10-13
P02,BB1000,West,532.7541,22908.4263,2025-10-13
P02,LM250,Central,180.42039,3608.4078,2025-10-13
P02,LM250,South,246.38392,4434.91056,2025-10-13
P02,LM250,West,243.45767,5112.61107,2025-10-13
P02,LM500,Central,253.14622,6581.80172,2025-10-13
P02,LM500,South,332.73016,7985.52384,2025-10-13
P02,LM500,West,347.26356,9376.116119999999,2025-10-13
P02,OR500,Central,223.12158,6024.28266,2025-10-13
P02,OR500,South,289.61529,7240.382250000001,2025-10-13
P02,OR500,West,285.49926,7993.97928,2025-10-13
P02,OR1000,Central,325.68173,13352.95093,2025-10-13
P02,OR1000,South,409.38708,15966.09612,2025-10-13
P02,OR1000,West,409.1511,17184.3462,2025-10-13
P02,EN250,Central,150.88963,5733.80594,2025-10-13
P02,EN250,South,190.37239,6853.40604,2025-10-13
P02,EN250,West,184.84779,7209.063810000001,2025-10-13
P02,EN500,Central,102.94874,5971.02692,2025-10-13
P02,EN500,South,129.61857,7258.6399200000005,2025-10-13
P02,EN500,West,133.50174,7876.6026600000005,2025-10-13
P02,WT1000,Central,729.12878,12395.18926,2025-10-13
P02,WT1000,South,876.29707,13144.456049999999,2025-10-13
P02,WT1000,West,918.37616,16530.77088,2025-10-13
P03,BB250,East,247.42885,5196.0058500000005,2025-10-13
P03,BB500,East,355.02319,9940.64932,2025-10-13
P03,BB1000,East,407.15256,17100.40752,2025-10-13
P03,LM250,East,184.71237,3694.2473999999997,2025-10-13
P03,LM500,East,265.88293,6912.956179999999,2025-10-13
P03,OR500,East,227.75331,6149.33937,2025-10-13
P03,OR1000,East,310.05194,12712.12954,2025-10-13
P03,EN250,East,141.8079,5388.700199999999,2025-10-13
P03,EN500,East,105.38591,6112.38278,2025-10-13
P03,WT1000,East,741.38086,12603.474619999999,2025-10-13
P01,BB250,North,272.86614,5457.3228,2025-10-20
P01,BB500,North,380.86394,10283.32638,2025-10-20
P01,BB1000,North,482.64335,19788.37735,2025-10-20
P01,LM250,North,196.96864,3742.40416,2025-10-20
P01,LM500,North,297.00733,7425.183250000001,2025-10-20
P01,OR500,North,256.85174,6678.14524,2025-10-20
P01,OR1000,North,350.39685,14015.874,2025-10-20
P01,EN250,North,165.67866,6130.11042,2025-10-20
P01,EN500,North,119.65446,6820.30422,2025-10-20
P01,WT1000,North,783.65484,12538.47744,2025-10-20
P02,BB250,Central,240.88475,5058.57975,2025-10-20
P02,BB250,South,305.15978,5798.03582,2025-10-20
P02,BB250,West,306.26442,6737.817239999999,2025-10-20
P02,BB500,Central,346.70148,9707.64144,2025-10-20
P02,BB500,South,431.79526,11226.67676,2025-10-20
P02,BB500,West,433.55721,12573.15909,2025-10-20
P02,BB1000,Central,414.189,17395.938000000002,2025-10-20
P02,BB1000,South,537.88075,21515.230000000003,2025-10-20
P02,BB1000,West,541.656,23291.208,2025-10-20
P02,LM250,Central,194.84161,3896.8322,2025-10-20
P02,LM250,South,255.28631,4595.15358,2025-10-20
P02,LM250,West,259.64562,5452.55802,2025-10-20
P02,LM500,Central,257.84817,6704.05242,2025-10-20
P02,LM500,South,338.74684,8129.9241600000005,2025-10-20
P02,LM500,West,358.41912,9677.31624,2025-10-20
P02,OR500,Central,222.04274,5995.15398,2025-10-20
P02,OR500,South,300.33392,7508.347999999999,2025-10-20
P02,OR500,West,294.24769,8238.935319999999,2025-10-20
P02,OR1000,Central,329.60851,13513.948910000001,2025-10-20
P02,OR1000,South,414.6545,16171.5255,2025-10-20
P02,OR1000,West,422.69852,17753.33784,2025-10-20
P02,EN250,Central,150.08545,5703.2471000000005,2025-10-20
P02,EN250,South,190.48813,6857.57268,2025-10-20
P02,EN250,West,197.35431,7696.81809,2025-10-20
P02,EN500,Central,108.9827,6320.9965999999995,2025-10-20
P02,EN500,South,130.49685,7307.8236,2025-10-20
P02,EN500,West,138.93765,8197.32135,2025-10-20
P02,WT1000,Central,730.7296,12422.4032,2025-10-20
P02,WT1000,South,884.03811,13260.57165,2025-10-20
P02,WT1000,West,886.8785,15963.813,2025-10-20
P03,BB250,East,246.37824,5173.94304,2025-10-20
P03,BB500,East,362.55696,10151.59488,2025-10-20
P03,BB1000,East,427.26146,17944.98132,2025-10-20
P03,LM250,East,185.17085,3703.417,2025-10-20
P03,LM500,East,288.23488,7494.106879999999,2025-10-20
P03,OR500,East,236.20305,6377.482349999999,2025-10-20
P03,OR1000,East,322.93911,13240.50351,2025-10-20
P03,EN250,East,146.7685,5577.2029999999995,2025-10-20
P03,EN500,East,106.26816,6163.55328,2025-10-20
P03,WT1000,East,758.93174,12901.83958,2025-10-20
P01,BB250,North,262.60701,5252.1402,2025-10-27
P01,BB500,North,369.25107,9969.778890000001,2025-10-27
P01,BB1000,North,459.05692,18821.33372,2025-10-27
P01,LM250,North,197.16336,3746.10384,2025-10-27
P01,LM500,North,288.03541,7200.88525,2025-10-27
P01,OR500,North,240.35914,6249.33764,2025-10-27
P01,OR1000,North,343.13253,13725.301199999998,2025-10-27
P01,EN250,North,154.16478,5704.096860000001,2025-10-27
P01,EN500,North,120.30538,6857.40666,2025-10-27
P01,WT1000,North,769.84911,12317.58576,2025-10-27
P02,BB250,Central,232.12228,4874.56788,2025-10-27
P02,BB250,South,297.72371,5656.750489999999,2025-10-27
P02,BB250,West,308.55197,6788.14334,2025-10-27
P02,BB500,Central,336.85473,9431.93244,2025-10-27
P02,BB500,South,444.36788,11553.56488,2025-10-27
P02,BB500,West,439.87857,12756.47853,2025-10-27
P02,BB1000,Central,435.63579,18296.70318,2025-10-27
P02,BB1000,South,536.99155,21479.661999999997,2025-10-27
P02,BB1000,West,545.69798,23465.013140000003,2025-10-27
P02,LM250,Central,185.82013,3716.4026000000003,2025-10-27
P02,LM250,South,247.69622,4458.53196,2025-10-27
P02,LM250,West,261.56734,5492.91414,2025-10-27
P02,LM500,Central,254.90949,6627.64674,2025-10-27
P02,LM500,South,338.8423,8132.215200000001,2025-10-27
P02,LM500,West,344.7406,9307.9962,2025-10-27
P02,OR500,Central,219.06897,5914.86219,2025-10-27
P02,OR500,South,288.67737,7216.93425,2025-10-27
P02,OR500,West,288.3117,8072.727599999999,2025-10-27
P02,OR1000,Central,309.15271,12675.261110000001,2025-10-27
P02,OR1000,South,408.44536,15929.36904,2025-10-27
P02,OR1000,West,419.23989,17608.07538,2025-10-27
P02,EN250,Central,149.0139,5662.528200000001,2025-10-27
P02,EN250,South,197.1809,7098.5124000000005,2025-10-27
P02,EN250,West,191.10919,7453.25841,2025-10-27
P02,EN500,Central,104.39006,6054.62348,2025-10-27
P02,EN500,South,130.28225,7295.8060000000005,2025-10-27
P02,EN500,West,135.50291,7994.671690000001,2025-10-27
P02,WT1000,Central,719.36453,12229.19701,2025-10-27
P02,WT1000,South,898.06765,13471.014749999998,2025-10-27
P02,WT1000,West,869.86859,15657.63462,2025-10-27
P03,BB250,East,242.91795,5101.2769499999995,2025-10-27
P03,BB500,East,361.34002,10117.520559999999,2025-10-27
P03,BB1000,East,417.32916,17527.82472,2025-10-27
P03,LM250,East,197.3908,3947.8160000000003,2025-10-27
P03,LM500,East,270.20543,7025.341179999999,2025-10-27
P03,OR500,East,227.76015,6149.52405,2025-10-27
P03,OR1000,East,310.05675,12712.32675,2025-10-27
P03,EN250,East,146.57871,5569.9909800000005,2025-10-27
P03,EN500,East,102.04216,5918.44528,2025-10-27
P03,WT1000,East,713.601,12131.217,2025-10-27
P01,BB250,North,254.3716,5087.432,2025-11-03
P01,BB500,North,374.68109,10116.38943,2025-11-03
P01,BB1000,North,491.09482,20134.88762,2025-11-03
P01,LM250,North,202.90081,3855.11539,2025-11-03
P01,LM500,North,301.4841,7537.1025,2025-11-03
P01,OR500,North,243.11045,6320.8717,2025-11-03
P01,OR1000,North,344.67719,13787.087599999999,2025-11-03
P01,EN250,North,153.97449,5697.05613,2025-11-03
P01,EN500,North,118.48824,6753.82968,2025-11-03
P01,WT1000,North,782.07306,12513.16896,2025-11-03
P02,BB250,Central,237.98913,4997.7717299999995,2025-11-03
P02,BB250,South,295.11626,5607.20894,2025-11-03
P02,BB250,West,309.22819,6803.0201799999995,2025-11-03
P02,BB500,Central,347.54529,9731.26812,2025-11-03
P02,BB500,South,426.43642,11087.34692,2025-11-03
P02,BB500,West,422.76549,12260.19921,2025-11-03
P02,BB1000,Central,429.81335,18052.1607,2025-11-03
P02,BB1000,South,529.42346,21176.9384,2025-11-03
P02,BB1000,West,535.50518,23026.72274,2025-11-03
P02,LM250,Central,186.58182,3731.6364,2025-11-03
P02,LM250,South,243.68186,4386.27348,2025-11-03
P02,LM250,West,245.26709,5150.6088899999995,2025-11-03
P02,LM500,Central,256.01795,6656.4667,2025-11-03
P02,LM500,South,342.81802,8227.63248,2025-11-03
P02,LM500,West,348.39153,9406.57131,2025-11-03
P02,OR500,Central,213.14714,5754.97278,2025-11-03
P02,OR500,South,289.8714,7246.785,2025-11-03
P02,OR500,West,283.83552,7947.394559999999,2025-11-03
P02,OR1000,Central,301.67935,12368.85335,2025-11-03
P02,OR1000,South,425.3563,16588.895699999997,2025-11-03
P02,OR1000,West,418.46577,17575.56234,2025-11-03
P02,EN250,Central,147.9493,5622.073399999999,2025-11-03
P02,EN250,South,194.36762,6997.23432,2025-11-03
P02,EN250,West,187.87421,7327.09419,2025-11-03
P02,EN500,Central,107.56786,6238.93588,2025-11-03
P02,EN500,South,129.91095,7275.013200000001,2025-11-03
P02,EN500,West,131.74447,7772.92373,2025-11-03
P02,WT1000,Central,702.24491,11938.16347,2025-11-03
P02,WT1000,South,864.54188,12968.1282,2025-11-03
P02,WT1000,West,896.27291,16132.91238,2025-11-03
P03,BB250,East,246.16122,5169.38562,2025-11-03
P03,BB500,East,366.38069,10258.65932,2025-11-03
P03,BB1000,East,412.00136,17304.057119999998,2025-11-03
P03,LM250,East,185.07095,3701.4190000000003,2025-11-03
P03,LM500,East,266.55847,6930.52022,2025-11-03
P03,OR500,East,232.19247,6269.19669,2025-11-03
P03,OR1000,East,336.30975,13788.69975,2025-11-03
P03,EN250,East,143.53693,5454.403340000001,2025-11-03
P03,EN500,East,103.20163,5985.6945399999995,2025-11-03
P03,WT1000,East,756.58756,12861.98852,2025-11-03
P01,BB250,North,252.58326,5051.6651999999995,2025-11-10
P01,BB500,North,370.14988,9994.04676,2025-11-10
P01,BB1000,North,463.71832,19012.45112,2025-11-10
P01,LM250,North,203.82754,3872.7232599999998,2025-11-10
P01,LM500,North,283.52817,7088.20425,2025-11-10
P01,OR500,North,242.68121,6309.7114599999995,2025-11-10
P01,OR1000,North,335.96828,13438.7312,2025-11-10
P01,EN250,North,154.09513,5701.519810000001,2025-11-10
P01,EN500,North,114.36442,6518.77194,2025-11-10
P01,WT1000,North,763.58852,12217.41632,2025-11-10
P02,BB250,Central,235.17098,4938.59058,2025-11-10
P02,BB250,South,301.31319,5724.950610000001,2025-11-10
P02,BB250,West,313.3471,6893.6362,2025-11-10
P02,BB500,Central,349.29447,9780.24516,2025-11-10
P02,BB500,South,418.23057,10873.99482,2025-11-10
P02,BB500,West,432.7992,12551.1768,2025-11-10
P02,BB1000,Central,419.04483,17599.882859999998,2025-11-10
P02,BB1000,South,544.89672,21795.868799999997,2025-11-10
P02,BB1000,West,548.66382,23592.54426,2025-11-10
P02,LM250,Central,181.72538,3634.5076,2025-11-10
P02,LM250,South,239.8867,4317.960599999999,2025-11-10
P02,LM250,West,253.4238,5321.8998,2025-11-10
P02,LM500,Central,268.74732,6987.43032,2025-11-10
P02,LM500,South,332.97619,7991.428559999999,2025-11-10
P02,LM500,West,342.17809,9238.80843,2025-11-10
P02,OR500,Central,215.60808,5821.41816,2025-11-10
P02,OR500,South,284.23431,7105.85775,2025-11-10
P02,OR500,West,290.44256,8132.391680000001,2025-11-10
P02,OR1000,Central,303.99837,12463.93317,2025-11-10
P02,OR1000,South,414.37826,16160.75214,2025-11-10
P02,OR1000,West,407.90434,17131.98228,2025-11-10
P02,EN250,Central,145.93676,5545.59688,2025-11-10
P02,EN250,South,189.09822,6807.53592,2025-11-10
P02,EN250,West,190.46812,7428.25668,2025-11-10
P02,EN500,Central,104.58764,6066.083119999999,2025-11-10
P02,EN500,South,133.09467,7453.301520000001,2025-11-10
P02,EN500,West,131.82188,7777.490919999999,2025-11-10
P02,WT1000,Central,747.02516,12699.42772,2025-11-10
P02,WT1000,South,866.14078,12992.1117,2025-11-10
P02,WT1000,West,895.98196,16127.67528,2025-11-10
P03,BB250,East,250.12007,5252.52147,2025-11-10
P03,BB500,East,352.71767,9876.09476,2025-11-10
P03,BB1000,East,430.63775,18086.785499999998,2025-11-10
P03,LM250,East,185.37628,3707.5256,2025-11-10
