week_start,plant_id,raw_material_id,required_quantity,supplier_id,supplier_name,unit_cost,lead_time_days,supplier_score,purchase_quantity,purchase_cost
2025-07-07,P02,RM004,205000.0,S011,FastBottle,2.15,6,0.65,205000,440750.0
2025-07-14,P02,RM004,205000.0,S011,FastBottle,2.15,6,0.65,205000,440750.0
2025-07-21,P02,RM004,210000.0,S011,FastBottle,2.15,6,0.65,210000,451500.0
2025-07-28,P02,RM004,200000.0,S011,FastBottle,2.15,6,0.65,200000,430000.0
2025-08-04,P02,RM004,190000.0,S011,FastBottle,2.15,6,0.65,190000,408500.0
2025-08-11,P02,RM004,190000.0,S011,FastBottle,2.15,6,0.65,190000,408500.0
2025-08-18,P02,RM004,190000.0,S011,FastBottle,2.15,6,0.65,190000,408500.0
2025-08-25,P02,RM004,190000.0,S011,FastBottle,2.15,6,0.65,190000,408500.0
2025-09-01,P02,RM004,185000.0,S011,FastBottle,2.15,6,0.65,185000,397750.0
2025-09-08,P02,RM004,190000.0,S011,FastBottle,2.15,6,0.65,190000,408500.0
2025-09-15,P02,RM004,190000.0,S011,FastBottle,2.15,6,0.65,190000,408500.0
2025-09-22,P02,RM004,190000.0,S011,FastBottle,2.15,6,0.65,190000,408500.0
2025-09-29,P02,RM004,190000.0,S011,FastBottle,2.15,6,0.65,190000,408500.0
2025-10-06,P02,RM004,190000.0,S011,FastBottle,2.15,6,0.65,190000,408500.0
2025-10-13,P02,RM004,185000.0,S011,FastBottle,2.15,6,0.65,185000,397750.0
2025-10-20,P02,RM004,195000.0,S011,FastBottle,2.15,6,0.65,195000,419250.0
2025-10-27,P02,RM004,190000.0,S011,FastBottle,2.15,6,0.65,190000,408500.0
2025-11-03,P02,RM004,190000.0,S011,FastBottle,2.15,6,0.65,190000,408500.0
2025-11-10,P02,RM004,190000.0,S011,FastBottle,2.15,6,0.65,190000,408500.0
2025-11-17,P02,RM004,195000.0,S011,FastBottle,2.15,6,0.65,195000,419250.0
2025-11-24,P02,RM004,185000.0,S011,FastBottle,2.15,6,0.65,185000,397750.0
2025-12-01,P02,RM004,190000.0,S011,FastBottle,2.15,6,0.65,190000,408500.0
2025-12-08,P02,RM004,190000.0,S011,FastBottle,2.15,6,0.65,190000,408500.0
2025-12-15,P02,RM004,190000.0,S011,FastBottle,2.15,6,0.65,190000,408500.0
2025-12-22,P02,RM004,195000.0,S011,FastBottle,2.15,6,0.65,195000,419250.0
2025-12-29,P02,RM004,120000.0,S011,FastBottle,2.15,6,0.65,120000,258000.0
2025-06-30,P02,RM005,175000.0,S014,QuickCaps,0.36,5,0.65,175000,63000.0
2025-07-07,P02,RM005,205000.0,S014,QuickCaps,0.36,5,0.65,205000,73800.0
2025-07-14,P02,RM005,205000.0,S014,QuickCaps,0.36,5,0.65,205000,73800.0
2025-07-21,P02,RM005,210000.0,S014,QuickCaps,0.36,5,0.65,210000,75600.0
2025-07-28,P02,RM005,200000.0,S014,QuickCaps,0.36,5,0.65,200000,72000.0
2025-08-04,P02,RM005,190000.0,S014,QuickCaps,0.36,5,0.65,190000,68400.0
2025-08-11,P02,RM005,190000.0,S014,QuickCaps,0.36,5,0.65,190000,68400.0
2025-08-18,P02,RM005,190000.0,S014,QuickCaps,0.36,5,0.65,190000,68400.0
2025-08-25,P02,RM005,190000.0,S014,QuickCaps,0.36,5,0.65,190000,68400.0
2025-09-01,P02,RM005,185000.0,S014,QuickCaps,0.36,5,0.65,185000,66600.0
2025-09-08,P02,RM005,190000.0,S014,QuickCaps,0.36,5,0.65,190000,68400.0
2025-09-15,P02,RM005,190000.0,S014,QuickCaps,0.36,5,0.65,190000,68400.0
2025-09-22,P02,RM005,190000.0,S014,QuickCaps,0.36,5,0.65,190000,68400.0
2025-09-29,P02,RM005,190000.0,S014,QuickCaps,0.36,5,0.65,190000,68400.0
2025-10-06,P02,RM005,190000.0,S014,QuickCaps,0.36,5,0.65,190000,68400.0
2025-10-13,P02,RM005,185000.0,S014,QuickCaps,0.36,5,0.65,185000,66600.0
2025-10-20,P02,RM005,195000.0,S014,QuickCaps,0.36,5,0.65,195000,70200.0
2025-10-27,P02,RM005,190000.0,S014,QuickCaps,0.36,5,0.65,190000,68400.0
2025-11-03,P02,RM005,190000.0,S014,QuickCaps,0.36,5,0.65,190000,68400.0
2025-11-10,P02,RM005,190000.0,S014,QuickCaps,0.36,5,0.65,190000,68400.0
2025-11-17,P02,RM005,195000.0,S014,QuickCaps,0.36,5,0.65,195000,70200.0
2025-11-24,P02,RM005,185000.0,S014,QuickCaps,0.36,5,0.65,185000,66600.0
2025-12-01,P02,RM005,190000.0,S014,QuickCaps,0.36,5,0.65,190000,68400.0
2025-12-08,P02,RM005,190000.0,S014,QuickCaps,0.36,5,0.65,190000,68400.0
2025-12-15,P02,RM005,190000.0,S014,QuickCaps,0.36,5,0.65,190000,68400.0
2025-12-22,P02,RM005,195000.0,S014,QuickCaps,0.36,5,0.65,195000,70200.0
2025-12-29,P02,RM005,120000.0,S014,QuickCaps,0.36,5,0.65,120000,43200.0
2025-06-30,P02,RM006,180000.0,S015,LabelWorks,0.11,7,0.6767521367521366,180000,19800.0
2025-07-07,P02,RM006,200000.0,S015,LabelWorks,0.11,7,0.6767521367521366,200000,22000.0
2025-07-14,P02,RM006,210000.0,S015,LabelWorks,0.11,7,0.6767521367521366,210000,23100.0
2025-07-21,P02,RM006,210000.0,S015,LabelWorks,0.11,7,0.6767521367521366,210000,23100.0
2025-07-28,P02,RM006,200000.0,S015,LabelWorks,0.11,7,0.6767521367521366,200000,22000.0
2025-08-04,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-08-11,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-08-18,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-08-25,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-09-01,P02,RM006,180000.0,S015,LabelWorks,0.11,7,0.6767521367521366,180000,19800.0
2025-09-08,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-09-15,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-09-22,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-09-29,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-10-06,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-10-13,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-10-20,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-10-27,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-11-03,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-11-10,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-11-17,P02,RM006,200000.0,S015,LabelWorks,0.11,7,0.6767521367521366,200000,22000.0
2025-11-24,P02,RM006,180000.0,S015,LabelWorks,0.11,7,0.6767521367521366,180000,19800.0
2025-12-01,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-12-08,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-12-15,P02,RM006,190000.0,S015,LabelWorks,0.11,7,0.6767521367521366,190000,20900.0
2025-12-22,P02,RM006,200000.0,S015,LabelWorks,0.11,7,0.6767521367521366,200000,22000.0
2025-12-29,P02,RM006,120000.0,S015,LabelWorks,0.11,7,0.6767521367521366,120000,13200.0
2025-06-30,P02,RM007,12000.0,S020,QuickCarton,8.6,4,0.65,12000,103200.0
2025-07-07,P02,RM007,11500.0,S020,QuickCarton,8.6,4,0.65,11500,98900.0
2025-07-14,P02,RM007,11000.0,S020,QuickCarton,8.6,4,0.65,11000,94600.0
2025-07-21,P02,RM007,11500.0,S020,QuickCarton,8.6,4,0.65,11500,98900.0
2025-07-28,P02,RM007,11500.0,S020,QuickCarton,8.6,4,0.65,11500,98900.0
2025-08-04,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-08-11,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-08-18,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-08-25,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-09-01,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-09-08,P02,RM007,10000.0,S020,QuickCarton,8.6,4,0.65,10000,86000.0
2025-09-15,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-09-22,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-09-29,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-10-06,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-10-13,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-10-20,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-10-27,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-11-03,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-11-10,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-11-17,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-11-24,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-12-01,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-12-08,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-12-15,P02,RM007,10500.0,S020,QuickCarton,8.6,4,0.65,10500,90300.0
2025-12-22,P02,RM007,11000.0,S020,QuickCarton,8.6,4,0.65,11000,94600.0
2025-12-29,P02,RM007,6500.0,S020,QuickCarton,8.6,4,0.65,6500,55900.0
2025-06-30,P02,RM008,1200.0,S023,FastFilm,2.2,4,0.65,1200,2640.0
2025-07-07,P02,RM008,1200.0,S023,FastFilm,2.2,4,0.65,1200,2640.0
2025-07-14,P02,RM008,1200.0,S023,FastFilm,2.2,4,0.65,1200,2640.0
2025-07-21,P02,RM008,1300.0,S023,FastFilm,2.2,4,0.65,1300,2860.0000000000005
2025-07-28,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-08-04,P02,RM008,1200.0,S023,FastFilm,2.2,4,0.65,1200,2640.0
2025-08-11,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-08-18,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-08-25,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-09-01,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-09-08,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-09-15,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-09-22,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-09-29,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-10-06,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-10-13,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-10-20,P02,RM008,1200.0,S023,FastFilm,2.2,4,0.65,1200,2640.0
2025-10-27,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-11-03,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-11-10,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-11-17,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-11-24,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-12-01,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-12-08,P02,RM008,1200.0,S023,FastFilm,2.2,4,0.65,1200,2640.0
2025-12-15,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-12-22,P02,RM008,1100.0,S023,FastFilm,2.2,4,0.65,1100,2420.0
2025-12-29,P02,RM008,700.0,S023,FastFilm,2.2,4,0.65,700,1540.0000000000002
2025-07-07,P03,RM001,6500.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,6500,4030.0
2025-07-14,P03,RM001,9000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,9000,5580.0
2025-07-21,P03,RM001,9000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,9000,5580.0
2025-07-28,P03,RM001,8500.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8500,5270.0
2025-08-04,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-08-11,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-08-18,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-08-25,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-09-01,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-09-08,P03,RM001,7500.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,7500,4650.0
2025-09-15,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-09-22,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-09-29,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-10-06,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-10-13,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-10-20,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-10-27,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-11-03,P03,RM001,8500.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8500,5270.0
2025-11-10,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-11-17,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-11-24,P03,RM001,8500.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8500,5270.0
2025-12-01,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-12-08,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-12-15,P03,RM001,8000.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8000,4960.0
2025-12-22,P03,RM001,8500.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,8500,5270.0
2025-12-29,P03,RM001,4500.0,S001,Bharat Sugar Mills,0.62,7,0.688268398268398,4500,2790.0
2025-06-30,P03,RM002,200.0,S006,Premium Flavors,4.6,7,0.65,200,919.9999999999999
2025-07-07,P03,RM002,1800.0,S006,Premium Flavors,4.6,7,0.65,1800,8280.0
2025-07-14,P03,RM002,1800.0,S006,Premium Flavors,4.6,7,0.65,1800,8280.0
2025-07-21,P03,RM002,1700.0,S006,Premium Flavors,4.6,7,0.65,1700,7819.999999999999
2025-07-28,P03,RM002,1700.0,S006,Premium Flavors,4.6,7,0.65,1700,7819.999999999999
2025-08-04,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-08-11,P03,RM002,1700.0,S006,Premium Flavors,4.6,7,0.65,1700,7819.999999999999
2025-08-18,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-08-25,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-09-01,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-09-08,P03,RM002,1500.0,S006,Premium Flavors,4.6,7,0.65,1500,6899.999999999999
2025-09-15,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-09-22,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-09-29,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-10-06,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-10-13,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-10-20,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-10-27,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-11-03,P03,RM002,1700.0,S006,Premium Flavors,4.6,7,0.65,1700,7819.999999999999
2025-11-10,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-11-17,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-11-24,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-12-01,P03,RM002,1700.0,S006,Premium Flavors,4.6,7,0.65,1700,7819.999999999999
2025-12-08,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-12-15,P03,RM002,1600.0,S006,Premium Flavors,4.6,7,0.65,1600,7359.999999999999
2025-12-22,P03,RM002,1700.0,S006,Premium Flavors,4.6,7,0.65,1700,7819.999999999999
2025-12-29,P03,RM002,900.0,S006,Premium Flavors,4.6,7,0.65,900,4140.0
2025-07-07,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-07-14,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-07-28,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-08-04,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-08-11,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-08-25,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-09-01,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-09-15,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-09-22,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-09-29,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-10-13,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-10-20,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-11-03,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-11-10,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-11-17,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-12-01,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-12-08,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-12-15,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-12-29,P03,RM003,100.0,S007,GasTech,1.65,5,0.65,100,165.0
2025-07-07,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-07-14,P03,RM004,60000.0,S011,FastBottle,2.15,6,0.65,60000,129000.0
2025-07-21,P03,RM004,60000.0,S011,FastBottle,2.15,6,0.65,60000,129000.0
2025-07-28,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-08-04,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-08-11,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-08-18,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-08-25,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-09-01,P03,RM004,50000.0,S011,FastBottle,2.15,6,0.65,50000,107500.0
2025-09-08,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-09-15,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-09-22,P03,RM004,50000.0,S011,FastBottle,2.15,6,0.65,50000,107500.0
2025-09-29,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-10-06,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-10-13,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-10-20,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-10-27,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-11-03,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-11-10,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-11-17,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-11-24,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-12-01,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-12-08,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-12-15,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-12-22,P03,RM004,55000.0,S011,FastBottle,2.15,6,0.65,55000,118250.0
2025-12-29,P03,RM004,30000.0,S011,FastBottle,2.15,6,0.65,30000,64500.0
2025-07-07,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-07-14,P03,RM005,60000.0,S014,QuickCaps,0.36,5,0.65,60000,21600.0
2025-07-21,P03,RM005,60000.0,S014,QuickCaps,0.36,5,0.65,60000,21600.0
2025-07-28,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-08-04,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-08-11,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-08-18,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-08-25,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-09-01,P03,RM005,50000.0,S014,QuickCaps,0.36,5,0.65,50000,18000.0
2025-09-08,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-09-15,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-09-22,P03,RM005,50000.0,S014,QuickCaps,0.36,5,0.65,50000,18000.0
2025-09-29,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-10-06,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-10-13,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-10-20,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-10-27,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-11-03,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-11-10,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-11-17,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-11-24,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-12-01,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-12-08,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-12-15,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-12-22,P03,RM005,55000.0,S014,QuickCaps,0.36,5,0.65,55000,19800.0
2025-12-29,P03,RM005,30000.0,S014,QuickCaps,0.36,5,0.65,30000,10800.0
2025-07-07,P03,RM006,60000.0,S015,LabelWorks,0.11,7,0.6767521367521366,60000,6600.0
2025-07-14,P03,RM006,60000.0,S015,LabelWorks,0.11,7,0.6767521367521366,60000,6600.0
2025-07-21,P03,RM006,60000.0,S015,LabelWorks,0.11,7,0.6767521367521366,60000,6600.0
2025-07-28,P03,RM006,50000.0,S015,LabelWorks,0.11,7,0.6767521367521366,50000,5500.0
2025-08-04,P03,RM006,60000.0,S015,LabelWorks,0.11,7,0.6767521367521366,60000,6600.0
2025-08-11,P03,RM006,50000.0,S015,LabelWorks,0.11,7,0.6767521367521366,50000,5500.0
2025-08-18,P03,RM006,60000.0,S015,LabelWorks,0.11,7,0.6767521367521366,60000,6600.0
2025-08-25,P03,RM006,50000.0,S015,LabelWorks,0.11,7,0.6767521367521366,50000,5500.0
2025-09-01,P03,RM006,50000.0,S015,LabelWorks,0.11,7,0.6767521367521366,50000,5500.0
2025-09-08,P03,RM006,60000.0,S015,LabelWorks,0.11,7,0.6767521367521366,60000,6600.0
2025-09-15,P03,RM006,50000.0,S015,LabelWorks,0.11,7,0.6767521367521366,50000,5500.0
2025-09-22,P03,RM006,50000.0,S015,LabelWorks,0.11,7,0.6767521367521366,50000,5500.0
2025-09-29,P03,RM006,60000.0,S015,LabelWorks,0.11,7,0.6767521367521366,60000,6600.0
2025-10-06,P03,RM006,50000.0,S015,LabelWorks,0.11,7,0.6767521367521366,50000,5500.0
2025-10-13,P03,RM006,60000.0,S015,LabelWorks,0.11,7,0.6767521367521366,60000,6600.0
2025-10-20,P03,RM006,50000.0,S015,LabelWorks,0.11,7,0.6767521367521366,50000,5500.0
2025-10-27,P03,RM006,60000.0,S015,LabelWorks,0.11,7,0.6767521367521366,60000,6600.0
2025-11-03,P03,RM006,50000.0,S015,LabelWorks,0.11,7,0.6767521367521366,50000,5500.0
2025-11-10,P03,RM006,60000.0,S015,LabelWorks,0.11,7,0.6767521367521366,60000,6600.0
2025-11-17,P03,RM006,50000.0,S015,LabelWorks,0.11,7,0.6767521367521366,50000,5500.0
2025-11-24,P03,RM006,60000.0,S015,LabelWorks,0.11,7,0.6767521367521366,60000,6600.0
2025-12-01,P03,RM006,50000.0,S015,LabelWorks,0.11,7,0.6767521367521366,50000,5500.0
2025-12-08,P03,RM006,60000.0,S015,LabelWorks,0.11,7,0.6767521367521366,60000,6600.0
2025-12-15,P03,RM006,50000.0,S015,LabelWorks,0.11,7,0.6767521367521366,50000,5500.0
2025-12-22,P03,RM006,60000.0,S015,LabelWorks,0.11,7,0.6767521367521366,60000,6600.0
2025-12-29,P03,RM006,30000.0,S015,LabelWorks,0.11,7,0.6767521367521366,30000,3300.0
2025-06-30,P03,RM007,1000.0,S020,QuickCarton,8.6,4,0.65,1000,8600.0
2025-07-07,P03,RM007,3000.0,S020,QuickCarton,8.6,4,0.65,3000,25800.0
2025-07-14,P03,RM007,3500.0,S020,QuickCarton,8.6,4,0.65,3500,30100.0
