date,beginning_inventory,demand,fulfilled,lost_sales,ending_inventory,inventory_position,order_quantity,received_quantity,sku,region
2025-12-17,4921.0,492.0,492.0,0.0,4429.0,8951.0,0.0,0.0,BB1000,West
2025-12-18,4429.0,612.0,612.0,0.0,3817.0,8339.0,0.0,0.0,BB1000,West
2025-12-19,3817.0,702.0,702.0,0.0,3115.0,7637.0,0.0,0.0,BB1000,West
2025-12-20,3115.0,698.0,698.0,0.0,2417.0,6939.0,0.0,0.0,BB1000,West
2025-12-21,2417.0,680.0,680.0,0.0,1737.0,6259.0,0.0,0.0,BB1000,West
2025-12-22,1737.0,583.0,583.0,0.0,1154.0,5676.0,5034.0,0.0,BB1000,West
2025-12-23,5676.0,703.0,703.0,0.0,4973.0,10007.0,0.0,4522.0,BB1000,West
2025-12-24,4973.0,809.0,809.0,0.0,4164.0,9198.0,0.0,0.0,BB1000,West
2025-12-25,4164.0,712.0,712.0,0.0,3452.0,8486.0,0.0,0.0,BB1000,West
2025-12-26,3452.0,587.0,587.0,0.0,2865.0,7899.0,0.0,0.0,BB1000,West
2025-12-27,2865.0,891.0,891.0,0.0,1974.0,7008.0,0.0,0.0,BB1000,West
2025-12-28,1974.0,871.0,871.0,0.0,1103.0,6137.0,4573.0,0.0,BB1000,West
2025-12-29,1103.0,674.0,674.0,0.0,429.0,10036.0,0.0,0.0,BB1000,West
2025-12-30,429.0,684.0,429.0,255.0,0.0,9607.0,0.0,0.0,BB1000,West
2025-12-31,5034.0,574.0,574.0,0.0,4460.0,9033.0,0.0,5034.0,BB1000,West
2025-07-01,8925.0,511.0,511.0,0.0,8414.0,8414.0,0.0,0.0,BB250,Central
2025-07-02,8414.0,569.0,569.0,0.0,7845.0,7845.0,0.0,0.0,BB250,Central
2025-07-03,7845.0,595.0,595.0,0.0,7250.0,7250.0,0.0,0.0,BB250,Central
2025-07-04,7250.0,670.0,670.0,0.0,6580.0,6580.0,0.0,0.0,BB250,Central
2025-07-05,6580.0,785.0,785.0,0.0,5795.0,5795.0,0.0,0.0,BB250,Central
2025-07-06,5795.0,709.0,709.0,0.0,5086.0,5086.0,0.0,0.0,BB250,Central
2025-07-07,5086.0,614.0,614.0,0.0,4472.0,4472.0,4453.0,0.0,BB250,Central
2025-07-08,4472.0,643.0,643.0,0.0,3829.0,8282.0,0.0,0.0,BB250,Central
2025-07-09,3829.0,576.0,576.0,0.0,3253.0,7706.0,0.0,0.0,BB250,Central
2025-07-10,3253.0,611.0,611.0,0.0,2642.0,7095.0,0.0,0.0,BB250,Central
2025-07-11,2642.0,808.0,808.0,0.0,1834.0,6287.0,0.0,0.0,BB250,Central
2025-07-12,1834.0,715.0,715.0,0.0,1119.0,5572.0,0.0,0.0,BB250,Central
2025-07-13,1119.0,618.0,618.0,0.0,501.0,4954.0,0.0,0.0,BB250,Central
2025-07-14,501.0,524.0,501.0,23.0,0.0,4453.0,4472.0,0.0,BB250,Central
2025-07-15,4453.0,587.0,587.0,0.0,3866.0,8338.0,0.0,4453.0,BB250,Central
2025-07-16,3866.0,614.0,614.0,0.0,3252.0,7724.0,0.0,0.0,BB250,Central
2025-07-17,3252.0,582.0,582.0,0.0,2670.0,7142.0,0.0,0.0,BB250,Central
2025-07-18,2670.0,494.0,494.0,0.0,2176.0,6648.0,0.0,0.0,BB250,Central
2025-07-19,2176.0,695.0,695.0,0.0,1481.0,5953.0,0.0,0.0,BB250,Central
2025-07-20,1481.0,837.0,837.0,0.0,644.0,5116.0,0.0,0.0,BB250,Central
2025-07-21,644.0,635.0,635.0,0.0,9.0,4481.0,4444.0,0.0,BB250,Central
2025-07-22,4481.0,584.0,584.0,0.0,3897.0,8341.0,0.0,4472.0,BB250,Central
2025-07-23,3897.0,529.0,529.0,0.0,3368.0,7812.0,0.0,0.0,BB250,Central
2025-07-24,3368.0,632.0,632.0,0.0,2736.0,7180.0,0.0,0.0,BB250,Central
2025-07-25,2736.0,914.0,914.0,0.0,1822.0,6266.0,0.0,0.0,BB250,Central
2025-07-26,1822.0,724.0,724.0,0.0,1098.0,5542.0,0.0,0.0,BB250,Central
2025-07-27,1098.0,699.0,699.0,0.0,399.0,4843.0,4082.0,0.0,BB250,Central
2025-07-28,399.0,559.0,399.0,160.0,0.0,8526.0,0.0,0.0,BB250,Central
2025-07-29,4444.0,787.0,787.0,0.0,3657.0,7739.0,0.0,4444.0,BB250,Central
2025-07-30,3657.0,700.0,700.0,0.0,2957.0,7039.0,0.0,0.0,BB250,Central
2025-07-31,2957.0,546.0,546.0,0.0,2411.0,6493.0,0.0,0.0,BB250,Central
2025-08-01,2411.0,451.0,451.0,0.0,1960.0,6042.0,0.0,0.0,BB250,Central
2025-08-02,1960.0,640.0,640.0,0.0,1320.0,5402.0,0.0,0.0,BB250,Central
2025-08-03,1320.0,796.0,796.0,0.0,524.0,4606.0,4319.0,0.0,BB250,Central
2025-08-04,4606.0,605.0,605.0,0.0,4001.0,8320.0,0.0,4082.0,BB250,Central
2025-08-05,4001.0,558.0,558.0,0.0,3443.0,7762.0,0.0,0.0,BB250,Central
2025-08-06,3443.0,447.0,447.0,0.0,2996.0,7315.0,0.0,0.0,BB250,Central
2025-08-07,2996.0,598.0,598.0,0.0,2398.0,6717.0,0.0,0.0,BB250,Central
2025-08-08,2398.0,642.0,642.0,0.0,1756.0,6075.0,0.0,0.0,BB250,Central
2025-08-09,1756.0,601.0,601.0,0.0,1155.0,5474.0,0.0,0.0,BB250,Central
2025-08-10,1155.0,553.0,553.0,0.0,602.0,4921.0,0.0,0.0,BB250,Central
2025-08-11,4921.0,480.0,480.0,0.0,4441.0,4441.0,4484.0,4319.0,BB250,Central
2025-08-12,4441.0,409.0,409.0,0.0,4032.0,8516.0,0.0,0.0,BB250,Central
2025-08-13,4032.0,496.0,496.0,0.0,3536.0,8020.0,0.0,0.0,BB250,Central
2025-08-14,3536.0,470.0,470.0,0.0,3066.0,7550.0,0.0,0.0,BB250,Central
2025-08-15,3066.0,695.0,695.0,0.0,2371.0,6855.0,0.0,0.0,BB250,Central
2025-08-16,2371.0,596.0,596.0,0.0,1775.0,6259.0,0.0,0.0,BB250,Central
2025-08-17,1775.0,658.0,658.0,0.0,1117.0,5601.0,0.0,0.0,BB250,Central
2025-08-18,1117.0,537.0,537.0,0.0,580.0,5064.0,0.0,0.0,BB250,Central
2025-08-19,5064.0,534.0,534.0,0.0,4530.0,4530.0,4395.0,4484.0,BB250,Central
2025-08-20,4530.0,557.0,557.0,0.0,3973.0,8368.0,0.0,0.0,BB250,Central
2025-08-21,3973.0,520.0,520.0,0.0,3453.0,7848.0,0.0,0.0,BB250,Central
2025-08-22,3453.0,584.0,584.0,0.0,2869.0,7264.0,0.0,0.0,BB250,Central
2025-08-23,2869.0,667.0,667.0,0.0,2202.0,6597.0,0.0,0.0,BB250,Central
2025-08-24,2202.0,528.0,528.0,0.0,1674.0,6069.0,0.0,0.0,BB250,Central
2025-08-25,1674.0,534.0,534.0,0.0,1140.0,5535.0,0.0,0.0,BB250,Central
2025-08-26,1140.0,474.0,474.0,0.0,666.0,5061.0,0.0,0.0,BB250,Central
2025-08-27,5061.0,464.0,464.0,0.0,4597.0,4597.0,4328.0,4395.0,BB250,Central
2025-08-28,4597.0,388.0,388.0,0.0,4209.0,8537.0,0.0,0.0,BB250,Central
2025-08-29,4209.0,539.0,539.0,0.0,3670.0,7998.0,0.0,0.0,BB250,Central
2025-08-30,3670.0,656.0,656.0,0.0,3014.0,7342.0,0.0,0.0,BB250,Central
2025-08-31,3014.0,628.0,628.0,0.0,2386.0,6714.0,0.0,0.0,BB250,Central
2025-09-01,2386.0,429.0,429.0,0.0,1957.0,6285.0,0.0,0.0,BB250,Central
2025-09-02,1957.0,541.0,541.0,0.0,1416.0,5744.0,0.0,0.0,BB250,Central
2025-09-03,1416.0,479.0,479.0,0.0,937.0,5265.0,0.0,0.0,BB250,Central
2025-09-04,5265.0,520.0,520.0,0.0,4745.0,4745.0,4180.0,4328.0,BB250,Central
2025-09-05,4745.0,532.0,532.0,0.0,4213.0,8393.0,0.0,0.0,BB250,Central
2025-09-06,4213.0,670.0,670.0,0.0,3543.0,7723.0,0.0,0.0,BB250,Central
2025-09-07,3543.0,584.0,584.0,0.0,2959.0,7139.0,0.0,0.0,BB250,Central
2025-09-08,2959.0,563.0,563.0,0.0,2396.0,6576.0,0.0,0.0,BB250,Central
2025-09-09,2396.0,507.0,507.0,0.0,1889.0,6069.0,0.0,0.0,BB250,Central
2025-09-10,1889.0,521.0,521.0,0.0,1368.0,5548.0,0.0,0.0,BB250,Central
2025-09-11,1368.0,568.0,568.0,0.0,800.0,4980.0,0.0,0.0,BB250,Central
2025-09-12,4980.0,591.0,591.0,0.0,4389.0,4389.0,4536.0,4180.0,BB250,Central
2025-09-13,4389.0,538.0,538.0,0.0,3851.0,8387.0,0.0,0.0,BB250,Central
2025-09-14,3851.0,699.0,699.0,0.0,3152.0,7688.0,0.0,0.0,BB250,Central
2025-09-15,3152.0,525.0,525.0,0.0,2627.0,7163.0,0.0,0.0,BB250,Central
2025-09-16,2627.0,496.0,496.0,0.0,2131.0,6667.0,0.0,0.0,BB250,Central
2025-09-17,2131.0,592.0,592.0,0.0,1539.0,6075.0,0.0,0.0,BB250,Central
2025-09-18,1539.0,570.0,570.0,0.0,969.0,5505.0,0.0,0.0,BB250,Central
2025-09-19,969.0,582.0,582.0,0.0,387.0,4923.0,0.0,0.0,BB250,Central
2025-09-20,4923.0,510.0,510.0,0.0,4413.0,4413.0,4512.0,4536.0,BB250,Central
2025-09-21,4413.0,527.0,527.0,0.0,3886.0,8398.0,0.0,0.0,BB250,Central
2025-09-22,3886.0,576.0,576.0,0.0,3310.0,7822.0,0.0,0.0,BB250,Central
2025-09-23,3310.0,507.0,507.0,0.0,2803.0,7315.0,0.0,0.0,BB250,Central
2025-09-24,2803.0,619.0,619.0,0.0,2184.0,6696.0,0.0,0.0,BB250,Central
2025-09-25,2184.0,485.0,485.0,0.0,1699.0,6211.0,0.0,0.0,BB250,Central
2025-09-26,1699.0,533.0,533.0,0.0,1166.0,5678.0,0.0,0.0,BB250,Central
2025-09-27,1166.0,573.0,573.0,0.0,593.0,5105.0,0.0,0.0,BB250,Central
2025-09-28,5105.0,565.0,565.0,0.0,4540.0,4540.0,4385.0,4512.0,BB250,Central
2025-09-29,4540.0,514.0,514.0,0.0,4026.0,8411.0,0.0,0.0,BB250,Central
2025-09-30,4026.0,571.0,571.0,0.0,3455.0,7840.0,0.0,0.0,BB250,Central
2025-10-01,3455.0,469.0,469.0,0.0,2986.0,7371.0,0.0,0.0,BB250,Central
2025-10-02,2986.0,618.0,618.0,0.0,2368.0,6753.0,0.0,0.0,BB250,Central
2025-10-03,2368.0,532.0,532.0,0.0,1836.0,6221.0,0.0,0.0,BB250,Central
2025-10-04,1836.0,568.0,568.0,0.0,1268.0,5653.0,0.0,0.0,BB250,Central
2025-10-05,1268.0,561.0,561.0,0.0,707.0,5092.0,0.0,0.0,BB250,Central
2025-10-06,5092.0,746.0,746.0,0.0,4346.0,4346.0,4579.0,4385.0,BB250,Central
2025-10-07,4346.0,555.0,555.0,0.0,3791.0,8370.0,0.0,0.0,BB250,Central
2025-10-08,3791.0,487.0,487.0,0.0,3304.0,7883.0,0.0,0.0,BB250,Central
2025-10-09,3304.0,472.0,472.0,0.0,2832.0,7411.0,0.0,0.0,BB250,Central
2025-10-10,2832.0,544.0,544.0,0.0,2288.0,6867.0,0.0,0.0,BB250,Central
2025-10-11,2288.0,535.0,535.0,0.0,1753.0,6332.0,0.0,0.0,BB250,Central
2025-10-12,1753.0,703.0,703.0,0.0,1050.0,5629.0,0.0,0.0,BB250,Central
2025-10-13,1050.0,475.0,475.0,0.0,575.0,5154.0,0.0,0.0,BB250,Central
2025-10-14,5154.0,582.0,582.0,0.0,4572.0,4572.0,4353.0,4579.0,BB250,Central
2025-10-15,4572.0,537.0,537.0,0.0,4035.0,8388.0,0.0,0.0,BB250,Central
2025-10-16,4035.0,549.0,549.0,0.0,3486.0,7839.0,0.0,0.0,BB250,Central
2025-10-17,3486.0,499.0,499.0,0.0,2987.0,7340.0,0.0,0.0,BB250,Central
2025-10-18,2987.0,630.0,630.0,0.0,2357.0,6710.0,0.0,0.0,BB250,Central
2025-10-19,2357.0,569.0,569.0,0.0,1788.0,6141.0,0.0,0.0,BB250,Central
2025-10-20,1788.0,728.0,728.0,0.0,1060.0,5413.0,0.0,0.0,BB250,Central
2025-10-21,1060.0,541.0,541.0,0.0,519.0,4872.0,4053.0,0.0,BB250,Central
2025-10-22,4872.0,487.0,487.0,0.0,4385.0,8438.0,0.0,4353.0,BB250,Central
2025-10-23,4385.0,519.0,519.0,0.0,3866.0,7919.0,0.0,0.0,BB250,Central
2025-10-24,3866.0,471.0,471.0,0.0,3395.0,7448.0,0.0,0.0,BB250,Central
2025-10-25,3395.0,572.0,572.0,0.0,2823.0,6876.0,0.0,0.0,BB250,Central
2025-10-26,2823.0,579.0,579.0,0.0,2244.0,6297.0,0.0,0.0,BB250,Central
2025-10-27,2244.0,509.0,509.0,0.0,1735.0,5788.0,0.0,0.0,BB250,Central
2025-10-28,1735.0,496.0,496.0,0.0,1239.0,5292.0,0.0,0.0,BB250,Central
2025-10-29,5292.0,626.0,626.0,0.0,4666.0,4666.0,4259.0,4053.0,BB250,Central
2025-10-30,4666.0,543.0,543.0,0.0,4123.0,8382.0,0.0,0.0,BB250,Central
2025-10-31,4123.0,547.0,547.0,0.0,3576.0,7835.0,0.0,0.0,BB250,Central
2025-11-01,3576.0,642.0,642.0,0.0,2934.0,7193.0,0.0,0.0,BB250,Central
2025-11-02,2934.0,660.0,660.0,0.0,2274.0,6533.0,0.0,0.0,BB250,Central
2025-11-03,2274.0,478.0,478.0,0.0,1796.0,6055.0,0.0,0.0,BB250,Central
2025-11-04,1796.0,610.0,610.0,0.0,1186.0,5445.0,0.0,0.0,BB250,Central
2025-11-05,1186.0,514.0,514.0,0.0,672.0,4931.0,0.0,0.0,BB250,Central
2025-11-06,4931.0,626.0,626.0,0.0,4305.0,4305.0,4620.0,4259.0,BB250,Central
2025-11-07,4305.0,472.0,472.0,0.0,3833.0,8453.0,0.0,0.0,BB250,Central
2025-11-08,3833.0,634.0,634.0,0.0,3199.0,7819.0,0.0,0.0,BB250,Central
2025-11-09,3199.0,599.0,599.0,0.0,2600.0,7220.0,0.0,0.0,BB250,Central
2025-11-10,2600.0,471.0,471.0,0.0,2129.0,6749.0,0.0,0.0,BB250,Central
2025-11-11,2129.0,561.0,561.0,0.0,1568.0,6188.0,0.0,0.0,BB250,Central
2025-11-12,1568.0,557.0,557.0,0.0,1011.0,5631.0,0.0,0.0,BB250,Central
2025-11-13,1011.0,551.0,551.0,0.0,460.0,5080.0,0.0,0.0,BB250,Central
2025-11-14,5080.0,577.0,577.0,0.0,4503.0,4503.0,4422.0,4620.0,BB250,Central
2025-11-15,4503.0,698.0,698.0,0.0,3805.0,8227.0,0.0,0.0,BB250,Central
2025-11-16,3805.0,630.0,630.0,0.0,3175.0,7597.0,0.0,0.0,BB250,Central
2025-11-17,3175.0,580.0,580.0,0.0,2595.0,7017.0,0.0,0.0,BB250,Central
2025-11-18,2595.0,740.0,740.0,0.0,1855.0,6277.0,0.0,0.0,BB250,Central
2025-11-19,1855.0,503.0,503.0,0.0,1352.0,5774.0,0.0,0.0,BB250,Central
2025-11-20,1352.0,546.0,546.0,0.0,806.0,5228.0,0.0,0.0,BB250,Central
2025-11-21,806.0,568.0,568.0,0.0,238.0,4660.0,4265.0,0.0,BB250,Central
2025-11-22,4660.0,686.0,686.0,0.0,3974.0,8239.0,0.0,4422.0,BB250,Central
2025-11-23,3974.0,557.0,557.0,0.0,3417.0,7682.0,0.0,0.0,BB250,Central
2025-11-24,3417.0,484.0,484.0,0.0,2933.0,7198.0,0.0,0.0,BB250,Central
2025-11-25,2933.0,499.0,499.0,0.0,2434.0,6699.0,0.0,0.0,BB250,Central
2025-11-26,2434.0,590.0,590.0,0.0,1844.0,6109.0,0.0,0.0,BB250,Central
2025-11-27,1844.0,630.0,630.0,0.0,1214.0,5479.0,0.0,0.0,BB250,Central
2025-11-28,1214.0,447.0,447.0,0.0,767.0,5032.0,0.0,0.0,BB250,Central
2025-11-29,5032.0,669.0,669.0,0.0,4363.0,4363.0,4562.0,4265.0,BB250,Central
2025-11-30,4363.0,537.0,537.0,0.0,3826.0,8388.0,0.0,0.0,BB250,Central
2025-12-01,3826.0,508.0,508.0,0.0,3318.0,7880.0,0.0,0.0,BB250,Central
2025-12-02,3318.0,514.0,514.0,0.0,2804.0,7366.0,0.0,0.0,BB250,Central
2025-12-03,2804.0,535.0,535.0,0.0,2269.0,6831.0,0.0,0.0,BB250,Central
2025-12-04,2269.0,550.0,550.0,0.0,1719.0,6281.0,0.0,0.0,BB250,Central
2025-12-05,1719.0,528.0,528.0,0.0,1191.0,5753.0,0.0,0.0,BB250,Central
2025-12-06,1191.0,567.0,567.0,0.0,624.0,5186.0,0.0,0.0,BB250,Central
2025-12-07,5186.0,684.0,684.0,0.0,4502.0,4502.0,4423.0,4562.0,BB250,Central
2025-12-08,4502.0,509.0,509.0,0.0,3993.0,8416.0,0.0,0.0,BB250,Central
2025-12-09,3993.0,605.0,605.0,0.0,3388.0,7811.0,0.0,0.0,BB250,Central
2025-12-10,3388.0,547.0,547.0,0.0,2841.0,7264.0,0.0,0.0,BB250,Central
2025-12-11,2841.0,503.0,503.0,0.0,2338.0,6761.0,0.0,0.0,BB250,Central
2025-12-12,2338.0,487.0,487.0,0.0,1851.0,6274.0,0.0,0.0,BB250,Central
2025-12-13,1851.0,609.0,609.0,0.0,1242.0,5665.0,0.0,0.0,BB250,Central
2025-12-14,1242.0,603.0,603.0,0.0,639.0,5062.0,0.0,0.0,BB250,Central
2025-12-15,5062.0,586.0,586.0,0.0,4476.0,4476.0,4449.0,4423.0,BB250,Central
2025-12-16,4476.0,614.0,614.0,0.0,3862.0,8311.0,0.0,0.0,BB250,Central
2025-12-17,3862.0,663.0,663.0,0.0,3199.0,7648.0,0.0,0.0,BB250,Central
2025-12-18,3199.0,528.0,528.0,0.0,2671.0,7120.0,0.0,0.0,BB250,Central
2025-12-19,2671.0,494.0,494.0,0.0,2177.0,6626.0,0.0,0.0,BB250,Central
2025-12-20,2177.0,683.0,683.0,0.0,1494.0,5943.0,0.0,0.0,BB250,Central
2025-12-21,1494.0,569.0,569.0,0.0,925.0,5374.0,0.0,0.0,BB250,Central
2025-12-22,925.0,464.0,464.0,0.0,461.0,4910.0,0.0,0.0,BB250,Central
2025-12-23,4910.0,479.0,479.0,0.0,4431.0,4431.0,4494.0,4449.0,BB250,Central
2025-12-24,4431.0,510.0,510.0,0.0,3921.0,8415.0,0.0,0.0,BB250,Central
2025-12-25,3921.0,565.0,565.0,0.0,3356.0,7850.0,0.0,0.0,BB250,Central
2025-12-26,3356.0,489.0,489.0,0.0,2867.0,7361.0,0.0,0.0,BB250,Central
2025-12-27,2867.0,772.0,772.0,0.0,2095.0,6589.0,0.0,0.0,BB250,Central
2025-12-28,2095.0,655.0,655.0,0.0,1440.0,5934.0,0.0,0.0,BB250,Central
2025-12-29,1440.0,631.0,631.0,0.0,809.0,5303.0,0.0,0.0,BB250,Central
2025-12-30,809.0,779.0,779.0,0.0,30.0,4524.0,4401.0,0.0,BB250,Central
2025-12-31,4524.0,574.0,574.0,0.0,3950.0,8351.0,0.0,4494.0,BB250,Central
2025-07-01,8318.0,669.0,669.0,0.0,7649.0,7649.0,0.0,0.0,BB250,East
2025-07-02,7649.0,583.0,583.0,0.0,7066.0,7066.0,0.0,0.0,BB250,East
2025-07-03,7066.0,504.0,504.0,0.0,6562.0,6562.0,0.0,0.0,BB250,East
2025-07-04,6562.0,623.0,623.0,0.0,5939.0,5939.0,0.0,0.0,BB250,East
2025-07-05,5939.0,812.0,812.0,0.0,5127.0,5127.0,0.0,0.0,BB250,East
2025-07-06,5127.0,780.0,780.0,0.0,4347.0,4347.0,0.0,0.0,BB250,East
2025-07-07,4347.0,662.0,662.0,0.0,3685.0,3685.0,4633.0,0.0,BB250,East
2025-07-08,3685.0,639.0,639.0,0.0,3046.0,7679.0,0.0,0.0,BB250,East
2025-07-09,3046.0,470.0,470.0,0.0,2576.0,7209.0,0.0,0.0,BB250,East
2025-07-10,2576.0,823.0,823.0,0.0,1753.0,6386.0,0.0,0.0,BB250,East
2025-07-11,1753.0,573.0,573.0,0.0,1180.0,5813.0,0.0,0.0,BB250,East
2025-07-12,1180.0,786.0,786.0,0.0,394.0,5027.0,0.0,0.0,BB250,East
2025-07-13,5027.0,721.0,721.0,0.0,4306.0,4306.0,0.0,4633.0,BB250,East
2025-07-14,4306.0,774.0,774.0,0.0,3532.0,3532.0,4786.0,0.0,BB250,East
2025-07-15,3532.0,755.0,755.0,0.0,2777.0,7563.0,0.0,0.0,BB250,East
2025-07-16,2777.0,504.0,504.0,0.0,2273.0,7059.0,0.0,0.0,BB250,East
2025-07-17,2273.0,729.0,729.0,0.0,1544.0,6330.0,0.0,0.0,BB250,East
2025-07-18,1544.0,627.0,627.0,0.0,917.0,5703.0,0.0,0.0,BB250,East
2025-07-19,917.0,645.0,645.0,0.0,272.0,5058.0,0.0,0.0,BB250,East
2025-07-20,5058.0,790.0,790.0,0.0,4268.0,4268.0,0.0,4786.0,BB250,East
2025-07-21,4268.0,671.0,671.0,0.0,3597.0,3597.0,4721.0,0.0,BB250,East
2025-07-22,3597.0,722.0,722.0,0.0,2875.0,7596.0,0.0,0.0,BB250,East
2025-07-23,2875.0,650.0,650.0,0.0,2225.0,6946.0,0.0,0.0,BB250,East
2025-07-24,2225.0,732.0,732.0,0.0,1493.0,6214.0,0.0,0.0,BB250,East
2025-07-25,1493.0,614.0,614.0,0.0,879.0,5600.0,0.0,0.0,BB250,East
2025-07-26,879.0,709.0,709.0,0.0,170.0,4891.0,0.0,0.0,BB250,East
2025-07-27,4891.0,776.0,776.0,0.0,4115.0,4115.0,0.0,4721.0,BB250,East
2025-07-28,4115.0,680.0,680.0,0.0,3435.0,3435.0,4883.0,0.0,BB250,East
2025-07-29,3435.0,743.0,743.0,0.0,2692.0,7575.0,0.0,0.0,BB250,East
2025-07-30,2692.0,661.0,661.0,0.0,2031.0,6914.0,0.0,0.0,BB250,East
2025-07-31,2031.0,655.0,655.0,0.0,1376.0,6259.0,0.0,0.0,BB250,East
2025-08-01,1376.0,800.0,800.0,0.0,576.0,5459.0,0.0,0.0,BB250,East
2025-08-02,576.0,598.0,576.0,22.0,0.0,4883.0,0.0,0.0,BB250,East
2025-08-03,4883.0,555.0,555.0,0.0,4328.0,4328.0,0.0,4883.0,BB250,East
2025-08-04,4328.0,558.0,558.0,0.0,3770.0,3770.0,4548.0,0.0,BB250,East
2025-08-05,3770.0,510.0,510.0,0.0,3260.0,7808.0,0.0,0.0,BB250,East
2025-08-06,3260.0,519.0,519.0,0.0,2741.0,7289.0,0.0,0.0,BB250,East
2025-08-07,2741.0,725.0,725.0,0.0,2016.0,6564.0,0.0,0.0,BB250,East
2025-08-08,2016.0,547.0,547.0,0.0,1469.0,6017.0,0.0,0.0,BB250,East
2025-08-09,1469.0,675.0,675.0,0.0,794.0,5342.0,0.0,0.0,BB250,East
2025-08-10,5342.0,883.0,883.0,0.0,4459.0,4459.0,0.0,4548.0,BB250,East
2025-08-11,4459.0,495.0,495.0,0.0,3964.0,3964.0,4354.0,0.0,BB250,East
2025-08-12,3964.0,433.0,433.0,0.0,3531.0,7885.0,0.0,0.0,BB250,East
2025-08-13,3531.0,576.0,576.0,0.0,2955.0,7309.0,0.0,0.0,BB250,East
2025-08-14,2955.0,580.0,580.0,0.0,2375.0,6729.0,0.0,0.0,BB250,East
2025-08-15,2375.0,741.0,741.0,0.0,1634.0,5988.0,0.0,0.0,BB250,East
2025-08-16,1634.0,602.0,602.0,0.0,1032.0,5386.0,0.0,0.0,BB250,East
2025-08-17,5386.0,667.0,667.0,0.0,4719.0,4719.0,0.0,4354.0,BB250,East
2025-08-18,4719.0,642.0,642.0,0.0,4077.0,4077.0,0.0,0.0,BB250,East
2025-08-19,4077.0,578.0,578.0,0.0,3499.0,3499.0,4819.0,0.0,BB250,East
2025-08-20,3499.0,540.0,540.0,0.0,2959.0,7778.0,0.0,0.0,BB250,East
2025-08-21,2959.0,587.0,587.0,0.0,2372.0,7191.0,0.0,0.0,BB250,East
2025-08-22,2372.0,570.0,570.0,0.0,1802.0,6621.0,0.0,0.0,BB250,East
2025-08-23,1802.0,642.0,642.0,0.0,1160.0,5979.0,0.0,0.0,BB250,East
2025-08-24,1160.0,713.0,713.0,0.0,447.0,5266.0,0.0,0.0,BB250,East
2025-08-25,5266.0,674.0,674.0,0.0,4592.0,4592.0,0.0,4819.0,BB250,East
2025-08-26,4592.0,564.0,564.0,0.0,4028.0,4028.0,0.0,0.0,BB250,East
2025-08-27,4028.0,508.0,508.0,0.0,3520.0,3520.0,4798.0,0.0,BB250,East
2025-08-28,3520.0,573.0,573.0,0.0,2947.0,7745.0,0.0,0.0,BB250,East
2025-08-29,2947.0,615.0,615.0,0.0,2332.0,7130.0,0.0,0.0,BB250,East
2025-08-30,2332.0,655.0,655.0,0.0,1677.0,6475.0,0.0,0.0,BB250,East
2025-08-31,1677.0,750.0,750.0,0.0,927.0,5725.0,0.0,0.0,BB250,East
2025-09-01,927.0,493.0,493.0,0.0,434.0,5232.0,0.0,0.0,BB250,East
2025-09-02,5232.0,557.0,557.0,0.0,4675.0,4675.0,0.0,4798.0,BB250,East
2025-09-03,4675.0,404.0,404.0,0.0,4271.0,4271.0,0.0,0.0,BB250,East
2025-09-04,4271.0,518.0,518.0,0.0,3753.0,3753.0,4565.0,0.0,BB250,East
2025-09-05,3753.0,701.0,701.0,0.0,3052.0,7617.0,0.0,0.0,BB250,East
2025-09-06,3052.0,613.0,613.0,0.0,2439.0,7004.0,0.0,0.0,BB250,East
2025-09-07,2439.0,617.0,617.0,0.0,1822.0,6387.0,0.0,0.0,BB250,East
2025-09-08,1822.0,623.0,623.0,0.0,1199.0,5764.0,0.0,0.0,BB250,East
2025-09-09,1199.0,591.0,591.0,0.0,608.0,5173.0,0.0,0.0,BB250,East
2025-09-10,5173.0,540.0,540.0,0.0,4633.0,4633.0,0.0,4565.0,BB250,East
2025-09-11,4633.0,590.0,590.0,0.0,4043.0,4043.0,0.0,0.0,BB250,East
2025-09-12,4043.0,617.0,617.0,0.0,3426.0,3426.0,4892.0,0.0,BB250,East
2025-09-13,3426.0,599.0,599.0,0.0,2827.0,7719.0,0.0,0.0,BB250,East
2025-09-14,2827.0,582.0,582.0,0.0,2245.0,7137.0,0.0,0.0,BB250,East
2025-09-15,2245.0,529.0,529.0,0.0,1716.0,6608.0,0.0,0.0,BB250,East
2025-09-16,1716.0,650.0,650.0,0.0,1066.0,5958.0,0.0,0.0,BB250,East
2025-09-17,1066.0,591.0,591.0,0.0,475.0,5367.0,0.0,0.0,BB250,East
2025-09-18,5367.0,639.0,639.0,0.0,4728.0,4728.0,0.0,4892.0,BB250,East
2025-09-19,4728.0,472.0,472.0,0.0,4256.0,4256.0,0.0,0.0,BB250,East
2025-09-20,4256.0,537.0,537.0,0.0,3719.0,3719.0,4599.0,0.0,BB250,East
2025-09-21,3719.0,636.0,636.0,0.0,3083.0,7682.0,0.0,0.0,BB250,East
2025-09-22,3083.0,644.0,644.0,0.0,2439.0,7038.0,0.0,0.0,BB250,East
2025-09-23,2439.0,578.0,578.0,0.0,1861.0,6460.0,0.0,0.0,BB250,East
2025-09-24,1861.0,530.0,530.0,0.0,1331.0,5930.0,0.0,0.0,BB250,East
2025-09-25,1331.0,709.0,709.0,0.0,622.0,5221.0,0.0,0.0,BB250,East
