date,sku,region,units_sold,price,promotion,is_holiday,year,month,week,day_of_week,day_of_year,is_weekend,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_28
2023-03-23,BB500,West,751,35.0,0,0,2023,3,12,3,82,0,733.0,1001.0,884.0,889.0,901.1428571428571,923.2142857142857,904.8214285714286,132.042656848131
2023-03-24,BB500,West,1203,31.5,1,0,2023,3,12,4,83,0,751.0,752.0,929.0,835.0,865.4285714285714,913.7142857142857,899.8928571428571,135.1929592966523
2023-03-25,BB500,West,886,35.0,0,0,2023,3,12,5,84,1,1203.0,1059.0,1049.0,987.0,929.8571428571429,933.2857142857143,913.0357142857143,146.09851626565722
2023-03-26,BB500,West,1218,35.0,0,0,2023,3,12,6,85,1,886.0,1045.0,868.0,904.0,905.1428571428571,921.6428571428571,909.4285714285714,145.4501132682113
2023-03-27,BB500,West,964,35.0,0,0,2023,3,13,0,86,0,1218.0,698.0,922.0,645.0,929.8571428571429,946.6428571428571,920.6428571428571,156.6868105928405
2023-03-28,BB500,West,707,35.0,0,0,2023,3,13,1,87,0,964.0,1020.0,1039.0,622.0,967.8571428571429,949.6428571428571,932.0357142857143,147.21324470980684
2023-03-29,BB500,West,870,35.0,0,0,2023,3,13,2,88,0,707.0,733.0,926.0,959.0,923.1428571428571,925.9285714285714,935.0714285714286,141.3424862265358
2023-03-30,BB500,West,1021,31.5,1,0,2023,3,13,3,89,0,870.0,751.0,1001.0,982.0,942.7142857142857,921.9285714285714,931.8928571428571,141.7844841549667
2023-03-31,BB500,West,929,35.0,0,0,2023,3,13,4,90,0,1021.0,1203.0,752.0,943.0,981.2857142857143,923.3571428571429,933.2857142857143,142.4847898686572
2023-04-01,BB500,West,1207,35.0,0,0,2023,4,13,5,91,1,929.0,886.0,1059.0,1176.0,942.1428571428571,936.0,932.7857142857143,142.474002084034
2023-04-02,BB500,West,1105,35.0,0,0,2023,4,13,6,92,1,1207.0,1218.0,1045.0,903.0,988.0,946.5714285714286,933.8928571428571,144.5394574567956
2023-04-03,BB500,West,1046,35.0,0,0,2023,4,14,0,93,0,1105.0,964.0,698.0,909.0,971.8571428571429,950.8571428571429,941.1071428571429,147.94151479196722
2023-04-04,BB500,West,933,35.0,0,0,2023,4,14,1,94,0,1046.0,707.0,1020.0,906.0,983.5714285714286,975.7142857142857,946.0,149.1012581609734
2023-04-05,BB500,West,919,35.0,0,0,2023,4,14,2,95,0,933.0,870.0,733.0,750.0,1015.8571428571429,969.5,946.9642857142857,148.92018298226387
2023-04-06,BB500,West,1041,35.0,0,0,2023,4,14,3,96,0,919.0,1021.0,751.0,884.0,1022.8571428571429,982.7857142857143,953.0,143.98456707423753
2023-04-07,BB500,West,1110,35.0,0,0,2023,4,14,4,97,0,1041.0,929.0,1203.0,929.0,1025.7142857142858,1003.5,958.6071428571429,144.25474875955587
2023-04-08,BB500,West,1131,35.0,0,0,2023,4,14,5,98,1,1110.0,1207.0,886.0,1049.0,1051.5714285714287,996.8571428571429,965.0714285714286,146.9098813133864
2023-04-09,BB500,West,1180,35.0,0,0,2023,4,14,6,99,1,1131.0,1105.0,1218.0,868.0,1040.7142857142858,1014.3571428571429,968.0,149.4404377818952
2023-04-10,BB500,West,854,35.0,0,0,2023,4,15,0,100,0,1180.0,1046.0,964.0,922.0,1051.4285714285713,1011.6428571428571,979.1428571428571,153.29026310207968
2023-04-11,BB500,West,1278,35.0,0,0,2023,4,15,1,101,0,854.0,933.0,707.0,1039.0,1024.0,1003.7857142857143,976.7142857142857,154.76071306012503
2023-04-12,BB500,West,854,35.0,0,0,2023,4,15,2,102,0,1278.0,919.0,870.0,926.0,1073.2857142857142,1044.5714285714287,985.25,164.60134219334876
2023-04-13,BB500,West,899,35.0,0,0,2023,4,15,3,103,0,854.0,1041.0,1021.0,1001.0,1064.0,1043.4285714285713,982.6785714285714,166.11665993811323
2023-04-14,BB500,West,1106,35.0,0,0,2023,4,15,4,104,0,899.0,1110.0,929.0,752.0,1043.7142857142858,1034.7142857142858,979.0357142857143,166.81692829607437
2023-04-15,BB500,West,1229,35.0,0,0,2023,4,15,5,105,1,1106.0,1131.0,1207.0,1059.0,1043.142857142857,1047.357142857143,991.6785714285714,162.3270711937109
2023-04-16,BB500,West,972,35.0,0,0,2023,4,15,6,106,1,1229.0,1180.0,1105.0,1045.0,1057.142857142857,1048.9285714285713,997.75,168.0177735307258
2023-04-17,BB500,West,1053,35.0,0,0,2023,4,16,0,107,0,972.0,854.0,1046.0,698.0,1027.4285714285713,1039.4285714285713,995.1428571428571,167.82369812035992
2023-04-18,BB500,West,1291,31.5,1,0,2023,4,16,1,108,0,1053.0,1278.0,933.0,1020.0,1055.857142857143,1039.9285714285713,1007.8214285714286,157.6449488381405
2023-04-19,BB500,West,1075,35.0,0,0,2023,4,16,2,109,0,1291.0,854.0,919.0,733.0,1057.7142857142858,1065.5,1017.5,166.49112978262934
2023-04-20,BB500,West,831,35.0,0,0,2023,4,16,3,110,0,1075.0,899.0,1041.0,751.0,1089.2857142857142,1076.642857142857,1029.7142857142858,157.12812821786144
2023-04-21,BB500,West,1429,31.5,1,0,2023,4,16,4,111,0,831.0,1106.0,1110.0,1203.0,1079.5714285714287,1061.642857142857,1032.5714285714287,152.53255355556047
2023-04-22,BB500,West,1041,35.0,0,0,2023,4,16,5,112,1,1429.0,1229.0,1131.0,886.0,1125.7142857142858,1084.4285714285713,1040.642857142857,167.16286453762183
2023-04-23,BB500,West,1102,35.0,0,0,2023,4,16,6,113,1,1041.0,972.0,1180.0,1218.0,1098.857142857143,1078.0,1046.1785714285713,164.3956504722066
2023-04-24,BB500,West,927,35.0,0,0,2023,4,17,0,114,0,1102.0,1053.0,854.0,964.0,1117.4285714285713,1072.4285714285713,1042.0357142857142,161.33849444060093
2023-04-25,BB500,West,907,35.0,0,0,2023,4,17,1,115,0,927.0,1291.0,1278.0,707.0,1099.4285714285713,1077.642857142857,1040.7142857142858,162.15078879511606
2023-04-26,BB500,West,1051,35.0,0,0,2023,4,17,2,116,0,907.0,1075.0,854.0,870.0,1044.5714285714287,1051.142857142857,1047.857142857143,150.92227930804125
2023-04-27,BB500,West,1097,35.0,0,0,2023,4,17,3,117,0,1051.0,831.0,899.0,1021.0,1041.142857142857,1065.2142857142858,1054.3214285714287,146.84334146026833
2023-04-28,BB500,West,1005,35.0,0,0,2023,4,17,4,118,0,1097.0,1429.0,1106.0,929.0,1079.142857142857,1079.357142857143,1057.0357142857142,146.9069955581264
2023-04-29,BB500,West,1128,35.0,0,0,2023,4,17,5,119,1,1005.0,1041.0,1229.0,1207.0,1018.5714285714286,1072.142857142857,1059.75,145.1452975724926
2023-04-30,BB500,West,1091,35.0,0,0,2023,4,17,6,120,1,1128.0,1102.0,972.0,1105.0,1031.0,1064.9285714285713,1056.9285714285713,142.92783171714706
2023-05-01,BB500,West,1173,35.0,0,0,2023,5,18,0,121,0,1091.0,927.0,1053.0,1046.0,1029.4285714285713,1073.4285714285713,1056.4285714285713,142.77784571674016
2023-05-02,BB500,West,1312,31.5,1,0,2023,5,18,1,122,0,1173.0,907.0,1291.0,933.0,1064.5714285714287,1082.0,1060.9642857142858,144.44183300447673
2023-05-03,BB500,West,1223,35.0,0,0,2023,5,18,2,123,0,1312.0,1051.0,1075.0,919.0,1122.4285714285713,1083.5,1074.5,149.6696361991971
2023-05-04,BB500,West,998,35.0,0,0,2023,5,18,3,124,0,1223.0,1097.0,831.0,1041.0,1147.0,1094.0714285714287,1085.357142857143,148.9964489474222
2023-05-05,BB500,West,1018,35.0,0,0,2023,5,18,4,125,0,998.0,1005.0,1429.0,1110.0,1132.857142857143,1106.0,1083.8214285714287,149.690558244377
2023-05-06,BB500,West,1246,35.0,0,0,2023,5,18,5,126,1,1018.0,1128.0,1041.0,1131.0,1134.7142857142858,1076.642857142857,1080.5357142857142,150.103786845625
2023-05-07,BB500,West,1004,35.0,0,0,2023,5,18,6,127,1,1246.0,1091.0,1102.0,1180.0,1151.5714285714287,1091.2857142857142,1084.642857142857,153.07955188838648
2023-05-08,BB500,West,979,35.0,0,0,2023,5,19,0,128,0,1004.0,1173.0,927.0,854.0,1139.142857142857,1084.2857142857142,1078.357142857143,152.6317801686802
2023-05-09,BB500,West,1165,35.0,0,0,2023,5,19,1,129,0,979.0,1312.0,907.0,1278.0,1111.4285714285713,1088.0,1082.8214285714287,147.57071213274358
2023-05-10,BB500,West,1293,31.5,1,0,2023,5,19,2,130,0,1165.0,1223.0,1051.0,854.0,1090.4285714285713,1106.4285714285713,1078.7857142857142,143.52502869685782
2023-05-11,BB500,West,933,35.0,0,0,2023,5,19,3,131,0,1293.0,998.0,1097.0,899.0,1100.4285714285713,1123.7142857142858,1094.4642857142858,142.03037811284705
2023-05-12,BB500,West,943,35.0,0,0,2023,5,19,4,132,0,933.0,1018.0,1005.0,1106.0,1091.142857142857,1112.0,1095.6785714285713,140.43373383159613
2023-05-13,BB500,West,1420,31.5,1,0,2023,5,19,5,133,1,943.0,1246.0,1128.0,1229.0,1080.4285714285713,1107.5714285714287,1089.857142857143,143.33842737348823
2023-05-14,BB500,West,1077,35.0,0,0,2023,5,19,6,134,1,1420.0,1004.0,1091.0,972.0,1105.2857142857142,1128.4285714285713,1096.6785714285713,154.32890648113
2023-05-15,BB500,West,1178,31.5,1,0,2023,5,20,0,135,0,1077.0,979.0,1173.0,1053.0,1115.7142857142858,1127.4285714285713,1100.4285714285713,152.4514321134411
2023-05-16,BB500,West,1107,35.0,0,0,2023,5,20,1,136,0,1178.0,1165.0,1312.0,1291.0,1144.142857142857,1127.7857142857142,1104.892857142857,152.84083691399826
2023-05-17,BB500,West,1230,35.0,0,0,2023,5,20,2,137,0,1107.0,1293.0,1223.0,1075.0,1135.857142857143,1113.142857142857,1098.3214285714287,148.43481012600392
2023-05-18,BB500,West,952,35.0,0,0,2023,5,20,3,138,0,1230.0,933.0,998.0,831.0,1126.857142857143,1113.642857142857,1103.857142857143,150.40998644094083
2023-05-19,BB500,West,859,35.0,0,0,2023,5,20,4,139,0,952.0,943.0,1018.0,1429.0,1129.5714285714287,1110.357142857143,1108.1785714285713,143.87650403279332
2023-05-20,BB500,West,1057,35.0,0,0,2023,5,20,5,140,1,859.0,1420.0,1246.0,1041.0,1117.5714285714287,1099.0,1087.8214285714287,136.96067388296606
2023-05-21,BB500,West,1047,35.0,0,0,2023,5,20,6,141,1,1057.0,1077.0,1004.0,1102.0,1065.7142857142858,1085.5,1088.392857142857,136.7913629734238
2023-05-22,BB500,West,899,35.0,0,0,2023,5,21,0,142,0,1047.0,1178.0,979.0,927.0,1061.4285714285713,1088.5714285714287,1086.4285714285713,136.98348875129508
2023-05-23,BB500,West,864,35.0,0,0,2023,5,21,1,143,0,899.0,1107.0,1165.0,907.0,1021.5714285714286,1082.857142857143,1085.4285714285713,138.28645218221072
2023-05-24,BB500,West,947,35.0,0,0,2023,5,21,2,144,0,864.0,1230.0,1293.0,1051.0,986.8571428571429,1061.357142857143,1083.892857142857,140.56139802149312
2023-05-25,BB500,West,949,35.0,0,0,2023,5,21,3,145,0,947.0,952.0,933.0,1097.0,946.4285714285714,1036.642857142857,1080.1785714285713,142.81872830073496
2023-05-26,BB500,West,1127,35.0,0,0,2023,5,21,4,146,0,949.0,859.0,943.0,1005.0,946.0,1037.7857142857142,1074.892857142857,144.8967293257932
2023-05-27,BB500,West,1179,35.0,0,0,2023,5,21,5,147,1,1127.0,1057.0,1420.0,1128.0,984.2857142857143,1050.9285714285713,1079.25,144.55106107967268
2023-05-28,BB500,West,1250,35.0,0,0,2023,5,21,6,148,1,1179.0,1047.0,1077.0,1091.0,1001.7142857142857,1033.7142857142858,1081.0714285714287,145.50624997940395
2023-05-29,BB500,West,1045,35.0,0,0,2023,5,22,0,149,0,1250.0,899.0,1178.0,1173.0,1030.7142857142858,1046.0714285714287,1086.75,148.96945374185992
2023-05-30,BB500,West,1054,35.0,0,0,2023,5,22,1,150,0,1045.0,864.0,1107.0,1312.0,1051.5714285714287,1036.5714285714287,1082.1785714285713,148.18658248138806
2023-05-31,BB500,West,885,35.0,0,0,2023,5,22,2,151,0,1054.0,947.0,1230.0,1223.0,1078.7142857142858,1032.7857142857142,1072.9642857142858,141.2246652842771
2023-06-01,BB500,West,1067,35.0,0,0,2023,6,22,3,152,0,885.0,949.0,952.0,998.0,1069.857142857143,1008.1428571428571,1060.892857142857,142.36607463279037
2023-06-02,BB500,West,1009,35.0,0,0,2023,6,22,4,153,0,1067.0,1127.0,859.0,1018.0,1086.7142857142858,1016.3571428571429,1063.357142857143,141.83329136589396
2023-06-03,BB500,West,1024,35.0,0,0,2023,6,22,5,154,1,1009.0,1179.0,1057.0,1246.0,1069.857142857143,1027.0714285714287,1063.0357142857142,141.95003871807685
2023-06-04,BB500,West,1073,35.0,0,0,2023,6,22,6,155,1,1024.0,1250.0,1047.0,1004.0,1047.7142857142858,1024.7142857142858,1055.107142857143,137.4816726602508
2023-06-05,BB500,West,980,35.0,0,0,2023,6,23,0,156,0,1073.0,1045.0,899.0,979.0,1022.4285714285714,1026.5714285714287,1057.5714285714287,137.14966914299058
2023-06-06,BB500,West,916,35.0,0,0,2023,6,23,1,157,0,980.0,1054.0,864.0,1165.0,1013.1428571428571,1032.357142857143,1057.607142857143,137.12857964150797
2023-06-07,BB500,West,1019,35.0,0,0,2023,6,23,2,158,0,916.0,885.0,947.0,1293.0,993.4285714285714,1036.0714285714287,1048.7142857142858,137.97741552793065
2023-06-08,BB500,West,1066,35.0,0,0,2023,6,23,3,159,0,1019.0,1067.0,949.0,933.0,1012.5714285714286,1041.2142857142858,1038.9285714285713,129.4641173142494
2023-06-09,BB500,West,1050,35.0,0,0,2023,6,23,4,160,0,1066.0,1009.0,1127.0,943.0,1012.4285714285714,1049.5714285714287,1043.6785714285713,127.86365816511402
2023-06-10,BB500,West,1171,35.0,0,0,2023,6,23,5,161,1,1050.0,1024.0,1179.0,1420.0,1018.2857142857143,1044.0714285714287,1047.5,126.33304016383474
2023-06-11,BB500,West,1200,35.0,0,0,2023,6,23,6,162,1,1171.0,1073.0,1250.0,1077.0,1039.2857142857142,1043.5,1038.607142857143,106.31934400687847
2023-06-12,BB500,West,1110,35.0,0,0,2023,6,24,0,163,0,1200.0,980.0,1045.0,1178.0,1057.4285714285713,1039.9285714285713,1043.0,110.42611070723254
2023-06-13,BB500,West,1060,35.0,0,0,2023,6,24,1,164,0,1110.0,916.0,1054.0,1107.0,1076.0,1044.5714285714287,1040.5714285714287,108.06974036736109
2023-06-14,BB500,West,1185,35.0,0,0,2023,6,24,2,165,0,1060.0,1019.0,885.0,1230.0,1096.5714285714287,1045.0,1038.892857142857,107.3624319719978
2023-06-15,BB500,West,976,35.0,0,0,2023,6,24,3,166,0,1185.0,1066.0,1067.0,952.0,1120.2857142857142,1066.4285714285713,1037.2857142857142,104.69951966455946
2023-06-16,BB500,West,950,35.0,0,0,2023,6,24,4,167,0,976.0,1050.0,1009.0,859.0,1107.4285714285713,1059.9285714285713,1038.142857142857,104.07181077958553
2023-06-17,BB500,West,1140,35.0,0,0,2023,6,24,5,168,1,950.0,1171.0,1024.0,1057.0,1093.142857142857,1055.7142857142858,1041.392857142857,99.59486052696843
2023-06-18,BB500,West,1213,35.0,0,0,2023,6,24,6,169,1,1140.0,1200.0,1073.0,1047.0,1088.7142857142858,1064.0,1044.357142857143,101.29722100890542
2023-06-19,BB500,West,1072,35.0,0,0,2023,6,25,0,170,0,1213.0,1110.0,980.0,899.0,1090.5714285714287,1074.0,1050.2857142857142,106.19683232454364
2023-06-20,BB500,West,891,35.0,0,0,2023,6,25,1,171,0,1072.0,1060.0,916.0,864.0,1085.142857142857,1080.5714285714287,1056.4642857142858,102.01941795664034
2023-06-21,BB500,West,1099,31.5,1,0,2023,6,25,2,172,0,891.0,1185.0,1019.0,947.0,1061.0,1078.7857142857142,1057.4285714285713,100.2450436833104
2023-06-22,BB500,West,1033,35.0,0,0,2023,6,25,3,173,0,1099.0,976.0,1066.0,949.0,1048.7142857142858,1084.5,1062.857142857143,98.13698449039353
2023-06-23,BB500,West,1133,35.0,0,0,2023,6,25,4,174,0,1033.0,950.0,1050.0,1127.0,1056.857142857143,1082.142857142857,1065.857142857143,95.78320980434562
2023-06-24,BB500,West,1063,35.0,0,0,2023,6,25,5,175,1,1133.0,1140.0,1171.0,1179.0,1083.0,1088.0714285714287,1066.0714285714287,95.93166108164503
2023-06-25,BB500,West,1228,35.0,0,0,2023,6,25,6,176,1,1063.0,1213.0,1200.0,1250.0,1072.0,1080.357142857143,1061.9285714285713,93.34401866271796
2023-06-26,BB500,West,1098,35.0,0,0,2023,6,26,0,177,0,1228.0,1072.0,1110.0,1045.0,1074.142857142857,1082.357142857143,1061.142857142857,91.7818324174495
2023-06-27,BB500,West,988,35.0,0,0,2023,6,26,1,178,0,1098.0,891.0,1060.0,1054.0,1077.857142857143,1081.5,1063.0357142857142,91.98288171774435
2023-06-28,BB500,West,1028,35.0,0,0,2023,6,26,2,179,0,988.0,1099.0,1185.0,885.0,1091.7142857142858,1076.357142857143,1060.6785714285713,93.06232621660916
2023-06-29,BB500,West,1101,35.0,0,0,2023,6,26,3,180,0,1028.0,1033.0,976.0,1067.0,1081.5714285714287,1065.142857142857,1065.7857142857142,86.77572503313625
2023-06-30,BB500,West,1060,35.0,0,0,2023,6,26,4,181,0,1101.0,1133.0,950.0,1009.0,1091.2857142857142,1074.0714285714287,1067.0,87.0308587247672
2023-07-01,BB500,West,934,35.0,0,0,2023,7,26,5,182,1,1060.0,1063.0,1140.0,1024.0,1080.857142857143,1081.9285714285713,1068.8214285714287,86.30267734202765
2023-07-02,BB500,West,964,35.0,0,0,2023,7,26,6,183,1,934.0,1228.0,1213.0,1073.0,1062.4285714285713,1067.2142857142858,1065.607142857143,89.6451189663853
2023-07-03,BB500,West,958,35.0,0,0,2023,7,27,0,184,0,964.0,1098.0,1072.0,980.0,1024.7142857142858,1049.4285714285713,1061.7142857142858,91.65630533072084
2023-07-04,BB500,West,956,35.0,0,0,2023,7,27,1,185,0,958.0,988.0,891.0,916.0,1004.7142857142857,1041.2857142857142,1060.9285714285713,92.47339099615664
2023-07-05,BB500,West,835,35.0,0,0,2023,7,27,2,186,0,956.0,1028.0,1099.0,1019.0,1000.1428571428571,1045.9285714285713,1062.357142857143,90.43811646674719
2023-07-06,BB500,West,789,35.0,0,0,2023,7,27,3,187,0,835.0,1101.0,1033.0,1066.0,972.5714285714286,1027.0714285714287,1055.7857142857142,99.89563336871934
2023-07-07,BB500,West,967,35.0,0,0,2023,7,27,4,188,0,789.0,1060.0,1133.0,1050.0,928.0,1009.6428571428571,1045.892857142857,111.84756136870854
2023-07-08,BB500,West,954,35.0,0,0,2023,7,27,5,189,1,967.0,934.0,1063.0,1171.0,914.7142857142857,997.7857142857143,1042.9285714285713,112.83023254279598
2023-07-09,BB500,West,1049,35.0,0,0,2023,7,27,6,190,1,954.0,964.0,1228.0,1200.0,917.5714285714286,990.0,1035.1785714285713,111.14756743191369
2023-07-10,BB500,West,734,35.0,0,0,2023,7,28,0,191,0,1049.0,958.0,1098.0,1110.0,929.7142857142857,977.2142857142857,1029.7857142857142,106.41684534670736
2023-07-11,BB500,West,1223,31.5,1,0,2023,7,28,1,192,0,734.0,956.0,988.0,1060.0,897.7142857142857,951.2142857142857,1016.3571428571429,118.90992989894283
2023-07-12,BB500,West,993,35.0,0,0,2023,7,28,2,193,0,1223.0,835.0,1028.0,1185.0,935.8571428571429,968.0,1022.1785714285714,124.9616396165697
2023-07-13,BB500,West,794,35.0,0,0,2023,7,28,3,194,0,993.0,789.0,1101.0,976.0,958.4285714285714,965.5,1015.3214285714286,120.8978918945667
2023-07-14,BB500,West,1034,35.0,0,0,2023,7,28,4,195,0,794.0,967.0,1060.0,950.0,959.1428571428571,943.5714285714286,1008.8214285714286,127.7865852727173
2023-07-15,BB500,West,1267,35.0,0,0,2023,7,28,5,196,1,1034.0,954.0,934.0,1140.0,968.7142857142857,941.7142857142857,1011.8214285714286,127.33974782314219
2023-07-16,BB500,West,1129,35.0,0,0,2023,7,28,6,197,1,1267.0,1049.0,964.0,1213.0,1013.4285714285714,965.5,1016.3571428571429,134.15392328320183
2023-07-17,BB500,West,682,35.0,0,0,2023,7,29,0,198,0,1129.0,734.0,958.0,1072.0,1024.857142857143,977.2857142857143,1013.3571428571429,130.4826409018443
2023-07-18,BB500,West,1294,31.5,1,0,2023,7,29,1,199,0,682.0,1223.0,956.0,891.0,1017.4285714285714,957.5714285714286,999.4285714285714,144.0962714636834
2023-07-19,BB500,West,1031,35.0,0,0,2023,7,29,2,200,0,1294.0,993.0,835.0,1099.0,1027.5714285714287,981.7142857142857,1013.8214285714286,152.73265278752052
2023-07-20,BB500,West,997,35.0,0,0,2023,7,29,3,201,0,1031.0,794.0,789.0,1033.0,1033.0,995.7142857142857,1011.3928571428571,151.8662518982033
2023-07-21,BB500,West,820,35.0,0,0,2023,7,29,4,202,0,997.0,1034.0,967.0,1133.0,1062.0,1010.5714285714286,1010.1071428571429,151.8289337783652
2023-07-22,BB500,West,904,35.0,0,0,2023,7,29,5,203,1,820.0,1267.0,954.0,1063.0,1031.4285714285713,1000.0714285714286,998.9285714285714,153.95331869961237
2023-07-23,BB500,West,943,35.0,0,0,2023,7,29,6,204,1,904.0,1129.0,1049.0,1228.0,979.5714285714286,996.5,993.25,154.43412235690732
2023-07-24,BB500,West,962,35.0,0,0,2023,7,30,0,205,0,943.0,682.0,734.0,1098.0,953.0,988.9285714285714,983.0714285714286,147.63115413745757
2023-07-25,BB500,West,1111,35.0,0,0,2023,7,30,1,206,0,962.0,1294.0,1223.0,988.0,993.0,1005.2142857142857,978.2142857142857,145.93741863802526
2023-07-26,BB500,West,1016,35.0,0,0,2023,7,30,2,207,0,1111.0,1031.0,993.0,1028.0,966.8571428571429,997.2142857142857,982.6071428571429,148.07839247324506
2023-07-27,BB500,West,841,35.0,0,0,2023,7,30,3,208,0,1016.0,997.0,794.0,1101.0,964.7142857142857,998.8571428571429,982.1785714285714,147.9594673153903
2023-07-28,BB500,West,909,35.0,0,0,2023,7,30,4,209,0,841.0,820.0,1034.0,1060.0,942.4285714285714,1002.2142857142857,972.8928571428571,148.3842208057416
2023-07-29,BB500,West,1045,35.0,0,0,2023,7,30,5,210,1,909.0,904.0,1267.0,934.0,955.1428571428571,993.2857142857143,967.5,147.84413714750065
2023-07-30,BB500,West,1041,35.0,0,0,2023,7,30,6,211,1,1045.0,943.0,1129.0,964.0,975.2857142857143,977.4285714285714,971.4642857142857,148.39973099278262
2023-07-31,BB500,West,895,35.0,0,0,2023,7,31,0,212,0,1041.0,962.0,682.0,958.0,989.2857142857143,971.1428571428571,974.2142857142857,148.96864127948595
2023-08-01,BB500,West,773,35.0,0,0,2023,8,31,1,213,0,895.0,1111.0,1294.0,956.0,979.7142857142857,986.3571428571429,971.9642857142857,149.6966023372703
2023-08-02,BB500,West,881,35.0,0,0,2023,8,31,2,214,0,773.0,1016.0,1031.0,835.0,931.4285714285714,949.1428571428571,965.4285714285714,154.34219522707755
2023-08-03,BB500,West,880,35.0,0,0,2023,8,31,3,215,0,881.0,841.0,997.0,789.0,912.1428571428571,938.4285714285714,967.0714285714286,153.14261776416606
2023-08-04,BB500,West,1105,31.5,1,0,2023,8,31,4,216,0,880.0,909.0,820.0,967.0,917.7142857142857,930.0714285714286,970.3214285714286,150.16017462139595
2023-08-05,BB500,West,1013,35.0,0,0,2023,8,31,5,217,1,1105.0,1045.0,904.0,954.0,945.7142857142857,950.4285714285714,975.25,152.29664644541128
2023-08-06,BB500,West,894,35.0,0,0,2023,8,31,6,218,1,1013.0,1041.0,943.0,1049.0,941.1428571428571,958.2142857142857,977.3571428571429,152.39986737763147
2023-08-07,BB500,West,719,35.0,0,0,2023,8,32,0,219,0,894.0,895.0,962.0,734.0,920.1428571428571,954.7142857142857,971.8214285714286,152.51619308597773
2023-08-08,BB500,West,995,35.0,0,0,2023,8,32,1,220,0,719.0,773.0,1111.0,1223.0,895.0,937.3571428571429,971.2857142857143,153.4062283594476
2023-08-09,BB500,West,1108,31.5,1,0,2023,8,32,2,221,0,995.0,881.0,1016.0,993.0,926.7142857142857,929.0714285714286,963.1428571428571,145.3921171345538
2023-08-10,BB500,West,688,35.0,0,0,2023,8,32,3,222,0,1108.0,880.0,841.0,794.0,959.1428571428571,935.6428571428571,967.25,147.86996915458482
2023-08-11,BB500,West,972,35.0,0,0,2023,8,32,4,223,0,688.0,1105.0,909.0,1034.0,931.7142857142857,924.7142857142857,963.4642857142857,153.7112449542873
2023-08-12,BB500,West,845,35.0,0,0,2023,8,32,5,224,1,972.0,1013.0,1045.0,1267.0,912.7142857142857,929.2142857142857,961.25,153.10287633072357
2023-08-13,BB500,West,814,35.0,0,0,2023,8,32,6,225,1,845.0,894.0,1041.0,1129.0,888.7142857142857,914.9285714285714,946.1785714285714,142.27830150576435
2023-08-14,BB500,West,645,35.0,0,0,2023,8,33,0,226,0,814.0,719.0,895.0,682.0,877.2857142857143,898.7142857142857,934.9285714285714,139.71768587416506
2023-08-15,BB500,West,849,35.0,0,1,2023,8,33,1,227,0,645.0,995.0,773.0,1294.0,866.7142857142857,880.8571428571429,933.6071428571429,142.34864327905046
2023-08-16,BB500,West,677,35.0,0,0,2023,8,33,2,228,0,849.0,1108.0,881.0,1031.0,845.8571428571429,886.2857142857143,917.7142857142857,124.321523759329
2023-08-17,BB500,West,763,35.0,0,0,2023,8,33,3,229,0,677.0,688.0,880.0,997.0,784.2857142857143,871.7142857142857,905.0714285714286,130.23367277248104
2023-08-18,BB500,West,898,35.0,0,0,2023,8,33,4,230,0,763.0,972.0,1105.0,820.0,795.0,863.3571428571429,896.7142857142857,131.61668731947532
2023-08-19,BB500,West,1009,35.0,0,0,2023,8,33,5,231,1,898.0,845.0,1013.0,904.0,784.4285714285714,848.5714285714286,899.5,130.75549701637846
2023-08-20,BB500,West,1186,31.5,1,0,2023,8,33,6,232,1,1009.0,814.0,894.0,943.0,807.8571428571429,848.2857142857143,903.25,132.38485562933604
2023-08-21,BB500,West,822,35.0,0,0,2023,8,34,0,233,0,1186.0,645.0,719.0,962.0,861.0,869.1428571428571,911.9285714285714,142.6539268900194
2023-08-22,BB500,West,887,35.0,0,0,2023,8,34,1,234,0,822.0,849.0,995.0,1111.0,886.2857142857143,876.5,906.9285714285714,143.28602024581372
2023-08-23,BB500,West,827,35.0,0,0,2023,8,34,2,235,0,887.0,677.0,1108.0,1016.0,891.7142857142857,868.7857142857143,898.9285714285714,137.61108067234147
2023-08-24,BB500,West,843,35.0,0,0,2023,8,34,3,236,0,827.0,763.0,688.0,841.0,913.1428571428571,848.7142857142857,892.1785714285714,136.2848470073239
2023-08-25,BB500,West,738,35.0,0,0,2023,8,34,4,237,0,843.0,898.0,972.0,909.0,924.5714285714286,859.7857142857143,892.25,136.25755160860086
2023-08-26,BB500,West,1004,35.0,0,0,2023,8,34,5,238,1,738.0,1009.0,845.0,1045.0,901.7142857142857,843.0714285714286,886.1428571428571,139.27769071992577
2023-08-27,BB500,West,924,35.0,0,0,2023,8,34,6,239,1,1004.0,1186.0,814.0,1041.0,901.0,854.4285714285714,884.6785714285714,137.75287953471604
2023-08-28,BB500,West,808,35.0,0,0,2023,8,35,0,240,0,924.0,822.0,645.0,895.0,863.5714285714286,862.2857142857143,880.5,134.5732624370946
2023-08-29,BB500,West,732,35.0,0,0,2023,8,35,1,241,0,808.0,887.0,849.0,773.0,861.5714285714286,873.9285714285714,877.3928571428571,135.22884288157655
