date,sku,region,units_sold,ml_prediction,forecast_error,promotion,is_holiday
2025-08-09,OR1000,Central,489,507.4545,-18.454498291015625,1,0
2025-08-09,OR1000,East,446,423.90683,22.093170166015625,0,0
2025-08-09,OR1000,North,437,452.79468,-15.794677734375,0,0
2025-08-09,OR1000,South,546,496.94128,49.0587158203125,0,0
2025-08-09,OR1000,West,524,519.524,4.47601318359375,0,0
2025-08-09,OR500,Central,572,562.91095,9.08905029296875,0,0
2025-08-09,OR500,East,536,589.1853,-53.185302734375,0,0
2025-08-09,OR500,North,702,629.33496,72.6650390625,0,0
2025-08-09,OR500,South,637,661.3835,-24.38348388671875,0,0
2025-08-09,OR500,West,719,789.9398,-70.9398193359375,0,0
2025-08-09,WT1000,Central,851,976.9391,-125.9390869140625,0,0
2025-08-09,WT1000,East,963,1007.9069,-44.90692138671875,0,0
2025-08-09,WT1000,North,1030,993.9625,36.0374755859375,0,0
2025-08-09,WT1000,South,1079,1176.2495,-97.24951171875,0,0
2025-08-09,WT1000,West,1121,1152.9524,-31.952392578125,0,0
2025-08-10,BB1000,Central,531,549.70734,-18.70733642578125,0,0
2025-08-10,BB1000,East,724,686.5583,37.44171142578125,1,0
2025-08-10,BB1000,North,505,549.80383,-44.8038330078125,0,0
2025-08-10,BB1000,South,688,608.8138,79.18621826171875,0,0
2025-08-10,BB1000,West,699,703.6572,-4.6572265625,0,0
2025-08-10,BB250,Central,553,606.52094,-53.52093505859375,0,0
2025-08-10,BB250,East,883,808.2268,74.773193359375,1,0
2025-08-10,BB250,North,575,635.02747,-60.0274658203125,0,0
2025-08-10,BB250,South,819,709.0869,109.9130859375,0,0
2025-08-10,BB250,West,780,781.263,-1.26300048828125,0,0
2025-08-10,BB500,Central,906,815.72284,90.27716064453125,0,0
2025-08-10,BB500,East,794,1018.28424,-224.28424072265625,0,0
2025-08-10,BB500,North,927,965.6675,-38.66748046875,0,0
2025-08-10,BB500,South,933,1054.4121,-121.412109375,0,0
2025-08-10,BB500,West,1028,1066.1724,-38.17236328125,0,0
2025-08-10,EN250,Central,411,382.4104,28.589599609375,0,0
2025-08-10,EN250,East,440,392.77707,47.222930908203125,0,0
2025-08-10,EN250,North,369,417.03214,-48.032135009765625,0,0
2025-08-10,EN250,South,435,457.16125,-22.1612548828125,0,0
2025-08-10,EN250,West,510,476.10776,33.892242431640625,0,0
2025-08-10,EN500,Central,236,246.52675,-10.526748657226562,0,0
2025-08-10,EN500,East,233,266.4141,-33.414093017578125,0,0
2025-08-10,EN500,North,307,278.64246,28.3575439453125,0,0
2025-08-10,EN500,South,327,314.55182,12.44818115234375,0,0
2025-08-10,EN500,West,385,399.31607,-14.316070556640625,1,0
2025-08-10,LM250,Central,541,467.3719,73.62811279296875,0,0
2025-08-10,LM250,East,419,498.1418,-79.14181518554688,0,0
2025-08-10,LM250,North,531,519.1637,11.8363037109375,0,0
2025-08-10,LM250,South,560,570.0913,-10.09130859375,0,0
2025-08-10,LM250,West,696,770.1777,-74.17767333984375,1,0
2025-08-10,LM500,Central,725,679.88257,45.117431640625,0,0
2025-08-10,LM500,East,879,888.9749,-9.97491455078125,1,0
2025-08-10,LM500,North,705,734.11383,-29.11383056640625,0,0
2025-08-10,LM500,South,781,819.94995,-38.949951171875,0,0
2025-08-10,LM500,West,1008,882.5177,125.4822998046875,0,0
2025-08-10,OR1000,Central,384,406.2055,-22.20550537109375,0,0
2025-08-10,OR1000,East,414,419.77844,-5.7784423828125,0,0
2025-08-10,OR1000,North,439,449.18726,-10.187255859375,0,0
2025-08-10,OR1000,South,549,495.7405,53.259490966796875,0,0
2025-08-10,OR1000,West,533,516.586,16.41400146484375,0,0
2025-08-10,OR500,Central,525,569.2993,-44.29931640625,0,0
2025-08-10,OR500,East,564,586.00854,-22.008544921875,0,0
2025-08-10,OR500,North,791,766.9205,24.07952880859375,1,0
2025-08-10,OR500,South,680,648.36804,31.6319580078125,0,0
2025-08-10,OR500,West,742,756.3875,-14.38751220703125,0,0
2025-08-10,WT1000,Central,898,971.9876,-73.98760986328125,0,0
2025-08-10,WT1000,East,878,1039.6891,-161.6890869140625,0,0
2025-08-10,WT1000,North,1009,963.1579,45.84210205078125,0,0
2025-08-10,WT1000,South,1165,1096.9413,68.0587158203125,0,0
2025-08-10,WT1000,West,1044,1132.6675,-88.66748046875,0,0
2025-08-11,BB1000,Central,493,488.54944,4.4505615234375,0,0
2025-08-11,BB1000,East,484,509.06244,-25.06243896484375,0,0
2025-08-11,BB1000,North,520,502.22336,17.776641845703125,0,0
2025-08-11,BB1000,South,720,680.1962,39.80377197265625,1,0
2025-08-11,BB1000,West,655,590.00665,64.99334716796875,0,0
2025-08-11,BB250,Central,480,527.44086,-47.44085693359375,0,0
2025-08-11,BB250,East,495,586.43414,-91.43414306640625,0,0
2025-08-11,BB250,North,498,547.479,-49.47900390625,0,0
2025-08-11,BB250,South,714,591.6562,122.34381103515625,0,0
2025-08-11,BB250,West,643,645.30206,-2.30206298828125,0,0
2025-08-11,BB500,Central,657,747.8541,-90.8541259765625,0,0
2025-08-11,BB500,East,898,838.785,59.21502685546875,0,0
2025-08-11,BB500,North,808,842.4075,-34.407470703125,0,0
2025-08-11,BB500,South,751,914.7102,-163.710205078125,0,0
2025-08-11,BB500,West,1109,872.104,236.89599609375,0,0
2025-08-11,EN250,Central,409,407.04916,1.950836181640625,1,0
2025-08-11,EN250,East,307,347.02768,-40.027679443359375,0,0
2025-08-11,EN250,North,350,371.43344,-21.433441162109375,0,0
2025-08-11,EN250,South,407,394.8706,12.12939453125,0,0
2025-08-11,EN250,West,368,417.24716,-49.247161865234375,0,0
2025-08-11,EN500,Central,195,219.79366,-24.793655395507812,0,0
2025-08-11,EN500,East,251,239.66191,11.338088989257812,0,0
2025-08-11,EN500,North,266,264.91946,1.080535888671875,0,0
2025-08-11,EN500,South,288,356.0987,-68.09869384765625,1,0
2025-08-11,EN500,West,288,284.21152,3.788482666015625,0,0
2025-08-11,LM250,Central,465,398.63797,66.36203002929688,0,0
2025-08-11,LM250,East,402,445.46976,-43.469757080078125,0,0
2025-08-11,LM250,North,425,455.57614,-30.576141357421875,0,0
2025-08-11,LM250,South,527,487.82114,39.178863525390625,0,0
2025-08-11,LM250,West,557,642.7923,-85.79229736328125,1,0
2025-08-11,LM500,Central,574,595.15753,-21.15753173828125,0,0
2025-08-11,LM500,East,612,617.07654,-5.0765380859375,0,0
2025-08-11,LM500,North,760,660.71155,99.2884521484375,0,0
2025-08-11,LM500,South,623,700.6103,-77.61029052734375,0,0
2025-08-11,LM500,West,818,789.53595,28.46405029296875,0,0
2025-08-11,OR1000,Central,358,366.57745,-8.57745361328125,0,0
2025-08-11,OR1000,East,433,371.69095,61.309051513671875,0,0
2025-08-11,OR1000,North,390,388.3931,1.606903076171875,0,0
2025-08-11,OR1000,South,409,440.07568,-31.07568359375,0,0
2025-08-11,OR1000,West,407,447.57507,-40.5750732421875,0,0
2025-08-11,OR500,Central,534,495.18958,38.8104248046875,0,0
2025-08-11,OR500,East,533,502.42316,30.57684326171875,0,0
2025-08-11,OR500,North,526,545.0042,-19.00421142578125,0,0
2025-08-11,OR500,South,608,571.9806,36.0194091796875,0,0
2025-08-11,OR500,West,618,656.6545,-38.65447998046875,0,0
2025-08-11,WT1000,Central,833,793.0912,39.9088134765625,0,0
2025-08-11,WT1000,East,849,891.88464,-42.8846435546875,0,0
2025-08-11,WT1000,North,794,849.25543,-55.25543212890625,0,0
2025-08-11,WT1000,South,867,860.6545,6.34552001953125,0,0
2025-08-11,WT1000,West,820,1008.5657,-188.565673828125,0,0
2025-08-12,BB1000,Central,603,595.33386,7.6661376953125,1,0
2025-08-12,BB1000,East,471,495.25455,-24.254547119140625,0,0
2025-08-12,BB1000,North,480,513.79626,-33.7962646484375,0,0
2025-08-12,BB1000,South,567,560.748,6.25201416015625,0,0
2025-08-12,BB1000,West,615,579.3647,35.63531494140625,0,0
2025-08-12,BB250,Central,409,534.1234,-125.1234130859375,0,0
2025-08-12,BB250,East,433,566.7392,-133.73919677734375,0,0
2025-08-12,BB250,North,553,546.9894,6.0106201171875,0,0
2025-08-12,BB250,South,755,621.67316,133.32684326171875,0,0
2025-08-12,BB250,West,626,668.5298,-42.52978515625,0,0
2025-08-12,BB500,Central,666,761.07635,-95.07635498046875,0,0
2025-08-12,BB500,East,877,891.0888,-14.08880615234375,0,0
2025-08-12,BB500,North,819,786.3911,32.60888671875,0,0
2025-08-12,BB500,South,861,926.1296,-65.12957763671875,0,0
2025-08-12,BB500,West,887,825.8578,61.1422119140625,0,0
2025-08-12,EN250,Central,348,331.3527,16.647308349609375,0,0
2025-08-12,EN250,East,366,337.09045,28.9095458984375,0,0
2025-08-12,EN250,North,510,467.95737,42.042633056640625,1,0
2025-08-12,EN250,South,350,386.0902,-36.0902099609375,0,0
2025-08-12,EN250,West,418,412.50104,5.49896240234375,0,0
2025-08-12,EN500,Central,225,223.33937,1.6606292724609375,0,0
2025-08-12,EN500,East,221,249.28273,-28.282730102539062,0,0
2025-08-12,EN500,North,232,266.72568,-34.725677490234375,0,0
2025-08-12,EN500,South,243,284.1954,-41.195404052734375,0,0
2025-08-12,EN500,West,272,285.44214,-13.442138671875,0,0
2025-08-12,LM250,Central,327,409.19238,-82.1923828125,0,0
2025-08-12,LM250,East,431,427.27695,3.723052978515625,0,0
2025-08-12,LM250,North,417,441.111,-24.110992431640625,0,0
2025-08-12,LM250,South,561,615.8719,-54.87188720703125,1,0
2025-08-12,LM250,West,558,509.19357,48.806427001953125,0,0
2025-08-12,LM500,Central,536,583.44904,-47.44903564453125,0,0
2025-08-12,LM500,East,539,622.67737,-83.6773681640625,0,0
2025-08-12,LM500,North,646,625.99304,20.0069580078125,0,0
2025-08-12,LM500,South,673,682.44324,-9.4432373046875,0,0
2025-08-12,LM500,West,762,764.9528,-2.95281982421875,0,0
2025-08-12,OR1000,Central,370,367.81,2.19000244140625,0,0
2025-08-12,OR1000,East,350,375.70486,-25.704864501953125,0,0
2025-08-12,OR1000,North,361,388.33334,-27.333343505859375,0,0
2025-08-12,OR1000,South,507,553.4985,-46.49847412109375,1,0
2025-08-12,OR1000,West,505,447.21054,57.789459228515625,0,0
2025-08-12,OR500,Central,460,487.17453,-27.174530029296875,0,0
2025-08-12,OR500,East,455,499.78406,-44.7840576171875,0,0
2025-08-12,OR500,North,592,548.1183,43.8817138671875,0,0
2025-08-12,OR500,South,860,688.7185,171.281494140625,1,0
2025-08-12,OR500,West,612,618.9753,-6.97528076171875,0,0
2025-08-12,WT1000,Central,1013,990.4528,22.54718017578125,1,0
2025-08-12,WT1000,East,777,888.28625,-111.2862548828125,0,0
2025-08-12,WT1000,North,1002,820.94244,181.05755615234375,0,0
2025-08-12,WT1000,South,1041,938.0848,102.91522216796875,0,0
2025-08-12,WT1000,West,1001,921.66174,79.3382568359375,0,0
2025-08-13,BB1000,Central,489,616.1306,-127.130615234375,1,0
2025-08-13,BB1000,East,518,649.30145,-131.30145263671875,1,0
2025-08-13,BB1000,North,426,524.6449,-98.6448974609375,0,0
2025-08-13,BB1000,South,619,549.05225,69.94775390625,0,0
2025-08-13,BB1000,West,575,582.326,-7.32598876953125,0,0
2025-08-13,BB250,Central,496,547.47797,-51.47796630859375,0,0
2025-08-13,BB250,East,576,566.2098,9.79022216796875,0,0
2025-08-13,BB250,North,435,541.11975,-106.1197509765625,0,0
2025-08-13,BB250,South,853,845.1448,7.855224609375,1,0
2025-08-13,BB250,West,690,671.3965,18.603515625,0,0
2025-08-13,BB500,Central,727,751.33795,-24.33795166015625,0,0
2025-08-13,BB500,East,801,857.7902,-56.79022216796875,0,0
2025-08-13,BB500,North,907,827.3479,79.652099609375,0,0
2025-08-13,BB500,South,919,890.4958,28.50421142578125,0,0
2025-08-13,BB500,West,1068,938.0291,129.97088623046875,0,0
2025-08-13,EN250,Central,438,415.406,22.593994140625,1,0
2025-08-13,EN250,East,330,338.62997,-8.629974365234375,0,0
2025-08-13,EN250,North,341,374.54926,-33.54925537109375,0,0
2025-08-13,EN250,South,313,388.55185,-75.55184936523438,0,0
2025-08-13,EN250,West,424,414.25375,9.746246337890625,0,0
2025-08-13,EN500,Central,250,224.87483,25.125167846679688,0,0
2025-08-13,EN500,East,223,249.36523,-26.365234375,0,0
2025-08-13,EN500,North,229,263.29016,-34.2901611328125,0,0
2025-08-13,EN500,South,306,288.76065,17.239349365234375,0,0
2025-08-13,EN500,West,320,287.57062,32.42938232421875,0,0
2025-08-13,LM250,Central,447,421.7214,25.278594970703125,0,0
2025-08-13,LM250,East,458,432.13553,25.864471435546875,0,0
2025-08-13,LM250,North,402,444.67462,-42.67462158203125,0,0
2025-08-13,LM250,South,505,527.75146,-22.75146484375,0,0
2025-08-13,LM250,West,567,497.4518,69.54818725585938,0,0
2025-08-13,LM500,Central,538,605.97003,-67.97003173828125,0,0
2025-08-13,LM500,East,422,624.0524,-202.05242919921875,0,0
2025-08-13,LM500,North,701,639.20233,61.79766845703125,0,0
2025-08-13,LM500,South,695,707.2892,-12.2891845703125,0,0
2025-08-13,LM500,West,818,775.19507,42.804931640625,0,0
2025-08-13,OR1000,Central,312,375.96515,-63.96514892578125,0,0
2025-08-13,OR1000,East,417,364.91043,52.089569091796875,0,0
2025-08-13,OR1000,North,353,387.68073,-34.68072509765625,0,0
2025-08-13,OR1000,South,441,439.20425,1.795745849609375,0,0
2025-08-13,OR1000,West,473,449.91293,23.087066650390625,0,0
2025-08-13,OR500,Central,433,480.4076,-47.4075927734375,0,0
2025-08-13,OR500,East,442,501.39874,-59.39874267578125,0,0
2025-08-13,OR500,North,438,581.8534,-143.8533935546875,0,0
2025-08-13,OR500,South,612,582.9786,29.02142333984375,0,0
2025-08-13,OR500,West,553,634.4087,-81.40869140625,0,0
2025-08-13,WT1000,Central,773,800.4653,-27.46527099609375,0,0
2025-08-13,WT1000,East,794,832.547,-38.5469970703125,0,0
2025-08-13,WT1000,North,1025,821.66455,203.33544921875,0,0
2025-08-13,WT1000,South,1533,1244.0184,288.9815673828125,1,0
2025-08-13,WT1000,West,1106,917.3254,188.67462158203125,0,0
2025-08-14,BB1000,Central,460,479.892,-19.891998291015625,0,0
2025-08-14,BB1000,East,474,508.22995,-34.229949951171875,0,0
2025-08-14,BB1000,North,550,524.0703,25.9296875,0,0
2025-08-14,BB1000,South,521,530.9549,-9.95489501953125,0,0
2025-08-14,BB1000,West,554,577.0344,-23.034423828125,0,0
2025-08-14,BB250,Central,470,518.1188,-48.1187744140625,0,0
2025-08-14,BB250,East,580,579.5733,0.42669677734375,0,0
2025-08-14,BB250,North,506,547.6095,-41.6094970703125,0,0
2025-08-14,BB250,South,655,629.60394,25.39605712890625,0,0
2025-08-14,BB250,West,639,662.47723,-23.47723388671875,0,0
2025-08-14,BB500,Central,962,931.23846,30.76153564453125,1,0
2025-08-14,BB500,East,771,804.55237,-33.5523681640625,0,0
2025-08-14,BB500,North,861,874.5335,-13.53350830078125,0,0
2025-08-14,BB500,South,827,932.8359,-105.83587646484375,0,0
2025-08-14,BB500,West,1014,929.5379,84.46209716796875,0,0
2025-08-14,EN250,Central,281,330.2507,-49.250701904296875,0,0
2025-08-14,EN250,East,340,429.31662,-89.31661987304688,1,0
2025-08-14,EN250,North,348,374.0335,-26.03350830078125,0,0
2025-08-14,EN250,South,385,377.4755,7.524505615234375,0,0
2025-08-14,EN250,West,431,413.90152,17.098480224609375,0,0
2025-08-14,EN500,Central,201,225.38269,-24.3826904296875,0,0
2025-08-14,EN500,East,247,243.0326,3.9674072265625,0,0
2025-08-14,EN500,North,259,263.34067,-4.340667724609375,0,0
2025-08-14,EN500,South,257,275.5773,-18.577301025390625,0,0
2025-08-14,EN500,West,338,285.50037,52.4996337890625,0,0
2025-08-14,LM250,Central,384,414.1981,-30.198089599609375,0,0
2025-08-14,LM250,East,423,433.5963,-10.5963134765625,0,0
2025-08-14,LM250,North,415,434.9887,-19.98870849609375,0,0
2025-08-14,LM250,South,481,495.3636,-14.36358642578125,0,0
2025-08-14,LM250,West,583,511.2201,71.7799072265625,0,0
2025-08-14,LM500,Central,599,586.4165,12.58349609375,0,0
2025-08-14,LM500,East,521,620.1832,-99.1832275390625,0,0
2025-08-14,LM500,North,653,629.917,23.0830078125,0,0
2025-08-14,LM500,South,792,698.34033,93.65966796875,0,0
2025-08-14,LM500,West,767,760.0965,6.90350341796875,0,0
2025-08-14,OR1000,Central,410,458.88297,-48.882965087890625,1,0
2025-08-14,OR1000,East,349,372.03314,-23.03314208984375,0,0
2025-08-14,OR1000,North,388,379.06586,8.93414306640625,0,0
2025-08-14,OR1000,South,425,441.59653,-16.596527099609375,0,0
2025-08-14,OR1000,West,415,451.2463,-36.246307373046875,0,0
2025-08-14,OR500,Central,498,485.25378,12.7462158203125,0,0
2025-08-14,OR500,East,569,510.00888,58.991119384765625,0,0
2025-08-14,OR500,North,542,556.29016,-14.2901611328125,0,0
2025-08-14,OR500,South,583,590.4147,-7.4146728515625,0,0
2025-08-14,OR500,West,469,651.1932,-182.19317626953125,0,0
2025-08-14,WT1000,Central,717,861.4269,-144.4268798828125,0,0
2025-08-14,WT1000,East,753,899.8736,-146.87359619140625,0,0
2025-08-14,WT1000,North,900,850.4803,49.51971435546875,0,0
2025-08-14,WT1000,South,986,871.7673,114.23272705078125,0,0
2025-08-14,WT1000,West,1157,947.0919,209.9080810546875,0,0
2025-08-15,BB1000,Central,644,542.3623,101.6376953125,0,1
2025-08-15,BB1000,East,766,730.7054,35.29461669921875,1,1
2025-08-15,BB1000,North,571,645.2413,-74.24127197265625,0,1
2025-08-15,BB1000,South,567,677.64746,-110.6474609375,0,1
2025-08-15,BB1000,West,731,745.8489,-14.848876953125,0,1
2025-08-15,BB250,Central,695,677.5247,17.47528076171875,0,1
2025-08-15,BB250,East,741,698.1174,42.88262939453125,0,1
2025-08-15,BB250,North,584,682.99097,-98.990966796875,0,1
2025-08-15,BB250,South,717,739.78766,-22.78765869140625,0,1
2025-08-15,BB250,West,805,762.0498,42.9501953125,0,1
2025-08-15,BB500,Central,950,934.8717,15.1282958984375,0,1
2025-08-15,BB500,East,846,1102.9563,-256.956298828125,0,1
2025-08-15,BB500,North,1032,977.3135,54.6865234375,0,1
2025-08-15,BB500,South,1172,977.5316,194.4683837890625,0,1
2025-08-15,BB500,West,948,1043.428,-95.427978515625,0,1
2025-08-15,EN250,Central,379,403.2581,-24.258087158203125,0,1
2025-08-15,EN250,East,612,465.7651,146.23489379882812,1,1
2025-08-15,EN250,North,494,456.97873,37.021270751953125,0,1
2025-08-15,EN250,South,425,465.33484,-40.3348388671875,0,1
2025-08-15,EN250,West,405,490.67865,-85.67864990234375,0,1
2025-08-15,EN500,Central,314,270.20108,43.798919677734375,0,1
2025-08-15,EN500,East,324,308.04196,15.958038330078125,0,1
2025-08-15,EN500,North,343,319.12155,23.878448486328125,0,1
2025-08-15,EN500,South,480,388.32425,91.67575073242188,1,1
2025-08-15,EN500,West,341,339.91757,1.082427978515625,0,1
2025-08-15,LM250,Central,535,488.41284,46.587158203125,0,1
2025-08-15,LM250,East,540,486.34045,53.6595458984375,0,1
2025-08-15,LM250,North,517,514.549,2.45098876953125,0,1
2025-08-15,LM250,South,580,656.6477,-76.647705078125,0,1
2025-08-15,LM250,West,720,648.7377,71.2623291015625,0,1
2025-08-15,LM500,Central,624,731.5799,-107.57989501953125,0,1
2025-08-15,LM500,East,741,732.4351,8.56488037109375,0,1
2025-08-15,LM500,North,687,707.1431,-20.14312744140625,0,1
2025-08-15,LM500,South,816,844.29584,-28.29583740234375,0,1
2025-08-15,LM500,West,879,1006.75165,-127.75164794921875,0,1
2025-08-15,OR1000,Central,416,458.11533,-42.115325927734375,0,1
2025-08-15,OR1000,East,439,455.22504,-16.22503662109375,0,1
2025-08-15,OR1000,North,517,462.99292,54.007080078125,0,1
2025-08-15,OR1000,South,475,536.8061,-61.80609130859375,0,1
2025-08-15,OR1000,West,528,539.61035,-11.6103515625,0,1
2025-08-15,OR500,Central,622,621.82043,0.1795654296875,0,1
2025-08-15,OR500,East,525,681.6827,-156.68267822265625,0,1
2025-08-15,OR500,North,744,657.9983,86.001708984375,0,1
2025-08-15,OR500,South,685,698.0108,-13.01080322265625,0,1
2025-08-15,OR500,West,721,789.89246,-68.8924560546875,0,1
2025-08-15,WT1000,Central,1246,1140.6849,105.3150634765625,1,1
2025-08-15,WT1000,East,861,923.8268,-62.8267822265625,0,1
2025-08-15,WT1000,North,1539,1205.8291,333.1708984375,1,1
2025-08-15,WT1000,South,1306,977.0529,328.94708251953125,0,1
2025-08-15,WT1000,West,1131,991.87036,139.129638671875,0,1
2025-08-16,BB1000,Central,532,551.2846,-19.28460693359375,0,0
2025-08-16,BB1000,East,662,682.7096,-20.7095947265625,1,0
2025-08-16,BB1000,North,570,576.82764,-6.82763671875,0,0
2025-08-16,BB1000,South,706,609.6892,96.310791015625,0,0
2025-08-16,BB1000,West,743,686.0956,56.9044189453125,0,0
2025-08-16,BB250,Central,596,587.128,8.87200927734375,0,0
2025-08-16,BB250,East,602,626.96594,-24.9659423828125,0,0
2025-08-16,BB250,North,724,577.5507,146.44927978515625,0,0
2025-08-16,BB250,South,658,712.28955,-54.28955078125,0,0
2025-08-16,BB250,West,750,735.2802,14.71978759765625,0,0
2025-08-16,BB500,Central,924,836.28064,87.7193603515625,0,0
2025-08-16,BB500,East,729,959.23346,-230.23345947265625,0,0
2025-08-16,BB500,North,988,917.6511,70.348876953125,0,0
2025-08-16,BB500,South,1119,1018.5976,100.40240478515625,0,0
2025-08-16,BB500,West,1168,1028.5332,139.466796875,0,0
2025-08-16,EN250,Central,398,399.04758,-1.047576904296875,0,0
2025-08-16,EN250,East,366,400.98447,-34.984466552734375,0,0
2025-08-16,EN250,North,411,421.74338,-10.743377685546875,0,0
2025-08-16,EN250,South,457,447.80557,9.194427490234375,0,0
2025-08-16,EN250,West,465,455.60632,9.3936767578125,0,0
2025-08-16,EN500,Central,265,261.09952,3.900482177734375,0,0
2025-08-16,EN500,East,303,278.0845,24.915496826171875,0,0
2025-08-16,EN500,North,293,297.0982,-4.09820556640625,0,0
2025-08-16,EN500,South,353,311.4534,41.546600341796875,0,0
2025-08-16,EN500,West,371,328.1087,42.89129638671875,0,0
2025-08-16,LM250,Central,485,469.47015,15.52984619140625,0,0
2025-08-16,LM250,East,534,489.66608,44.33392333984375,0,0
2025-08-16,LM250,North,595,622.89514,-27.8951416015625,1,0
2025-08-16,LM250,South,622,599.06055,22.939453125,0,0
2025-08-16,LM250,West,665,581.9111,83.08892822265625,0,0
2025-08-16,LM500,Central,557,657.24744,-100.2474365234375,0,0
2025-08-16,LM500,East,787,873.5781,-86.578125,1,0
2025-08-16,LM500,North,752,736.2396,15.7603759765625,0,0
2025-08-16,LM500,South,759,812.61096,-53.6109619140625,0,0
2025-08-16,LM500,West,992,883.9381,108.0618896484375,0,0
2025-08-16,OR1000,Central,355,430.80356,-75.80355834960938,0,0
2025-08-16,OR1000,East,414,423.86194,-9.8619384765625,0,0
2025-08-16,OR1000,North,517,452.275,64.72500610351562,0,0
2025-08-16,OR1000,South,428,522.02966,-94.0296630859375,0,0
2025-08-16,OR1000,West,528,520.4311,7.56890869140625,0,0
2025-08-16,OR500,Central,587,550.0194,36.9805908203125,0,0
2025-08-16,OR500,East,611,595.96844,15.03155517578125,0,0
2025-08-16,OR500,North,642,597.7481,44.25189208984375,0,0
2025-08-16,OR500,South,602,684.74396,-82.74395751953125,0,0
2025-08-16,OR500,West,785,755.2387,29.76129150390625,0,0
2025-08-16,WT1000,Central,767,882.75073,-115.750732421875,0,0
2025-08-16,WT1000,East,1026,947.5322,78.4677734375,0,0
2025-08-16,WT1000,North,1093,1013.89777,79.10223388671875,0,0
2025-08-16,WT1000,South,1237,1130.402,106.5980224609375,0,0
2025-08-16,WT1000,West,1312,1100.1183,211.8817138671875,0,0
2025-08-17,BB1000,Central,554,545.3772,8.622802734375,0,0
2025-08-17,BB1000,East,522,550.09607,-28.0960693359375,0,0
2025-08-17,BB1000,North,851,745.41376,105.58624267578125,1,0
2025-08-17,BB1000,South,681,615.0407,65.95928955078125,0,0
2025-08-17,BB1000,West,666,680.78516,-14.78515625,0,0
2025-08-17,BB250,Central,658,571.0444,86.95562744140625,0,0
2025-08-17,BB250,East,667,642.2438,24.7562255859375,0,0
2025-08-17,BB250,North,770,604.4874,165.5125732421875,0,0
2025-08-17,BB250,South,750,731.0515,18.948486328125,0,0
2025-08-17,BB250,West,1177,963.3487,213.65130615234375,1,0
2025-08-17,BB500,Central,855,831.7802,23.21978759765625,0,0
2025-08-17,BB500,East,1082,952.5749,129.42510986328125,0,0
2025-08-17,BB500,North,909,915.8486,-6.84857177734375,0,0
2025-08-17,BB500,South,1155,1034.6217,120.3782958984375,0,0
2025-08-17,BB500,West,1150,1092.8223,57.177734375,0,0
2025-08-17,EN250,Central,427,377.08386,49.9161376953125,0,0
2025-08-17,EN250,East,380,402.2436,-22.24359130859375,0,0
2025-08-17,EN250,North,448,444.02188,3.978118896484375,0,0
2025-08-17,EN250,South,453,435.5661,17.43389892578125,0,0
2025-08-17,EN250,West,552,475.70306,76.29693603515625,0,0
2025-08-17,EN500,Central,225,270.50677,-45.50677490234375,0,0
2025-08-17,EN500,East,239,273.2977,-34.297698974609375,0,0
2025-08-17,EN500,North,296,298.8225,-2.822509765625,0,0
2025-08-17,EN500,South,322,321.70477,0.29522705078125,0,0
2025-08-17,EN500,West,334,337.01807,-3.01806640625,0,0
2025-08-17,LM250,Central,516,482.43027,33.569732666015625,0,0
2025-08-17,LM250,East,461,482.9323,-21.93231201171875,0,0
2025-08-17,LM250,North,440,508.6373,-68.63729858398438,0,0
2025-08-17,LM250,South,630,562.8717,67.1282958984375,0,0
2025-08-17,LM250,West,600,580.57513,19.42486572265625,0,0
2025-08-17,LM500,Central,627,650.5918,-23.591796875,0,0
2025-08-17,LM500,East,613,741.1601,-128.16009521484375,0,0
2025-08-17,LM500,North,805,730.16815,74.83184814453125,0,0
2025-08-17,LM500,South,857,815.10583,41.8941650390625,0,0
2025-08-17,LM500,West,894,856.7347,37.26531982421875,0,0
2025-08-17,OR1000,Central,384,407.49762,-23.49761962890625,0,0
2025-08-17,OR1000,East,416,429.11316,-13.1131591796875,0,0
2025-08-17,OR1000,North,443,463.06973,-20.069732666015625,0,0
2025-08-17,OR1000,South,550,489.7661,60.23388671875,0,0
2025-08-17,OR1000,West,486,510.6062,-24.606201171875,0,0
2025-08-17,OR500,Central,640,564.1555,75.844482421875,0,0
2025-08-17,OR500,East,540,583.2669,-43.26690673828125,0,0
2025-08-17,OR500,North,745,730.05237,14.9476318359375,1,0
2025-08-17,OR500,South,735,671.4677,63.53228759765625,0,0
2025-08-17,OR500,West,756,736.6898,19.3101806640625,0,0
2025-08-17,WT1000,Central,961,882.1187,78.88128662109375,0,0
2025-08-17,WT1000,East,983,935.6171,47.38287353515625,0,0
2025-08-17,WT1000,North,1083,1042.7991,40.200927734375,0,0
2025-08-17,WT1000,South,959,1028.8055,-69.8055419921875,0,0
2025-08-17,WT1000,West,1200,1106.7396,93.2603759765625,0,0
2025-08-18,BB1000,Central,453,494.57925,-41.579254150390625,0,0
2025-08-18,BB1000,East,449,506.81528,-57.815277099609375,0,0
2025-08-18,BB1000,North,558,509.33514,48.66485595703125,0,0
2025-08-18,BB1000,South,535,565.57306,-30.57305908203125,0,0
2025-08-18,BB1000,West,780,775.03723,4.9627685546875,1,0
2025-08-18,BB250,Central,537,521.50244,15.49755859375,0,0
2025-08-18,BB250,East,642,569.7532,72.246826171875,0,0
2025-08-18,BB250,North,745,543.80853,201.19146728515625,0,0
2025-08-18,BB250,South,674,799.87494,-125.87493896484375,1,0
