plant_id,warehouse_id,sku,shipment_cases,transport_cost_per_case,handling_cost_per_case,week_start,distribution_cost
P02,WH_Bangalore,BB500,282.34208,2.0,1.3,2025-08-04,931.7288639999999
P02,WH_Bangalore,EN250,121.46381,2.0,1.3,2025-08-04,400.83057299999996
P02,WH_Bangalore,EN500,85.125713,2.0,1.3,2025-08-04,280.9148529
P02,WH_Bangalore,LM250,150.9359,2.0,1.3,2025-08-04,498.08847
P02,WH_Bangalore,LM500,217.35582,2.0,1.3,2025-08-04,717.2742059999999
P02,WH_Bangalore,OR1000,264.56822,2.0,1.3,2025-08-04,873.075126
P02,WH_Bangalore,OR500,175.89834,2.0,1.3,2025-08-04,580.464522
P02,WH_Bangalore,WT1000,589.13198,2.0,1.3,2025-08-04,1944.1355339999998
P02,WH_Hyderabad,BB1000,181.16196,3.5,1.15,2025-08-04,842.4031140000001
P02,WH_Hyderabad,BB250,97.828133,3.5,1.15,2025-08-04,454.90081845000003
P02,WH_Hyderabad,BB500,121.50433,3.5,1.15,2025-08-04,564.9951345000001
P02,WH_Hyderabad,EN250,58.211427,3.5,1.15,2025-08-04,270.68313555000003
P02,WH_Hyderabad,EN500,39.825447,3.5,1.15,2025-08-04,185.18832855
P02,WH_Hyderabad,LM250,69.182465,3.5,1.15,2025-08-04,321.69846225
P02,WH_Hyderabad,LM500,107.81318,3.5,1.15,2025-08-04,501.33128700000003
P02,WH_Hyderabad,OR1000,131.4406,3.5,1.15,2025-08-04,611.19879
P02,WH_Hyderabad,OR500,85.770367,3.5,1.15,2025-08-04,398.83220655
P02,WH_Hyderabad,WT1000,323.99278,3.5,1.15,2025-08-04,1506.566427
P03,WH_Kolkata,BB1000,302.09158,2.0,1.1,2025-08-04,936.4838980000001
P03,WH_Kolkata,BB250,182.25247,2.0,1.1,2025-08-04,564.982657
P03,WH_Kolkata,BB500,264.35181,2.0,1.1,2025-08-04,819.4906110000001
P03,WH_Kolkata,EN250,106.14245,2.0,1.1,2025-08-04,329.041595
P03,WH_Kolkata,EN500,71.784633,2.0,1.1,2025-08-04,222.53236230000002
P03,WH_Kolkata,LM250,136.06862,2.0,1.1,2025-08-04,421.81272200000006
P03,WH_Kolkata,LM500,192.42403,2.0,1.1,2025-08-04,596.514493
P03,WH_Kolkata,OR1000,222.05518,2.0,1.1,2025-08-04,688.3710580000001
P03,WH_Kolkata,OR500,160.1609,2.0,1.1,2025-08-04,496.49879
P03,WH_Kolkata,WT1000,548.26056,2.0,1.1,2025-08-04,1699.6077360000002
P03,WH_Hyderabad,BB1000,118.55,3.0,1.15,2025-08-04,491.9825
P03,WH_Hyderabad,BB250,69.31667,3.0,1.15,2025-08-04,287.66418050000004
P03,WH_Hyderabad,BB500,101.175,3.0,1.15,2025-08-04,419.87625
P03,WH_Hyderabad,EN250,41.38333,3.0,1.15,2025-08-04,171.74081950000001
P03,WH_Hyderabad,EN500,29.174997,3.0,1.15,2025-08-04,121.07623755000002
P03,WH_Hyderabad,LM250,52.374999,3.0,1.15,2025-08-04,217.35624585000002
P03,WH_Hyderabad,LM500,74.516669,3.0,1.15,2025-08-04,309.24417635
P03,WH_Hyderabad,OR1000,89.800004,3.0,1.15,2025-08-04,372.67001660000005
P03,WH_Hyderabad,OR500,63.350001,3.0,1.15,2025-08-04,262.90250415
P03,WH_Hyderabad,WT1000,208.26667,3.0,1.15,2025-08-04,864.3066805000001
P01,WH_Delhi,BB1000,336.01813,2.0,1.2,2025-08-11,1075.258016
P01,WH_Delhi,BB250,168.67611,2.0,1.2,2025-08-11,539.763552
P01,WH_Delhi,BB500,255.89555,2.0,1.2,2025-08-11,818.86576
P01,WH_Delhi,EN250,121.2799,2.0,1.2,2025-08-11,388.09568
P01,WH_Delhi,EN500,82.221593,2.0,1.2,2025-08-11,263.1090976
P01,WH_Delhi,LM250,142.60133,2.0,1.2,2025-08-11,456.324256
P01,WH_Delhi,LM500,197.05728,2.0,1.2,2025-08-11,630.583296
P01,WH_Delhi,OR1000,243.48422,2.0,1.2,2025-08-11,779.149504
P01,WH_Delhi,OR500,175.71103,2.0,1.2,2025-08-11,562.275296
P01,WH_Delhi,WT1000,550.40572,2.0,1.2,2025-08-11,1761.298304
P02,WH_Mumbai,BB1000,370.12178,5.0,1.4,2025-08-11,2368.779392
P02,WH_Mumbai,BB250,212.84935,5.0,1.4,2025-08-11,1362.23584
P02,WH_Mumbai,BB500,280.42968,5.0,1.4,2025-08-11,1794.7499520000001
P02,WH_Mumbai,EN250,128.32881,5.0,1.4,2025-08-11,821.304384
P02,WH_Mumbai,EN500,89.490375,5.0,1.4,2025-08-11,572.7384000000001
P02,WH_Mumbai,LM250,165.49507,5.0,1.4,2025-08-11,1059.1684480000001
P02,WH_Mumbai,LM500,243.21687,5.0,1.4,2025-08-11,1556.587968
P02,WH_Mumbai,OR1000,280.54937,5.0,1.4,2025-08-11,1795.5159680000002
P02,WH_Mumbai,OR500,201.79386,5.0,1.4,2025-08-11,1291.480704
P02,WH_Mumbai,WT1000,582.78108,5.0,1.4,2025-08-11,3729.798912
P02,WH_Bangalore,BB1000,351.94406,2.0,1.3,2025-08-11,1161.4153979999999
P02,WH_Bangalore,BB250,202.96695,2.0,1.3,2025-08-11,669.790935
P02,WH_Bangalore,BB500,278.9551,2.0,1.3,2025-08-11,920.55183
P02,WH_Bangalore,EN250,120.65394,2.0,1.3,2025-08-11,398.158002
P02,WH_Bangalore,EN500,92.75477,2.0,1.3,2025-08-11,306.090741
P02,WH_Bangalore,LM250,164.39117,2.0,1.3,2025-08-11,542.4908609999999
P02,WH_Bangalore,LM500,219.19565,2.0,1.3,2025-08-11,723.345645
P02,WH_Bangalore,OR1000,285.24807,2.0,1.3,2025-08-11,941.3186309999999
P02,WH_Bangalore,OR500,187.01312,2.0,1.3,2025-08-11,617.143296
P02,WH_Bangalore,WT1000,587.56545,2.0,1.3,2025-08-11,1938.965985
P02,WH_Hyderabad,BB1000,199.69416,3.5,1.15,2025-08-11,928.5778440000001
P02,WH_Hyderabad,BB250,95.802425,3.5,1.15,2025-08-11,445.48127625
P02,WH_Hyderabad,BB500,140.25998,3.5,1.15,2025-08-11,652.2089070000001
P02,WH_Hyderabad,EN250,69.593666,3.5,1.15,2025-08-11,323.61054690000003
P02,WH_Hyderabad,EN500,41.458246,3.5,1.15,2025-08-11,192.78084390000004
P02,WH_Hyderabad,LM250,76.127633,3.5,1.15,2025-08-11,353.99349345
P02,WH_Hyderabad,LM500,109.25051,3.5,1.15,2025-08-11,508.0148715000001
P02,WH_Hyderabad,OR1000,149.00434,3.5,1.15,2025-08-11,692.8701810000001
P02,WH_Hyderabad,OR500,90.150868,3.5,1.15,2025-08-11,419.2015362
P02,WH_Hyderabad,WT1000,320.98254,3.5,1.15,2025-08-11,1492.568811
P03,WH_Kolkata,BB1000,343.77995,2.0,1.1,2025-08-11,1065.717845
P03,WH_Kolkata,BB250,177.76182,2.0,1.1,2025-08-11,551.061642
P03,WH_Kolkata,BB500,266.95754,2.0,1.1,2025-08-11,827.5683740000001
P03,WH_Kolkata,EN250,113.37741,2.0,1.1,2025-08-11,351.469971
P03,WH_Kolkata,EN500,76.69861,2.0,1.1,2025-08-11,237.765691
P03,WH_Kolkata,LM250,133.22572,2.0,1.1,2025-08-11,412.999732
P03,WH_Kolkata,LM500,201.29845,2.0,1.1,2025-08-11,624.025195
P03,WH_Kolkata,OR1000,232.71163,2.0,1.1,2025-08-11,721.406053
P03,WH_Kolkata,OR500,161.43887,2.0,1.1,2025-08-11,500.46049700000003
P03,WH_Kolkata,WT1000,526.63063,2.0,1.1,2025-08-11,1632.554953
P03,WH_Hyderabad,BB1000,118.55001,3.0,1.15,2025-08-11,491.9825415
P03,WH_Hyderabad,BB250,69.316664,3.0,1.15,2025-08-11,287.6641556
P03,WH_Hyderabad,BB500,101.175,3.0,1.15,2025-08-11,419.87625
P03,WH_Hyderabad,EN250,41.383338,3.0,1.15,2025-08-11,171.74085270000003
P03,WH_Hyderabad,EN500,29.175,3.0,1.15,2025-08-11,121.07625000000002
P03,WH_Hyderabad,LM250,52.374996,3.0,1.15,2025-08-11,217.35623340000004
P03,WH_Hyderabad,LM500,74.51667,3.0,1.15,2025-08-11,309.2441805
P03,WH_Hyderabad,OR1000,89.800003,3.0,1.15,2025-08-11,372.67001245000006
P03,WH_Hyderabad,OR500,63.35,3.0,1.15,2025-08-11,262.90250000000003
P03,WH_Hyderabad,WT1000,208.26667,3.0,1.15,2025-08-11,864.3066805000001
P01,WH_Delhi,BB1000,329.57659,2.0,1.2,2025-08-18,1054.645088
P01,WH_Delhi,BB250,168.02796,2.0,1.2,2025-08-18,537.689472
P01,WH_Delhi,BB500,251.39641,2.0,1.2,2025-08-18,804.468512
P01,WH_Delhi,EN250,110.86023,2.0,1.2,2025-08-18,354.752736
P01,WH_Delhi,EN500,76.618127,2.0,1.2,2025-08-18,245.17800640000002
P01,WH_Delhi,LM250,131.84875,2.0,1.2,2025-08-18,421.916
P01,WH_Delhi,LM500,206.0455,2.0,1.2,2025-08-18,659.3456000000001
P01,WH_Delhi,OR1000,236.23834,2.0,1.2,2025-08-18,755.9626880000001
P01,WH_Delhi,OR500,168.97341,2.0,1.2,2025-08-18,540.714912
P01,WH_Delhi,WT1000,519.92363,2.0,1.2,2025-08-18,1663.7556160000001
P02,WH_Mumbai,BB1000,379.144,5.0,1.4,2025-08-18,2426.5216
P02,WH_Mumbai,BB250,203.91653,5.0,1.4,2025-08-18,1305.065792
P02,WH_Mumbai,BB500,289.51207,5.0,1.4,2025-08-18,1852.877248
P02,WH_Mumbai,EN250,129.42443,5.0,1.4,2025-08-18,828.316352
P02,WH_Mumbai,EN500,88.901112,5.0,1.4,2025-08-18,568.9671168
P02,WH_Mumbai,LM250,157.39218,5.0,1.4,2025-08-18,1007.3099520000001
P02,WH_Mumbai,LM500,234.95337,5.0,1.4,2025-08-18,1503.7015680000002
P02,WH_Mumbai,OR1000,276.08808,5.0,1.4,2025-08-18,1766.963712
P02,WH_Mumbai,OR500,201.35812,5.0,1.4,2025-08-18,1288.691968
P02,WH_Mumbai,WT1000,606.65727,5.0,1.4,2025-08-18,3882.6065280000003
P02,WH_Bangalore,BB1000,337.83625,2.0,1.3,2025-08-18,1114.859625
P02,WH_Bangalore,BB250,203.24963,2.0,1.3,2025-08-18,670.7237789999999
P02,WH_Bangalore,BB500,301.70949,2.0,1.3,2025-08-18,995.641317
P02,WH_Bangalore,EN250,118.58827,2.0,1.3,2025-08-18,391.34129099999996
P02,WH_Bangalore,EN500,87.529526,2.0,1.3,2025-08-18,288.84743579999997
P02,WH_Bangalore,LM250,165.79993,2.0,1.3,2025-08-18,547.1397689999999
P02,WH_Bangalore,LM500,212.42815,2.0,1.3,2025-08-18,701.012895
P02,WH_Bangalore,OR1000,273.97091,2.0,1.3,2025-08-18,904.1040029999999
P02,WH_Bangalore,OR500,181.15238,2.0,1.3,2025-08-18,597.8028539999999
P02,WH_Bangalore,WT1000,567.58521,2.0,1.3,2025-08-18,1873.0311929999998
P02,WH_Hyderabad,BB1000,196.43075,3.5,1.15,2025-08-18,913.4029875
P02,WH_Hyderabad,BB250,88.175798,3.5,1.15,2025-08-18,410.0174607
P02,WH_Hyderabad,BB500,116.38133,3.5,1.15,2025-08-18,541.1731845
P02,WH_Hyderabad,EN250,58.112356,3.5,1.15,2025-08-18,270.2224554
P02,WH_Hyderabad,EN500,37.29487,3.5,1.15,2025-08-18,173.42114550000002
P02,WH_Hyderabad,LM250,75.001529,3.5,1.15,2025-08-18,348.75710985000006
P02,WH_Hyderabad,LM500,105.3562,3.5,1.15,2025-08-18,489.90633
P02,WH_Hyderabad,OR1000,119.07161,3.5,1.15,2025-08-18,553.6829865000001
P02,WH_Hyderabad,OR500,94.190453,3.5,1.15,2025-08-18,437.98560645000003
P02,WH_Hyderabad,WT1000,304.46774,3.5,1.15,2025-08-18,1415.774991
P03,WH_Kolkata,BB1000,295.5521,2.0,1.1,2025-08-18,916.21151
P03,WH_Kolkata,BB250,172.69937,2.0,1.1,2025-08-18,535.3680469999999
P03,WH_Kolkata,BB500,253.64949,2.0,1.1,2025-08-18,786.313419
P03,WH_Kolkata,EN250,106.13724,2.0,1.1,2025-08-18,329.02544400000005
P03,WH_Kolkata,EN500,71.506002,2.0,1.1,2025-08-18,221.6686062
P03,WH_Kolkata,LM250,129.57175,2.0,1.1,2025-08-18,401.67242500000003
P03,WH_Kolkata,LM500,186.29367,2.0,1.1,2025-08-18,577.510377
P03,WH_Kolkata,OR1000,228.54056,2.0,1.1,2025-08-18,708.475736
P03,WH_Kolkata,OR500,159.76227,2.0,1.1,2025-08-18,495.263037
P03,WH_Kolkata,WT1000,506.48661,2.0,1.1,2025-08-18,1570.108491
P03,WH_Hyderabad,BB1000,118.54999,3.0,1.15,2025-08-18,491.9824585
P03,WH_Hyderabad,BB250,69.316667,3.0,1.15,2025-08-18,287.66416805
P03,WH_Hyderabad,BB500,101.175,3.0,1.15,2025-08-18,419.87625
P03,WH_Hyderabad,EN250,41.383334,3.0,1.15,2025-08-18,171.7408361
P03,WH_Hyderabad,EN500,29.174998,3.0,1.15,2025-08-18,121.07624170000001
P03,WH_Hyderabad,LM250,52.375001,3.0,1.15,2025-08-18,217.35625415
P03,WH_Hyderabad,LM500,74.516671,3.0,1.15,2025-08-18,309.24418465
P03,WH_Hyderabad,OR1000,89.799997,3.0,1.15,2025-08-18,372.66998755000003
P03,WH_Hyderabad,OR500,63.350001,3.0,1.15,2025-08-18,262.90250415
P03,WH_Hyderabad,WT1000,208.26667,3.0,1.15,2025-08-18,864.3066805000001
P01,WH_Delhi,BB1000,351.60038,2.0,1.2,2025-08-25,1125.121216
P01,WH_Delhi,BB250,168.44685,2.0,1.2,2025-08-25,539.0299200000001
P01,WH_Delhi,BB500,271.82883,2.0,1.2,2025-08-25,869.852256
P01,WH_Delhi,EN250,107.84054,2.0,1.2,2025-08-25,345.08972800000004
P01,WH_Delhi,EN500,77.0061,2.0,1.2,2025-08-25,246.41952000000003
P01,WH_Delhi,LM250,129.05117,2.0,1.2,2025-08-25,412.9637440000001
P01,WH_Delhi,LM500,208.85194,2.0,1.2,2025-08-25,668.3262080000001
P01,WH_Delhi,OR1000,244.8815,2.0,1.2,2025-08-25,783.6208
P01,WH_Delhi,OR500,165.24706,2.0,1.2,2025-08-25,528.7905920000001
P01,WH_Delhi,WT1000,552.30145,2.0,1.2,2025-08-25,1767.3646400000002
P02,WH_Mumbai,BB1000,378.48513,5.0,1.4,2025-08-25,2422.3048320000003
P02,WH_Mumbai,BB250,210.09649,5.0,1.4,2025-08-25,1344.617536
P02,WH_Mumbai,BB500,283.01771,5.0,1.4,2025-08-25,1811.3133440000001
P02,WH_Mumbai,EN250,123.89627,5.0,1.4,2025-08-25,792.936128
P02,WH_Mumbai,EN500,87.110184,5.0,1.4,2025-08-25,557.5051776
P02,WH_Mumbai,LM250,166.92207,5.0,1.4,2025-08-25,1068.301248
P02,WH_Mumbai,LM500,226.80078,5.0,1.4,2025-08-25,1451.524992
P02,WH_Mumbai,OR1000,274.37502,5.0,1.4,2025-08-25,1756.0001280000001
P02,WH_Mumbai,OR500,192.96592,5.0,1.4,2025-08-25,1234.9818880000003
P02,WH_Mumbai,WT1000,624.24585,5.0,1.4,2025-08-25,3995.1734400000005
P02,WH_Bangalore,BB1000,338.39731,2.0,1.3,2025-08-25,1116.711123
P02,WH_Bangalore,BB250,203.97331,2.0,1.3,2025-08-25,673.1119229999999
P02,WH_Bangalore,BB500,287.37967,2.0,1.3,2025-08-25,948.3529109999998
P02,WH_Bangalore,EN250,119.10308,2.0,1.3,2025-08-25,393.040164
P02,WH_Bangalore,EN500,84.597305,2.0,1.3,2025-08-25,279.1711065
P02,WH_Bangalore,LM250,162.51831,2.0,1.3,2025-08-25,536.310423
P02,WH_Bangalore,LM500,215.78984,2.0,1.3,2025-08-25,712.1064719999999
P02,WH_Bangalore,OR1000,264.37348,2.0,1.3,2025-08-25,872.4324839999998
P02,WH_Bangalore,OR500,180.77454,2.0,1.3,2025-08-25,596.555982
P02,WH_Bangalore,WT1000,605.2327,2.0,1.3,2025-08-25,1997.26791
P02,WH_Hyderabad,BB1000,181.038,3.5,1.15,2025-08-25,841.8267000000001
P02,WH_Hyderabad,BB250,96.157338,3.5,1.15,2025-08-25,447.13162170000004
P02,WH_Hyderabad,BB500,111.90912,3.5,1.15,2025-08-25,520.3774080000001
P02,WH_Hyderabad,EN250,56.634435,3.5,1.15,2025-08-25,263.35012275
P02,WH_Hyderabad,EN500,39.845751,3.5,1.15,2025-08-25,185.28274215000002
P02,WH_Hyderabad,LM250,73.539844,3.5,1.15,2025-08-25,341.96027460000005
P02,WH_Hyderabad,LM500,96.595828,3.5,1.15,2025-08-25,449.1706002
P02,WH_Hyderabad,OR1000,121.42407,3.5,1.15,2025-08-25,564.6219255000001
P02,WH_Hyderabad,OR500,91.042548,3.5,1.15,2025-08-25,423.34784820000004
P02,WH_Hyderabad,WT1000,265.23379,3.5,1.15,2025-08-25,1233.3371235000002
P03,WH_Kolkata,BB1000,293.7939,2.0,1.1,2025-08-25,910.7610900000001
P03,WH_Kolkata,BB250,177.86272,2.0,1.1,2025-08-25,551.374432
P03,WH_Kolkata,BB500,237.35567,2.0,1.1,2025-08-25,735.802577
P03,WH_Kolkata,EN250,103.11196,2.0,1.1,2025-08-25,319.64707599999997
P03,WH_Kolkata,EN500,74.453982,2.0,1.1,2025-08-25,230.8073442
P03,WH_Kolkata,LM250,126.93719,2.0,1.1,2025-08-25,393.505289
P03,WH_Kolkata,LM500,181.72235,2.0,1.1,2025-08-25,563.339285
P03,WH_Kolkata,OR1000,219.3561,2.0,1.1,2025-08-25,680.00391
P03,WH_Kolkata,OR500,157.61704,2.0,1.1,2025-08-25,488.61282400000005
P03,WH_Kolkata,WT1000,500.211,2.0,1.1,2025-08-25,1550.6541
P03,WH_Hyderabad,BB1000,118.55,3.0,1.15,2025-08-25,491.9825
P03,WH_Hyderabad,BB250,69.316667,3.0,1.15,2025-08-25,287.66416805
P03,WH_Hyderabad,BB500,101.175,3.0,1.15,2025-08-25,419.87625
P03,WH_Hyderabad,EN250,41.383334,3.0,1.15,2025-08-25,171.7408361
P03,WH_Hyderabad,EN500,29.174998,3.0,1.15,2025-08-25,121.07624170000001
P03,WH_Hyderabad,LM250,52.374998,3.0,1.15,2025-08-25,217.3562417
P03,WH_Hyderabad,LM500,74.516671,3.0,1.15,2025-08-25,309.24418465
P03,WH_Hyderabad,OR1000,89.799996,3.0,1.15,2025-08-25,372.6699834
P03,WH_Hyderabad,OR500,63.350002,3.0,1.15,2025-08-25,262.9025083
P03,WH_Hyderabad,WT1000,208.26667,3.0,1.15,2025-08-25,864.3066805000001
P01,WH_Delhi,BB1000,324.81526,2.0,1.2,2025-09-01,1039.408832
P01,WH_Delhi,BB250,173.43644,2.0,1.2,2025-09-01,554.996608
P01,WH_Delhi,BB500,259.93496,2.0,1.2,2025-09-01,831.791872
P01,WH_Delhi,EN250,109.30084,2.0,1.2,2025-09-01,349.762688
P01,WH_Delhi,EN500,80.057973,2.0,1.2,2025-09-01,256.18551360000004
P01,WH_Delhi,LM250,134.70285,2.0,1.2,2025-09-01,431.0491200000001
P01,WH_Delhi,LM500,198.41723,2.0,1.2,2025-09-01,634.935136
P01,WH_Delhi,OR1000,231.74688,2.0,1.2,2025-09-01,741.5900160000001
P01,WH_Delhi,OR500,161.12895,2.0,1.2,2025-09-01,515.61264
P01,WH_Delhi,WT1000,539.09281,2.0,1.2,2025-09-01,1725.096992
P02,WH_Mumbai,BB1000,372.23238,5.0,1.4,2025-09-01,2382.287232
P02,WH_Mumbai,BB250,203.30905,5.0,1.4,2025-09-01,1301.17792
P02,WH_Mumbai,BB500,284.98827,5.0,1.4,2025-09-01,1823.9249280000001
P02,WH_Mumbai,EN250,126.60041,5.0,1.4,2025-09-01,810.242624
P02,WH_Mumbai,EN500,87.80719,5.0,1.4,2025-09-01,561.9660160000001
P02,WH_Mumbai,LM250,179.85829,5.0,1.4,2025-09-01,1151.0930560000002
P02,WH_Mumbai,LM500,241.36646,5.0,1.4,2025-09-01,1544.745344
P02,WH_Mumbai,OR1000,270.07864,5.0,1.4,2025-09-01,1728.503296
P02,WH_Mumbai,OR500,191.05866,5.0,1.4,2025-09-01,1222.7754240000002
P02,WH_Mumbai,WT1000,587.0086,5.0,1.4,2025-09-01,3756.8550400000004
P02,WH_Bangalore,BB1000,350.9761,2.0,1.3,2025-09-01,1158.22113
P02,WH_Bangalore,BB250,196.00495,2.0,1.3,2025-09-01,646.816335
P02,WH_Bangalore,BB500,262.71139,2.0,1.3,2025-09-01,866.9475869999999
P02,WH_Bangalore,EN250,120.49114,2.0,1.3,2025-09-01,397.62076199999996
P02,WH_Bangalore,EN500,83.180583,2.0,1.3,2025-09-01,274.4959239
P02,WH_Bangalore,LM250,156.93183,2.0,1.3,2025-09-01,517.8750389999999
P02,WH_Bangalore,LM500,212.34551,2.0,1.3,2025-09-01,700.7401829999999
P02,WH_Bangalore,OR1000,274.37713,2.0,1.3,2025-09-01,905.444529
P02,WH_Bangalore,OR500,189.58861,2.0,1.3,2025-09-01,625.6424129999999
P02,WH_Bangalore,WT1000,574.77887,2.0,1.3,2025-09-01,1896.7702709999999
P02,WH_Hyderabad,BB1000,172.9008,3.5,1.15,2025-09-01,803.9887200000001
P02,WH_Hyderabad,BB250,83.261091,3.5,1.15,2025-09-01,387.16407315
P02,WH_Hyderabad,BB500,116.46536,3.5,1.15,2025-09-01,541.563924
P02,WH_Hyderabad,EN250,57.948958,3.5,1.15,2025-09-01,269.46265470000003
P02,WH_Hyderabad,EN500,46.868234,3.5,1.15,2025-09-01,217.93728810000002
P02,WH_Hyderabad,LM250,68.425452,3.5,1.15,2025-09-01,318.17835180000003
P02,WH_Hyderabad,LM500,101.56543,3.5,1.15,2025-09-01,472.27924950000005
P02,WH_Hyderabad,OR1000,114.33314,3.5,1.15,2025-09-01,531.6491010000001
P02,WH_Hyderabad,OR500,90.281806,3.5,1.15,2025-09-01,419.81039790000005
P02,WH_Hyderabad,WT1000,271.97648,3.5,1.15,2025-09-01,1264.690632
P03,WH_Kolkata,BB1000,289.88652,2.0,1.1,2025-09-01,898.6482120000001
P03,WH_Kolkata,BB250,178.31034,2.0,1.1,2025-09-01,552.762054
P03,WH_Kolkata,BB500,233.59144,2.0,1.1,2025-09-01,724.133464
P03,WH_Kolkata,EN250,104.06656,2.0,1.1,2025-09-01,322.606336
P03,WH_Kolkata,EN500,75.129861,2.0,1.1,2025-09-01,232.90256910000002
P03,WH_Kolkata,LM250,129.06388,2.0,1.1,2025-09-01,400.09802800000006
P03,WH_Kolkata,LM500,180.0613,2.0,1.1,2025-09-01,558.19003
P03,WH_Kolkata,OR1000,225.00326,2.0,1.1,2025-09-01,697.5101060000001
P03,WH_Kolkata,OR500,159.08428,2.0,1.1,2025-09-01,493.161268
P03,WH_Kolkata,WT1000,549.0573,2.0,1.1,2025-09-01,1702.0776300000002
P03,WH_Hyderabad,BB1000,118.55,3.0,1.15,2025-09-01,491.9825
P03,WH_Hyderabad,BB250,69.316665,3.0,1.15,2025-09-01,287.66415975
P03,WH_Hyderabad,BB500,101.175,3.0,1.15,2025-09-01,419.87625
P03,WH_Hyderabad,EN250,41.38333,3.0,1.15,2025-09-01,171.74081950000001
P03,WH_Hyderabad,EN500,29.174999,3.0,1.15,2025-09-01,121.07624585
P03,WH_Hyderabad,LM250,52.375005,3.0,1.15,2025-09-01,217.35627075000002
P03,WH_Hyderabad,LM500,74.51667,3.0,1.15,2025-09-01,309.2441805
P03,WH_Hyderabad,OR1000,89.800003,3.0,1.15,2025-09-01,372.67001245000006
P03,WH_Hyderabad,OR500,63.350004,3.0,1.15,2025-09-01,262.9025166
P03,WH_Hyderabad,WT1000,208.26666,3.0,1.15,2025-09-01,864.3066390000001
P01,WH_Delhi,BB1000,336.95535,2.0,1.2,2025-09-08,1078.25712
P01,WH_Delhi,BB250,178.82736,2.0,1.2,2025-09-08,572.247552
P01,WH_Delhi,BB500,272.85382,2.0,1.2,2025-09-08,873.132224
P01,WH_Delhi,EN250,115.04004,2.0,1.2,2025-09-08,368.12812800000006
P01,WH_Delhi,EN500,78.128719,2.0,1.2,2025-09-08,250.01190080000003
P01,WH_Delhi,LM250,134.47057,2.0,1.2,2025-09-08,430.30582400000003
P01,WH_Delhi,LM500,199.98428,2.0,1.2,2025-09-08,639.9496960000001
P01,WH_Delhi,OR1000,251.6157,2.0,1.2,2025-09-08,805.17024
P01,WH_Delhi,OR500,162.11833,2.0,1.2,2025-09-08,518.778656
P01,WH_Delhi,WT1000,540.13219,2.0,1.2,2025-09-08,1728.4230080000002
P02,WH_Mumbai,BB1000,361.88893,5.0,1.4,2025-09-08,2316.089152
P02,WH_Mumbai,BB250,204.21216,5.0,1.4,2025-09-08,1306.957824
P02,WH_Mumbai,BB500,283.84175,5.0,1.4,2025-09-08,1816.5872
P02,WH_Mumbai,EN250,131.17016,5.0,1.4,2025-09-08,839.4890240000001
P02,WH_Mumbai,EN500,87.081378,5.0,1.4,2025-09-08,557.3208192000001
P02,WH_Mumbai,LM250,168.92826,5.0,1.4,2025-09-08,1081.140864
P02,WH_Mumbai,LM500,225.69655,5.0,1.4,2025-09-08,1444.45792
P02,WH_Mumbai,OR1000,271.21986,5.0,1.4,2025-09-08,1735.807104
P02,WH_Mumbai,OR500,189.83827,5.0,1.4,2025-09-08,1214.964928
P02,WH_Mumbai,WT1000,589.10908,5.0,1.4,2025-09-08,3770.298112
P02,WH_Bangalore,BB1000,348.6658,2.0,1.3,2025-09-08,1150.5971399999999
P02,WH_Bangalore,BB250,196.14401,2.0,1.3,2025-09-08,647.275233
P02,WH_Bangalore,BB500,270.59692,2.0,1.3,2025-09-08,892.969836
P02,WH_Bangalore,EN250,117.823,2.0,1.3,2025-09-08,388.81589999999994
P02,WH_Bangalore,EN500,83.10278,2.0,1.3,2025-09-08,274.239174
P02,WH_Bangalore,LM250,164.81388,2.0,1.3,2025-09-08,543.885804
P02,WH_Bangalore,LM500,238.92657,2.0,1.3,2025-09-08,788.457681
P02,WH_Bangalore,OR1000,252.235,2.0,1.3,2025-09-08,832.3755
P02,WH_Bangalore,OR500,202.52192,2.0,1.3,2025-09-08,668.322336
P02,WH_Bangalore,WT1000,579.05328,2.0,1.3,2025-09-08,1910.8758239999997
P02,WH_Hyderabad,BB1000,171.89729,3.5,1.15,2025-09-08,799.3223985000001
P02,WH_Hyderabad,BB250,84.902662,3.5,1.15,2025-09-08,394.79737830000005
P02,WH_Hyderabad,BB500,131.41972,3.5,1.15,2025-09-08,611.101698
P02,WH_Hyderabad,EN250,56.937526,3.5,1.15,2025-09-08,264.7594959
P02,WH_Hyderabad,EN500,42.09755,3.5,1.15,2025-09-08,195.75360750000002
P02,WH_Hyderabad,LM250,73.70776,3.5,1.15,2025-09-08,342.741084
P02,WH_Hyderabad,LM500,93.507678,3.5,1.15,2025-09-08,434.81070270000004
P02,WH_Hyderabad,OR1000,120.4722,3.5,1.15,2025-09-08,560.19573
P02,WH_Hyderabad,OR500,84.562371,3.5,1.15,2025-09-08,393.21502515000003
P02,WH_Hyderabad,WT1000,290.88528,3.5,1.15,2025-09-08,1352.6165520000002
P03,WH_Kolkata,BB1000,288.28954,2.0,1.1,2025-09-08,893.697574
P03,WH_Kolkata,BB250,168.90505,2.0,1.1,2025-09-08,523.605655
P03,WH_Kolkata,BB500,239.30116,2.0,1.1,2025-09-08,741.8335960000001
P03,WH_Kolkata,EN250,100.46767,2.0,1.1,2025-09-08,311.449777
P03,WH_Kolkata,EN500,71.461765,2.0,1.1,2025-09-08,221.5314715
