date,sku,product,pack_size,region,units_sold,price,promotion,is_holiday
2023-12-15,EN500,Energy Max,500ml,Central,173,72.0,0,0
2023-12-15,WT1000,Bharat Water,1L,North,735,20.0,0,0
2023-12-15,WT1000,Bharat Water,1L,South,846,20.0,0,0
2023-12-15,WT1000,Bharat Water,1L,East,741,20.0,0,0
2023-12-15,WT1000,Bharat Water,1L,West,1244,18.0,1,0
2023-12-15,WT1000,Bharat Water,1L,Central,649,20.0,0,0
2023-12-16,BB250,Bharat Cola,250ml,North,612,24.0,0,0
2023-12-16,BB250,Bharat Cola,250ml,South,598,24.0,0,0
2023-12-16,BB250,Bharat Cola,250ml,East,444,24.0,0,0
2023-12-16,BB250,Bharat Cola,250ml,West,729,24.0,0,0
2023-12-16,BB250,Bharat Cola,250ml,Central,441,24.0,0,0
2023-12-16,BB500,Bharat Cola,500ml,North,844,35.0,0,0
2023-12-16,BB500,Bharat Cola,500ml,South,788,35.0,0,0
2023-12-16,BB500,Bharat Cola,500ml,East,817,35.0,0,0
2023-12-16,BB500,Bharat Cola,500ml,West,842,35.0,0,0
2023-12-16,BB500,Bharat Cola,500ml,Central,625,35.0,0,0
2023-12-16,BB1000,Bharat Cola,1L,North,495,55.0,0,0
2023-12-16,BB1000,Bharat Cola,1L,South,441,55.0,0,0
2023-12-16,BB1000,Bharat Cola,1L,East,475,55.0,0,0
2023-12-16,BB1000,Bharat Cola,1L,West,625,55.0,0,0
2023-12-16,BB1000,Bharat Cola,1L,Central,550,55.0,0,0
2023-12-16,LM250,Lemon Blast,250ml,North,451,22.0,0,0
2023-12-16,LM250,Lemon Blast,250ml,South,484,22.0,0,0
2023-12-16,LM250,Lemon Blast,250ml,East,470,22.0,0,0
2023-12-16,LM250,Lemon Blast,250ml,West,450,22.0,0,0
2023-12-16,LM250,Lemon Blast,250ml,Central,366,22.0,0,0
2023-12-16,LM500,Lemon Blast,500ml,North,678,32.0,0,0
2023-12-16,LM500,Lemon Blast,500ml,South,663,32.0,0,0
2023-12-16,LM500,Lemon Blast,500ml,East,583,32.0,0,0
2023-12-16,LM500,Lemon Blast,500ml,West,732,32.0,0,0
2023-12-16,LM500,Lemon Blast,500ml,Central,509,32.0,0,0
2023-12-16,OR500,Orange Rush,500ml,North,450,34.0,0,0
2023-12-16,OR500,Orange Rush,500ml,South,534,34.0,0,0
2023-12-16,OR500,Orange Rush,500ml,East,486,34.0,0,0
2023-12-16,OR500,Orange Rush,500ml,West,639,34.0,0,0
2023-12-16,OR500,Orange Rush,500ml,Central,477,34.0,0,0
2023-12-16,OR1000,Orange Rush,1L,North,405,52.0,0,0
2023-12-16,OR1000,Orange Rush,1L,South,416,52.0,0,0
2023-12-16,OR1000,Orange Rush,1L,East,391,52.0,0,0
2023-12-16,OR1000,Orange Rush,1L,West,424,52.0,0,0
2023-12-16,OR1000,Orange Rush,1L,Central,274,52.0,0,0
2023-12-16,EN250,Energy Max,250ml,North,331,48.0,0,0
2023-12-16,EN250,Energy Max,250ml,South,393,48.0,0,0
2023-12-16,EN250,Energy Max,250ml,East,356,48.0,0,0
2023-12-16,EN250,Energy Max,250ml,West,481,43.2,1,0
2023-12-16,EN250,Energy Max,250ml,Central,325,48.0,0,0
2023-12-16,EN500,Energy Max,500ml,North,242,72.0,0,0
2023-12-16,EN500,Energy Max,500ml,South,256,72.0,0,0
2023-12-16,EN500,Energy Max,500ml,East,254,72.0,0,0
2023-12-16,EN500,Energy Max,500ml,West,302,72.0,0,0
2023-12-16,EN500,Energy Max,500ml,Central,284,72.0,0,0
2023-12-16,WT1000,Bharat Water,1L,North,1046,18.0,1,0
2023-12-16,WT1000,Bharat Water,1L,South,1100,20.0,0,0
2023-12-16,WT1000,Bharat Water,1L,East,725,20.0,0,0
2023-12-16,WT1000,Bharat Water,1L,West,1150,20.0,0,0
2023-12-16,WT1000,Bharat Water,1L,Central,796,20.0,0,0
2023-12-17,BB250,Bharat Cola,250ml,North,548,24.0,0,0
2023-12-17,BB250,Bharat Cola,250ml,South,812,21.6,1,0
2023-12-17,BB250,Bharat Cola,250ml,East,565,24.0,0,0
2023-12-17,BB250,Bharat Cola,250ml,West,730,24.0,0,0
2023-12-17,BB250,Bharat Cola,250ml,Central,465,24.0,0,0
2023-12-17,BB500,Bharat Cola,500ml,North,708,35.0,0,0
2023-12-17,BB500,Bharat Cola,500ml,South,939,35.0,0,0
2023-12-17,BB500,Bharat Cola,500ml,East,806,35.0,0,0
2023-12-17,BB500,Bharat Cola,500ml,West,1315,31.5,1,0
2023-12-17,BB500,Bharat Cola,500ml,Central,705,35.0,0,0
2023-12-17,BB1000,Bharat Cola,1L,North,472,55.0,0,0
2023-12-17,BB1000,Bharat Cola,1L,South,720,49.5,1,0
2023-12-17,BB1000,Bharat Cola,1L,East,483,55.0,0,0
2023-12-17,BB1000,Bharat Cola,1L,West,614,55.0,0,0
2023-12-17,BB1000,Bharat Cola,1L,Central,423,55.0,0,0
2023-12-17,LM250,Lemon Blast,250ml,North,499,22.0,0,0
2023-12-17,LM250,Lemon Blast,250ml,South,501,22.0,0,0
2023-12-17,LM250,Lemon Blast,250ml,East,583,19.8,1,0
2023-12-17,LM250,Lemon Blast,250ml,West,501,22.0,0,0
2023-12-17,LM250,Lemon Blast,250ml,Central,368,22.0,0,0
2023-12-17,LM500,Lemon Blast,500ml,North,658,32.0,0,0
2023-12-17,LM500,Lemon Blast,500ml,South,743,32.0,0,0
2023-12-17,LM500,Lemon Blast,500ml,East,510,32.0,0,0
2023-12-17,LM500,Lemon Blast,500ml,West,870,32.0,0,0
2023-12-17,LM500,Lemon Blast,500ml,Central,664,28.8,1,0
2023-12-17,OR500,Orange Rush,500ml,North,539,34.0,0,0
2023-12-17,OR500,Orange Rush,500ml,South,621,34.0,0,0
2023-12-17,OR500,Orange Rush,500ml,East,507,34.0,0,0
2023-12-17,OR500,Orange Rush,500ml,West,771,30.6,1,0
2023-12-17,OR500,Orange Rush,500ml,Central,484,34.0,0,0
2023-12-17,OR1000,Orange Rush,1L,North,310,52.0,0,0
2023-12-17,OR1000,Orange Rush,1L,South,425,52.0,0,0
2023-12-17,OR1000,Orange Rush,1L,East,343,52.0,0,0
2023-12-17,OR1000,Orange Rush,1L,West,483,52.0,0,0
2023-12-17,OR1000,Orange Rush,1L,Central,371,52.0,0,0
2023-12-17,EN250,Energy Max,250ml,North,307,48.0,0,0
2023-12-17,EN250,Energy Max,250ml,South,336,48.0,0,0
2023-12-17,EN250,Energy Max,250ml,East,404,48.0,0,0
2023-12-17,EN250,Energy Max,250ml,West,313,48.0,0,0
2023-12-17,EN250,Energy Max,250ml,Central,373,43.2,1,0
2023-12-17,EN500,Energy Max,500ml,North,224,72.0,0,0
2023-12-17,EN500,Energy Max,500ml,South,391,64.8,1,0
2023-12-17,EN500,Energy Max,500ml,East,237,72.0,0,0
2023-12-17,EN500,Energy Max,500ml,West,339,64.8,1,0
2023-12-17,EN500,Energy Max,500ml,Central,229,72.0,0,0
2023-12-17,WT1000,Bharat Water,1L,North,1053,20.0,0,0
2023-12-17,WT1000,Bharat Water,1L,South,1024,20.0,0,0
2023-12-17,WT1000,Bharat Water,1L,East,882,20.0,0,0
2023-12-17,WT1000,Bharat Water,1L,West,861,20.0,0,0
2023-12-17,WT1000,Bharat Water,1L,Central,887,20.0,0,0
2023-12-18,BB250,Bharat Cola,250ml,North,448,24.0,0,0
2023-12-18,BB250,Bharat Cola,250ml,South,567,24.0,0,0
2023-12-18,BB250,Bharat Cola,250ml,East,434,24.0,0,0
2023-12-18,BB250,Bharat Cola,250ml,West,572,24.0,0,0
2023-12-18,BB250,Bharat Cola,250ml,Central,446,24.0,0,0
2023-12-18,BB500,Bharat Cola,500ml,North,916,35.0,0,0
2023-12-18,BB500,Bharat Cola,500ml,South,754,35.0,0,0
2023-12-18,BB500,Bharat Cola,500ml,East,700,35.0,0,0
2023-12-18,BB500,Bharat Cola,500ml,West,811,35.0,0,0
2023-12-18,BB500,Bharat Cola,500ml,Central,568,35.0,0,0
2023-12-18,BB1000,Bharat Cola,1L,North,459,55.0,0,0
2023-12-18,BB1000,Bharat Cola,1L,South,661,49.5,1,0
2023-12-18,BB1000,Bharat Cola,1L,East,374,55.0,0,0
2023-12-18,BB1000,Bharat Cola,1L,West,493,55.0,0,0
2023-12-18,BB1000,Bharat Cola,1L,Central,399,55.0,0,0
2023-12-18,LM250,Lemon Blast,250ml,North,416,22.0,0,0
2023-12-18,LM250,Lemon Blast,250ml,South,460,22.0,0,0
2023-12-18,LM250,Lemon Blast,250ml,East,307,22.0,0,0
2023-12-18,LM250,Lemon Blast,250ml,West,531,22.0,0,0
2023-12-18,LM250,Lemon Blast,250ml,Central,365,22.0,0,0
2023-12-18,LM500,Lemon Blast,500ml,North,551,32.0,0,0
2023-12-18,LM500,Lemon Blast,500ml,South,653,32.0,0,0
2023-12-18,LM500,Lemon Blast,500ml,East,597,32.0,0,0
2023-12-18,LM500,Lemon Blast,500ml,West,623,32.0,0,0
2023-12-18,LM500,Lemon Blast,500ml,Central,482,32.0,0,0
2023-12-18,OR500,Orange Rush,500ml,North,408,34.0,0,0
2023-12-18,OR500,Orange Rush,500ml,South,495,34.0,0,0
2023-12-18,OR500,Orange Rush,500ml,East,465,34.0,0,0
2023-12-18,OR500,Orange Rush,500ml,West,518,34.0,0,0
2023-12-18,OR500,Orange Rush,500ml,Central,404,34.0,0,0
2023-12-18,OR1000,Orange Rush,1L,North,387,52.0,0,0
2023-12-18,OR1000,Orange Rush,1L,South,374,52.0,0,0
2023-12-18,OR1000,Orange Rush,1L,East,323,52.0,0,0
2023-12-18,OR1000,Orange Rush,1L,West,403,52.0,0,0
2023-12-18,OR1000,Orange Rush,1L,Central,326,52.0,0,0
2023-12-18,EN250,Energy Max,250ml,North,311,48.0,0,0
2023-12-18,EN250,Energy Max,250ml,South,311,48.0,0,0
2023-12-18,EN250,Energy Max,250ml,East,307,48.0,0,0
2023-12-18,EN250,Energy Max,250ml,West,395,48.0,0,0
2023-12-18,EN250,Energy Max,250ml,Central,291,48.0,0,0
2023-12-18,EN500,Energy Max,500ml,North,237,72.0,0,0
2023-12-18,EN500,Energy Max,500ml,South,235,72.0,0,0
2023-12-18,EN500,Energy Max,500ml,East,195,72.0,0,0
2023-12-18,EN500,Energy Max,500ml,West,259,72.0,0,0
2023-12-18,EN500,Energy Max,500ml,Central,189,72.0,0,0
2023-12-18,WT1000,Bharat Water,1L,North,883,20.0,0,0
2023-12-18,WT1000,Bharat Water,1L,South,893,20.0,0,0
2023-12-18,WT1000,Bharat Water,1L,East,702,20.0,0,0
2023-12-18,WT1000,Bharat Water,1L,West,797,20.0,0,0
2023-12-18,WT1000,Bharat Water,1L,Central,769,20.0,0,0
2023-12-19,BB250,Bharat Cola,250ml,North,452,24.0,0,0
2023-12-19,BB250,Bharat Cola,250ml,South,548,24.0,0,0
2023-12-19,BB250,Bharat Cola,250ml,East,606,21.6,1,0
2023-12-19,BB250,Bharat Cola,250ml,West,521,24.0,0,0
2023-12-19,BB250,Bharat Cola,250ml,Central,441,24.0,0,0
2023-12-19,BB500,Bharat Cola,500ml,North,807,35.0,0,0
2023-12-19,BB500,Bharat Cola,500ml,South,682,35.0,0,0
2023-12-19,BB500,Bharat Cola,500ml,East,754,35.0,0,0
2023-12-19,BB500,Bharat Cola,500ml,West,842,35.0,0,0
2023-12-19,BB500,Bharat Cola,500ml,Central,607,35.0,0,0
2023-12-19,BB1000,Bharat Cola,1L,North,379,55.0,0,0
2023-12-19,BB1000,Bharat Cola,1L,South,481,55.0,0,0
2023-12-19,BB1000,Bharat Cola,1L,East,396,55.0,0,0
2023-12-19,BB1000,Bharat Cola,1L,West,502,55.0,0,0
2023-12-19,BB1000,Bharat Cola,1L,Central,421,55.0,0,0
2023-12-19,LM250,Lemon Blast,250ml,North,329,22.0,0,0
2023-12-19,LM250,Lemon Blast,250ml,South,431,22.0,0,0
2023-12-19,LM250,Lemon Blast,250ml,East,431,22.0,0,0
2023-12-19,LM250,Lemon Blast,250ml,West,425,22.0,0,0
2023-12-19,LM250,Lemon Blast,250ml,Central,363,22.0,0,0
2023-12-19,LM500,Lemon Blast,500ml,North,448,32.0,0,0
2023-12-19,LM500,Lemon Blast,500ml,South,517,32.0,0,0
2023-12-19,LM500,Lemon Blast,500ml,East,489,32.0,0,0
2023-12-19,LM500,Lemon Blast,500ml,West,717,32.0,0,0
2023-12-19,LM500,Lemon Blast,500ml,Central,588,28.8,1,0
2023-12-19,OR500,Orange Rush,500ml,North,486,34.0,0,0
2023-12-19,OR500,Orange Rush,500ml,South,483,34.0,0,0
2023-12-19,OR500,Orange Rush,500ml,East,389,34.0,0,0
2023-12-19,OR500,Orange Rush,500ml,West,521,34.0,0,0
2023-12-19,OR500,Orange Rush,500ml,Central,441,34.0,0,0
2023-12-19,OR1000,Orange Rush,1L,North,367,52.0,0,0
2023-12-19,OR1000,Orange Rush,1L,South,361,52.0,0,0
2023-12-19,OR1000,Orange Rush,1L,East,329,52.0,0,0
2023-12-19,OR1000,Orange Rush,1L,West,383,52.0,0,0
2023-12-19,OR1000,Orange Rush,1L,Central,303,52.0,0,0
2023-12-19,EN250,Energy Max,250ml,North,282,48.0,0,0
2023-12-19,EN250,Energy Max,250ml,South,314,48.0,0,0
2023-12-19,EN250,Energy Max,250ml,East,262,48.0,0,0
2023-12-19,EN250,Energy Max,250ml,West,339,48.0,0,0
2023-12-19,EN250,Energy Max,250ml,Central,303,48.0,0,0
2023-12-19,EN500,Energy Max,500ml,North,255,72.0,0,0
2023-12-19,EN500,Energy Max,500ml,South,265,72.0,0,0
2023-12-19,EN500,Energy Max,500ml,East,219,72.0,0,0
2023-12-19,EN500,Energy Max,500ml,West,255,72.0,0,0
2023-12-19,EN500,Energy Max,500ml,Central,216,72.0,0,0
2023-12-19,WT1000,Bharat Water,1L,North,1012,20.0,0,0
2023-12-19,WT1000,Bharat Water,1L,South,871,20.0,0,0
2023-12-19,WT1000,Bharat Water,1L,East,775,20.0,0,0
2023-12-19,WT1000,Bharat Water,1L,West,1139,18.0,1,0
2023-12-19,WT1000,Bharat Water,1L,Central,827,20.0,0,0
2023-12-20,BB250,Bharat Cola,250ml,North,490,24.0,0,0
2023-12-20,BB250,Bharat Cola,250ml,South,504,24.0,0,0
2023-12-20,BB250,Bharat Cola,250ml,East,631,21.6,1,0
2023-12-20,BB250,Bharat Cola,250ml,West,527,24.0,0,0
2023-12-20,BB250,Bharat Cola,250ml,Central,462,24.0,0,0
2023-12-20,BB500,Bharat Cola,500ml,North,721,35.0,0,0
2023-12-20,BB500,Bharat Cola,500ml,South,825,35.0,0,0
2023-12-20,BB500,Bharat Cola,500ml,East,688,35.0,0,0
2023-12-20,BB500,Bharat Cola,500ml,West,859,31.5,1,0
2023-12-20,BB500,Bharat Cola,500ml,Central,684,35.0,0,0
2023-12-20,BB1000,Bharat Cola,1L,North,457,55.0,0,0
2023-12-20,BB1000,Bharat Cola,1L,South,542,55.0,0,0
2023-12-20,BB1000,Bharat Cola,1L,East,390,55.0,0,0
2023-12-20,BB1000,Bharat Cola,1L,West,417,55.0,0,0
2023-12-20,BB1000,Bharat Cola,1L,Central,531,49.5,1,0
2023-12-20,LM250,Lemon Blast,250ml,North,411,22.0,0,0
2023-12-20,LM250,Lemon Blast,250ml,South,449,22.0,0,0
2023-12-20,LM250,Lemon Blast,250ml,East,286,22.0,0,0
2023-12-20,LM250,Lemon Blast,250ml,West,538,22.0,0,0
2023-12-20,LM250,Lemon Blast,250ml,Central,326,19.8,1,0
2023-12-20,LM500,Lemon Blast,500ml,North,453,32.0,0,0
2023-12-20,LM500,Lemon Blast,500ml,South,534,32.0,0,0
2023-12-20,LM500,Lemon Blast,500ml,East,708,28.8,1,0
2023-12-20,LM500,Lemon Blast,500ml,West,714,32.0,0,0
2023-12-20,LM500,Lemon Blast,500ml,Central,501,32.0,0,0
2023-12-20,OR500,Orange Rush,500ml,North,492,34.0,0,0
2023-12-20,OR500,Orange Rush,500ml,South,590,30.6,1,0
2023-12-20,OR500,Orange Rush,500ml,East,397,34.0,0,0
2023-12-20,OR500,Orange Rush,500ml,West,451,34.0,0,0
2023-12-20,OR500,Orange Rush,500ml,Central,442,34.0,0,0
2023-12-20,OR1000,Orange Rush,1L,North,370,52.0,0,0
2023-12-20,OR1000,Orange Rush,1L,South,317,52.0,0,0
2023-12-20,OR1000,Orange Rush,1L,East,289,52.0,0,0
2023-12-20,OR1000,Orange Rush,1L,West,362,52.0,0,0
2023-12-20,OR1000,Orange Rush,1L,Central,263,52.0,0,0
2023-12-20,EN250,Energy Max,250ml,North,320,48.0,0,0
2023-12-20,EN250,Energy Max,250ml,South,328,48.0,0,0
2023-12-20,EN250,Energy Max,250ml,East,333,48.0,0,0
2023-12-20,EN250,Energy Max,250ml,West,329,48.0,0,0
2023-12-20,EN250,Energy Max,250ml,Central,303,48.0,0,0
2023-12-20,EN500,Energy Max,500ml,North,188,72.0,0,0
2023-12-20,EN500,Energy Max,500ml,South,228,72.0,0,0
2023-12-20,EN500,Energy Max,500ml,East,213,72.0,0,0
2023-12-20,EN500,Energy Max,500ml,West,263,72.0,0,0
2023-12-20,EN500,Energy Max,500ml,Central,229,72.0,0,0
2023-12-20,WT1000,Bharat Water,1L,North,797,20.0,0,0
2023-12-20,WT1000,Bharat Water,1L,South,878,20.0,0,0
2023-12-20,WT1000,Bharat Water,1L,East,663,20.0,0,0
2023-12-20,WT1000,Bharat Water,1L,West,813,20.0,0,0
2023-12-20,WT1000,Bharat Water,1L,Central,660,20.0,0,0
2023-12-21,BB250,Bharat Cola,250ml,North,495,24.0,0,0
2023-12-21,BB250,Bharat Cola,250ml,South,539,24.0,0,0
2023-12-21,BB250,Bharat Cola,250ml,East,489,24.0,0,0
2023-12-21,BB250,Bharat Cola,250ml,West,651,24.0,0,0
2023-12-21,BB250,Bharat Cola,250ml,Central,448,24.0,0,0
2023-12-21,BB500,Bharat Cola,500ml,North,772,35.0,0,0
2023-12-21,BB500,Bharat Cola,500ml,South,722,35.0,0,0
2023-12-21,BB500,Bharat Cola,500ml,East,788,35.0,0,0
2023-12-21,BB500,Bharat Cola,500ml,West,824,35.0,0,0
2023-12-21,BB500,Bharat Cola,500ml,Central,746,35.0,0,0
2023-12-21,BB1000,Bharat Cola,1L,North,430,55.0,0,0
2023-12-21,BB1000,Bharat Cola,1L,South,465,55.0,0,0
2023-12-21,BB1000,Bharat Cola,1L,East,393,55.0,0,0
2023-12-21,BB1000,Bharat Cola,1L,West,451,55.0,0,0
2023-12-21,BB1000,Bharat Cola,1L,Central,437,55.0,0,0
2023-12-21,LM250,Lemon Blast,250ml,North,355,22.0,0,0
2023-12-21,LM250,Lemon Blast,250ml,South,439,22.0,0,0
2023-12-21,LM250,Lemon Blast,250ml,East,323,22.0,0,0
2023-12-21,LM250,Lemon Blast,250ml,West,528,22.0,0,0
2023-12-21,LM250,Lemon Blast,250ml,Central,383,22.0,0,0
2023-12-21,LM500,Lemon Blast,500ml,North,604,32.0,0,0
2023-12-21,LM500,Lemon Blast,500ml,South,462,32.0,0,0
2023-12-21,LM500,Lemon Blast,500ml,East,532,32.0,0,0
2023-12-21,LM500,Lemon Blast,500ml,West,626,32.0,0,0
2023-12-21,LM500,Lemon Blast,500ml,Central,469,32.0,0,0
2023-12-21,OR500,Orange Rush,500ml,North,534,34.0,0,0
2023-12-21,OR500,Orange Rush,500ml,South,434,34.0,0,0
2023-12-21,OR500,Orange Rush,500ml,East,468,34.0,0,0
2023-12-21,OR500,Orange Rush,500ml,West,493,34.0,0,0
2023-12-21,OR500,Orange Rush,500ml,Central,367,34.0,0,0
2023-12-21,OR1000,Orange Rush,1L,North,319,52.0,0,0
2023-12-21,OR1000,Orange Rush,1L,South,352,52.0,0,0
2023-12-21,OR1000,Orange Rush,1L,East,408,46.8,1,0
2023-12-21,OR1000,Orange Rush,1L,West,424,52.0,0,0
2023-12-21,OR1000,Orange Rush,1L,Central,293,52.0,0,0
2023-12-21,EN250,Energy Max,250ml,North,255,48.0,0,0
2023-12-21,EN250,Energy Max,250ml,South,312,48.0,0,0
2023-12-21,EN250,Energy Max,250ml,East,288,48.0,0,0
2023-12-21,EN250,Energy Max,250ml,West,339,48.0,0,0
2023-12-21,EN250,Energy Max,250ml,Central,296,48.0,0,0
2023-12-21,EN500,Energy Max,500ml,North,228,72.0,0,0
2023-12-21,EN500,Energy Max,500ml,South,328,64.8,1,0
2023-12-21,EN500,Energy Max,500ml,East,164,72.0,0,0
2023-12-21,EN500,Energy Max,500ml,West,280,72.0,0,0
2023-12-21,EN500,Energy Max,500ml,Central,165,72.0,0,0
2023-12-21,WT1000,Bharat Water,1L,North,815,20.0,0,0
2023-12-21,WT1000,Bharat Water,1L,South,962,20.0,0,0
2023-12-21,WT1000,Bharat Water,1L,East,594,20.0,0,0
2023-12-21,WT1000,Bharat Water,1L,West,687,20.0,0,0
2023-12-21,WT1000,Bharat Water,1L,Central,687,20.0,0,0
2023-12-22,BB250,Bharat Cola,250ml,North,474,24.0,0,0
2023-12-22,BB250,Bharat Cola,250ml,South,594,21.6,1,0
2023-12-22,BB250,Bharat Cola,250ml,East,365,24.0,0,0
2023-12-22,BB250,Bharat Cola,250ml,West,632,24.0,0,0
2023-12-22,BB250,Bharat Cola,250ml,Central,391,24.0,0,0
2023-12-22,BB500,Bharat Cola,500ml,North,917,35.0,0,0
2023-12-22,BB500,Bharat Cola,500ml,South,696,35.0,0,0
2023-12-22,BB500,Bharat Cola,500ml,East,606,35.0,0,0
2023-12-22,BB500,Bharat Cola,500ml,West,609,35.0,0,0
2023-12-22,BB500,Bharat Cola,500ml,Central,565,35.0,0,0
2023-12-22,BB1000,Bharat Cola,1L,North,399,55.0,0,0
2023-12-22,BB1000,Bharat Cola,1L,South,482,55.0,0,0
2023-12-22,BB1000,Bharat Cola,1L,East,553,49.5,1,0
2023-12-22,BB1000,Bharat Cola,1L,West,476,55.0,0,0
2023-12-22,BB1000,Bharat Cola,1L,Central,419,55.0,0,0
2023-12-22,LM250,Lemon Blast,250ml,North,565,19.8,1,0
2023-12-22,LM250,Lemon Blast,250ml,South,515,19.8,1,0
2023-12-22,LM250,Lemon Blast,250ml,East,346,22.0,0,0
2023-12-22,LM250,Lemon Blast,250ml,West,395,22.0,0,0
2023-12-22,LM250,Lemon Blast,250ml,Central,346,22.0,0,0
2023-12-22,LM500,Lemon Blast,500ml,North,635,32.0,0,0
2023-12-22,LM500,Lemon Blast,500ml,South,601,32.0,0,0
2023-12-22,LM500,Lemon Blast,500ml,East,554,32.0,0,0
2023-12-22,LM500,Lemon Blast,500ml,West,632,32.0,0,0
2023-12-22,LM500,Lemon Blast,500ml,Central,490,32.0,0,0
2023-12-22,OR500,Orange Rush,500ml,North,581,34.0,0,0
2023-12-22,OR500,Orange Rush,500ml,South,658,30.6,1,0
2023-12-22,OR500,Orange Rush,500ml,East,481,34.0,0,0
2023-12-22,OR500,Orange Rush,500ml,West,558,34.0,0,0
2023-12-22,OR500,Orange Rush,500ml,Central,414,34.0,0,0
2023-12-22,OR1000,Orange Rush,1L,North,255,52.0,0,0
2023-12-22,OR1000,Orange Rush,1L,South,340,52.0,0,0
2023-12-22,OR1000,Orange Rush,1L,East,361,52.0,0,0
2023-12-22,OR1000,Orange Rush,1L,West,390,46.8,1,0
2023-12-22,OR1000,Orange Rush,1L,Central,343,46.8,1,0
2023-12-22,EN250,Energy Max,250ml,North,356,43.2,1,0
2023-12-22,EN250,Energy Max,250ml,South,374,48.0,0,0
2023-12-22,EN250,Energy Max,250ml,East,339,48.0,0,0
2023-12-22,EN250,Energy Max,250ml,West,304,48.0,0,0
2023-12-22,EN250,Energy Max,250ml,Central,272,48.0,0,0
2023-12-22,EN500,Energy Max,500ml,North,302,64.8,1,0
2023-12-22,EN500,Energy Max,500ml,South,225,72.0,0,0
2023-12-22,EN500,Energy Max,500ml,East,222,72.0,0,0
2023-12-22,EN500,Energy Max,500ml,West,247,72.0,0,0
2023-12-22,EN500,Energy Max,500ml,Central,242,72.0,0,0
2023-12-22,WT1000,Bharat Water,1L,North,723,20.0,0,0
2023-12-22,WT1000,Bharat Water,1L,South,913,20.0,0,0
2023-12-22,WT1000,Bharat Water,1L,East,698,20.0,0,0
2023-12-22,WT1000,Bharat Water,1L,West,1123,18.0,1,0
2023-12-22,WT1000,Bharat Water,1L,Central,602,20.0,0,0
2023-12-23,BB250,Bharat Cola,250ml,North,604,24.0,0,0
2023-12-23,BB250,Bharat Cola,250ml,South,702,24.0,0,0
2023-12-23,BB250,Bharat Cola,250ml,East,462,24.0,0,0
2023-12-23,BB250,Bharat Cola,250ml,West,601,24.0,0,0
2023-12-23,BB250,Bharat Cola,250ml,Central,568,24.0,0,0
2023-12-23,BB500,Bharat Cola,500ml,North,791,35.0,0,0
2023-12-23,BB500,Bharat Cola,500ml,South,893,35.0,0,0
2023-12-23,BB500,Bharat Cola,500ml,East,691,35.0,0,0
2023-12-23,BB500,Bharat Cola,500ml,West,1062,35.0,0,0
2023-12-23,BB500,Bharat Cola,500ml,Central,644,35.0,0,0
2023-12-23,BB1000,Bharat Cola,1L,North,499,55.0,0,0
2023-12-23,BB1000,Bharat Cola,1L,South,652,49.5,1,0
2023-12-23,BB1000,Bharat Cola,1L,East,520,55.0,0,0
2023-12-23,BB1000,Bharat Cola,1L,West,733,55.0,0,0
2023-12-23,BB1000,Bharat Cola,1L,Central,378,55.0,0,0
2023-12-23,LM250,Lemon Blast,250ml,North,412,22.0,0,0
2023-12-23,LM250,Lemon Blast,250ml,South,468,22.0,0,0
2023-12-23,LM250,Lemon Blast,250ml,East,364,22.0,0,0
2023-12-23,LM250,Lemon Blast,250ml,West,508,22.0,0,0
2023-12-23,LM250,Lemon Blast,250ml,Central,544,19.8,1,0
2023-12-23,LM500,Lemon Blast,500ml,North,649,32.0,0,0
2023-12-23,LM500,Lemon Blast,500ml,South,740,32.0,0,0
2023-12-23,LM500,Lemon Blast,500ml,East,556,32.0,0,0
2023-12-23,LM500,Lemon Blast,500ml,West,775,32.0,0,0
2023-12-23,LM500,Lemon Blast,500ml,Central,582,32.0,0,0
2023-12-23,OR500,Orange Rush,500ml,North,468,34.0,0,0
2023-12-23,OR500,Orange Rush,500ml,South,587,34.0,0,0
2023-12-23,OR500,Orange Rush,500ml,East,592,30.6,1,0
2023-12-23,OR500,Orange Rush,500ml,West,809,34.0,0,0
2023-12-23,OR500,Orange Rush,500ml,Central,526,34.0,0,0
2023-12-23,OR1000,Orange Rush,1L,North,385,52.0,0,0
2023-12-23,OR1000,Orange Rush,1L,South,477,52.0,0,0
2023-12-23,OR1000,Orange Rush,1L,East,385,52.0,0,0
2023-12-23,OR1000,Orange Rush,1L,West,385,52.0,0,0
2023-12-23,OR1000,Orange Rush,1L,Central,402,52.0,0,0
2023-12-23,EN250,Energy Max,250ml,North,304,48.0,0,0
2023-12-23,EN250,Energy Max,250ml,South,566,43.2,1,0
2023-12-23,EN250,Energy Max,250ml,East,345,48.0,0,0
2023-12-23,EN250,Energy Max,250ml,West,406,48.0,0,0
2023-12-23,EN250,Energy Max,250ml,Central,294,48.0,0,0
2023-12-23,EN500,Energy Max,500ml,North,261,72.0,0,0
2023-12-23,EN500,Energy Max,500ml,South,295,72.0,0,0
2023-12-23,EN500,Energy Max,500ml,East,253,72.0,0,0
2023-12-23,EN500,Energy Max,500ml,West,298,72.0,0,0
2023-12-23,EN500,Energy Max,500ml,Central,224,72.0,0,0
2023-12-23,WT1000,Bharat Water,1L,North,951,20.0,0,0
2023-12-23,WT1000,Bharat Water,1L,South,935,20.0,0,0
2023-12-23,WT1000,Bharat Water,1L,East,1044,18.0,1,0
